,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,15551333.71748434,1.4021563540000002,6.406956415,13789.133931117,295.66360884500006,0.32170892900000003,98826.63287180699,2815.164597987,0.414498498,10.417117547,337.837342849,54593.417198587995,194.04203167,0.910366089,0.088729852,1721.2168554989998,59.470299419
Aquaculture,1.569681121,8327.06170925,0.0,0.5895463129999999,,,80.263478462,3.879528338,0.0,1.217278986,1.6087922730000002,0.95098089,112.58134379100001,,5.769647894,0.082572516,
Beach and Dune,2.668512115,0.0,61828.3439144,0.0,,,67.389492114,0.0,24.370768048,39.531499776000004,147.122559864,55.244915566,13.521911875999999,0.0,0.088833521,52.95333187200001,0.0
Forest Plantation,2132.476322773,0.0,0.253531915,2819129.396136064,8.973183008,10.193536109,1291.6420887540003,4370.257807241001,0.079480542,11.630274542,1.3138134399999999,330.161921974,2.621501898,0.0,0.0,68.48196500099999,0.166178052
Grassland,1742.3678325849996,,,5497.567089029,1190997.6075031222,0.0,4717.192533062,6123.09115271,0.0,,27.959614632999997,1074.834062461,5.52763097,,,2.215239051,0.0
Mining,0.832419525,0.0,,0.421058276,0.0,22630.092481599997,13.788693506000001,1.601423992,,,41.432691373999994,2.965077442,11.894378833,7.303972229,,31.456006873,
Mosaic of Agriculture and Pasture,525060.618174784,41.987994291,269.243403059,23234.629078423,397.30914074099996,7.823938239,17509562.78743,104833.34909616601,21.249004427,1055.356986858,3625.613732189,130428.88261990002,1031.808119618,436.120897298,51.00519849199999,10572.925165482999,2396.907589405
Natural Forest,1548.5009115070004,0.355589124,0.08848776900000001,24166.951562704995,722.580582788,103.576880885,73636.33569052399,32908413.66515064,9.049034404999999,460.9296979860001,877.5660516559998,25811.785905612993,695.8050971159998,1375.959423341,3.249456548,248.941130676,1226.612346645
Non Observed,0.326491406,0.0,25.615397273000003,0.318075177,0.0,,19.406309675,8.089034162,356.581960835,0.085698096,34.587750348,3.0202881040000005,14.113364074000001,0.0,1.249187775,11.328455372,0.0
Other Non Forest Natural Formation,1.8837491199999998,1.04194165,97.86762465700001,7.1693978089999995,,,1110.484355906,270.382169594,0.683554883,113784.535119856,338.3841927100001,572.046868248,33.05501157,2.025018188,79.514536334,2.2734345830000002,0.41525752
Other Non Vegetated Area,166.457531837,12.423600488000002,157.356745583,52.155577001999994,20.36120387,1.00913327,2130.251556749,81.10953894300002,27.661998079000004,224.08677642899997,124458.520458,1171.268810788,239.19780762599999,37.169004367,4.463277099,2570.715736918,4.414254528
Pasture,64465.692725955014,0.515948541,83.351786292,17296.078337153,833.398206629,16.049177766,341694.7349198001,29304.665226854006,2.6841406679999995,1008.7646807470002,1157.564635104,34527092.75917,190.745448789,392.824473496,6.386525519,1993.9161866439997,242.925507501
"River, Lake and Ocean",202.67958903099998,71.47060660300001,14.547652062999997,6.120605981000001,1.422495514,15.301100510000001,349.18608143200004,284.028384731,13.520994537,30.035990707999996,200.37988744999998,32.886136831,2045686.071123,0.257678687,69.19533976900001,13.399750452,85.3459929
Rocky outcrop,0.662381488,,0.0,106.150000937,,3.86624035,351.1315786850001,889.312898196,0.0,11.864334206,162.816702835,191.75612807800002,0.421282873,179978.228589,,7.988035577000001,
Salt flat,0.0,0.176460736,0.087078973,0.0,,,9.796826026,2.8674447449999994,1.041006769,1.4724390010000001,2.049561822,0.0,13.604030617000001,,9123.32917803,2.8946754870000007,0.0
Urban Infrastructure,1.576117407,0.330253986,70.44458641,0.0,0.078263428,2.1599241090000003,14.84975058,1.888303424,5.330278968000001,0.418887854,2.6692088800000002,4.6475782720000005,1.8960507029999998,0.0,5.339840569,1601381.3250912,0.0
Wetland,648.879034327,,0.0,0.082885486,0.0,,2126.0786196579998,4642.9913587519995,0.0,6.978979431,17.674000961,297.161144428,825.8540257660001,,38.169649168,0.083425256,366663.96004960005
