,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10972432.883887725,0.0,0.177493139,1272.2013527629997,97.098748802,0.080674475,90350.65305278898,2412.570299342,0.176447656,7.9277163999999996,315.244622037,64333.21797887901,67.921500267,0.0,0.265324078,572.936827132,18.379598653000002
Aquaculture,0.23772282100000003,2227.782765838,0.0,1.263300677,,,9.883056776,0.246473078,0.0,0.087640704,4.297201624,0.0,1440.4279522180002,,0.710527624,4.31119845,
Beach and Dune,0.265413537,0.0,76198.15929329999,0.253179224,,,146.51841254700003,0.24274912699999995,32.379593308,85.49382744700002,335.57256187200005,119.69590237,8.679069566999999,0.0,0.088136505,60.26698493599999,0.0
Forest Plantation,1833.822877343,0.0,0.0,1679823.7995310859,27.864364656,0.585104627,1353.8790129920003,4111.110428608999,0.0,2.3828664489999998,3.8496329580000004,1738.4686111099998,1.6991223629999999,0.333873877,0.0,7.48451264,206.51965835000001
Grassland,1755.35679192,,,7.603236853,1443308.0172957592,0.078815729,6303.633703935,1510.008661637,0.0,,656.7451353,4537.56269023,33.93908035,,,7.451583941,0.0
Mining,0.080697992,0.0,,0.16833295899999998,0.0,22774.937809199997,5.1504926079999995,1.008127966,,,4.197461719,3.028385803,0.497913098,2.688893048,,3.164888629,
Mosaic of Agriculture and Pasture,176505.833882352,12.803149971,110.16804060099999,4373.897300117999,473.01079334100007,5.476622425,17492933.609970003,97399.152602669,18.69194878,1093.63803047,3612.96447831,209105.21713699997,1902.782953343,427.249257072,40.304252338,5703.674447726,9228.948952517001
Natural Forest,1131.182827141,0.243656073,1.183522138,12272.951469510997,616.022892594,5.8793582209999995,147167.04321087897,33135466.438972466,8.502099556000001,1014.497652925,1127.1322270610003,36947.462853390985,1403.3627767629998,323.055234545,5.059893176,250.52338093000003,3295.3739221509995
Non Observed,0.088240717,0.0,18.954156642,0.0,0.0,,25.576471381,9.414246541,353.81720034600005,0.6887018730000001,30.779572149000003,2.3323016599999997,9.818028357,0.0,1.98340761,11.771268187000002,0.0
Other Non Forest Natural Formation,1.542898676,0.26112395,18.747238086000003,13.483593017,,,1171.370540281,730.6774735780001,0.343230072,105222.42782684698,137.955522467,713.288422809,59.508463194,0.8539660040000001,38.540220789,8.701028039,0.332267529
Other Non Vegetated Area,92.86426124799999,0.35055553,56.484808494999996,31.484790824,19.543215768,1.5971428529999998,4270.673600967,346.5936979909999,29.760694910999998,190.80397623599998,118636.37690173999,3337.1001045889993,224.42729963300002,140.123527366,5.511193157,935.573713014,8.494908904999999
Pasture,22532.712464779,0.597952039,52.598243346,4514.5946624299995,3485.9587924420002,2.367149133,392118.2308517,32002.954829025006,1.3613734370000001,410.937127782,1901.3321879579998,40577557.66518,365.4348677710001,155.45446763500001,15.17277684,1151.3694923839998,1562.594010262
"River, Lake and Ocean",51.36015341700001,0.839760425,30.158766986999996,2.6962458550000004,6.745461285999999,0.08434161400000001,255.18219730200002,210.95442694700003,8.263410412999999,51.639295914,254.79523607099998,43.896403563,1808807.851331,0.17118408200000002,14.169801690000002,78.583662221,166.976764295
Rocky outcrop,0.0,,0.0,1.1822239140000002,,2.09891474,377.807991654,385.56542401900003,0.0,0.08559141199999999,302.232235479,225.920123349,0.685926178,150214.634007,,0.0,
Salt flat,0.0,0.0,0.16886968400000002,0.0,,,17.468177038,4.868765631,1.6217706539999999,5.427756537,6.431051361000001,0.087016046,18.625290349,,9809.46136189,2.99673432,0.0
Urban Infrastructure,0.491373473,0.082415222,14.841119085999999,0.084768463,0.07946525900000001,1.7631104430000002,13.589394526,1.6546303219999998,3.1433770020000003,0.0,5.429989824,5.126955658000001,1.087440888,0.0,10.39516352,1272351.0657485,0.0
Wetland,16.443425391,,0.17040804399999998,1.324194202,0.0,,2258.507451686,3969.607519580001,0.174886865,0.083030115,23.393204288,495.039021246,4425.675625913,,14.70606096,0.0,399699.7216775
