,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,11207546.187584443,0.088641077,0.35283148200000003,2483.078622288,1398.67341488,0.080697992,127530.402425924,3653.8586066260004,0.6856850150000001,82.01365845000001,344.47828335599996,85730.17866093799,695.6470647430001,0.0,0.08825604199999999,1232.683637296,142.274195922
Aquaculture,0.0,5123.736073229999,0.0,0.0,,,1.208653375,0.0,0.0,0.6982545720000001,0.082522308,0.0,1.814899927,,0.531923932,0.0,
Beach and Dune,1.1548139469999998,0.0,68598.0128216,0.0,,,166.16647572,0.0,29.205751974000002,105.31359584,166.095252031,193.31264317,65.952059457,0.0,0.263087714,27.438420686,0.166066663
Forest Plantation,6987.820409917999,0.505334906,0.0,1826835.565465,3.8710631410000005,0.925781812,1294.6885698859999,4792.238001829001,0.0,2.016526446,17.220286151,1864.930785349,1.252245434,0.513030695,0.0,9.536785059,0.0
Grassland,1994.4761188260002,,,548.206734248,1393190.518262719,0.0,2819.3173227360003,2967.062953527,0.0,,21.289642440999998,3293.2516544699997,7.667391284,,,1.345386505,0.0
Mining,0.0,0.0,,0.252502106,0.0,22864.8153482,8.454957977,1.175467383,,,6.131929242,14.205557462000002,1.7380147400000001,5.5471477479999995,,7.092526643000001,
Mosaic of Agriculture and Pasture,347992.141082366,207.405815872,84.49384678700001,5319.509856940001,435.546211955,6.737395061,17075231.99936,87884.44339486901,30.138031037,907.9421977919999,4343.6723702,155895.2255568,11235.299668104004,667.20955566,21.544673198999998,6593.814017901001,3454.945590658
Natural Forest,2586.6744870710004,0.530469738,0.503826391,10251.988029206,488.184426451,20.017803207999997,109797.38470380298,32805894.23109638,9.322579621000001,600.003555411,1051.976829599,43129.596034113994,10327.145326838001,1095.208964986,2.3895118159999997,161.100080615,5316.526949112001
Non Observed,0.0,0.0,26.924945513999997,0.08562005,0.0,,25.820864990999997,8.99644419,334.895626714,0.8511258850000001,42.18509439099999,4.672523603,14.589067724000001,0.0,2.985488434,7.239298442999999,0.0
Other Non Forest Natural Formation,0.746320423,18.753869166,49.825843103,8.275079009999999,,,1002.0156649470001,407.9030525269999,0.510886231,104683.892179833,172.58097121400002,288.9022447990001,198.109370999,3.68104021,1.9050585700000002,11.700506695000001,0.0
Other Non Vegetated Area,234.33395148,19.869694259,146.86854008900002,11.105778711,1.892761432,1.342324988,2049.495529688,104.41554789099999,37.723179843,284.063852455,119461.95829609997,1974.5386106739998,363.825544291,90.40997908199998,2.284933148,1339.073157217,13.72930052
Pasture,59121.72665036499,3.90783974,28.801683994,12876.807080722003,2487.576821341,10.954258196,382571.543391,12438.406926666998,2.323178747,1695.615797115,1362.2328187930002,40582315.18669,3633.3131222210004,286.41874382899994,0.34691224400000004,2051.436500981,842.4073843289999
"River, Lake and Ocean",111.93948323,394.993429654,22.07242046,2.000742693,3.420868622,0.919859717,351.147133335,296.0518771420001,15.679074981000001,86.712563775,575.083629986,38.250614933999984,1932951.297628,0.25368891600000004,48.60927571799999,135.66394658899998,96.64912281299999
Rocky outcrop,0.825976453,,0.0,5.3996539729999995,,2.352103113,417.04866699199994,172.347634635,0.083993286,2.365050506,47.987241417,273.331932402,5.890279205000001,164390.941209,,1.937827497,
Salt flat,0.088440271,12.892862842000001,0.261524432,0.0,,,20.393490271,0.7604676510000001,0.506963031,6.5199671949999995,5.802686931999999,1.21075227,10.252953137999999,,9183.838539649998,2.147990247,11.20474491
Urban Infrastructure,0.9165633780000001,4.287578772,57.309237770999985,0.0,0.0,1.428590943,11.841924828,1.492254919,5.196476239,0.087279395,4.510632793,5.799552465,2.4012234259999996,0.084124323,3.356217139,1401619.0540737,0.0
Wetland,78.24606113099999,,0.083015137,2.312470715,0.0,,2589.7574688299997,3557.546461479,0.0,0.0,8.774987628000002,425.07602028,18582.769119372,,0.175074158,0.745625196,358202.046245
