,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9204312.289934777,99.090759734,1.506849622,112751.88062094,651.443238076,54.147438367,346848.9330467231,68956.450011812,0.17646445300000002,115.944333362,5091.913417005001,219882.61221597,5561.862091370001,0.167766174,0.617078412,93736.539241536,94.77155497799998
Aquaculture,0.262901453,3118.257592177,0.609613745,0.0,,,11.872234374000003,22.000471906999998,0.174176251,5.484573987,97.286601084,8.317021154999999,998.56622697,,2.711217542,49.022275807,
Beach and Dune,508.307141379,1.2258213679999999,66156.7662599,4.396066583,,,5216.654791925999,48.117816775,85.540177335,1358.667485522,2038.802236535,3533.701458087,633.12926168,0.33815554200000003,1.3215376760000002,2812.6092711799997,0.331938611
Forest Plantation,42173.770939973,5.811326831000001,2.033121313,1202722.7597184,21.024399308,84.89060584,792.182743504,5300.791417358001,0.0,1.098069325,7.031444958000001,2362.223127758,93.63933505400001,0.252759637,0.0,1873.28128388,59.750628934000005
Grassland,271738.799768087,,,131280.60721813102,1087257.627054377,0.078818878,7995.188968326,18004.001500418,0.0,,360.132173143,12659.743661403,1190.69454952,,,1406.35652194,0.0
Mining,40.601948705,3.811882007,,6.057833503,0.709479236,20254.4191881,525.3340558369999,77.199406273,,,65.12701367,258.210331268,192.807192048,96.23551718,,1197.7852287019998,
Mosaic of Agriculture and Pasture,2719323.953705355,1889.4885781409998,637.572758447,321652.707600511,1459.2411214109998,838.093357274,11576812.66038,866207.3412056318,54.138865027,3893.855563885,9809.034066240001,2121966.672549,82255.28100108,7596.941733829999,349.057483977,286164.45222073,13010.523283600003
Natural Forest,580767.0067041568,584.9993756079999,67.49740489100002,811161.3807983012,4297.626823019999,3195.972408224,681454.7860582449,30209912.483759776,36.427139595,1240.7714248880002,3743.255230902001,1549081.5730088437,85002.723961933,3553.78075505,181.95151026899998,64762.865852054994,20390.860833553004
Non Observed,0.346272992,0.0,57.49673317399999,0.556290045,0.0,,46.92486395400001,19.627406604,138.75074913699999,0.523445819,58.24149603,6.786197296999999,40.029053483999995,0.0,2.1652559449999997,53.998670457,0.0
Other Non Forest Natural Formation,442.261908759,75.54825626200001,482.484536266,87.115144352,,,4127.758654757001,2663.4863061630003,1.1906940179999999,101054.782136268,3153.710705675,7012.429543611,1002.4539469450001,32.708562876,228.951069709,560.588038851,0.7469337770000001
Other Non Vegetated Area,2826.9345764820005,100.62399028200001,948.311669909,848.960059031,63.04378475600001,52.072936424999995,11202.875899029998,1710.3442762400002,92.907060639,584.9319540060001,104555.98156740001,12320.086567778,2010.5807449539998,643.6548508349999,10.875644477000002,19455.67576042,28.359965474
Pasture,6655596.307916985,1671.6795568540003,1045.349686322,990628.8960014401,3192.2477083820004,823.1882967820001,4981120.345192,1730629.2937208044,2.233089472,6301.058808248999,15141.71977345,27282156.126329996,82414.03005959898,3428.0773348499997,40.18017089,268410.61600778,26459.470443783
"River, Lake and Ocean",2998.8469594919998,710.9655029799999,553.105245618,449.71846285799995,1.887619184,171.318575597,1940.856682724,2400.3266816860005,62.76220419,101.893763813,2777.530645966,472.73114729599996,1699428.5757729998,20.700634456000003,366.390480152,1864.0586626279999,207.161166381
Rocky outcrop,12.900928051,,0.085205487,195.37673315199999,,521.0460327,782.1409740930001,1674.1469876649996,0.167985577,13.784259288,1439.2805943589997,925.0203767119999,20.815580284,144992.333029,,656.9900603849999,
Salt flat,0.705823828,31.849243130000005,7.562526545,0.7961340090000001,,,195.81604182,638.2502983780001,3.223740442,37.614762418999995,44.337235466,10.309076135,159.95487698899998,,9189.980005709998,174.143141715,0.17641065099999997
Urban Infrastructure,0.330160492,26.228837472,394.51042108300004,0.0,0.0,13.936558058,3.481775276,11.700617756000002,12.690904237000002,0.084002972,0.25026483099999997,1.001999524,1.7435759280000003,0.0,17.871789051,1039488.5889202,0.082655908
Wetland,2281.1984149600003,,0.0,16.568970101,0.0,,20062.432926098998,28595.456589531997,0.0,1.743376501,62.510782171,24920.219844347,62707.004866321004,,33.17558094,179.97346019599996,284683.836697
