,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10790855.866396436,21.274130049999997,0.264625232,47858.427482002,2056.9072954030003,49.057445285,336175.9951582521,21753.358773370997,0.521584594,292.912651004,1816.2198687559996,211983.114780741,1951.7335765710002,0.168058423,0.6213096799999999,15694.819979332,329.51002358
Aquaculture,0.6223438410000001,4603.99573666,0.0,0.084221881,,,68.24160859599999,4.83471925,0.0,1.6548652769999999,5.6927133240000005,4.136959522,425.61578585800004,,9.150238324,4.043133807,
Beach and Dune,26.999156502,0.0,63855.141204299995,0.0,,,1279.6452299300001,4.150475153,53.70717411900001,632.48087646,1327.771313676,1082.016622059,397.63685459299995,0.0,3.513803436,689.930878605,0.087398486
Forest Plantation,17894.381130365997,7.732112726,3.8862291559999997,1783385.5046372,111.92089800999999,57.41521602,4605.834817018,31106.263983129997,0.0,10.427272033000001,16.660931548,4114.19875669,11.194703479,0.588574951,0.0,485.07485806,0.0
Grassland,95043.437890231,,,81820.45686650398,1191256.558170919,0.0,12525.23843152,17782.634382577,0.0,,497.76240677100003,5347.96305887,426.64410055999997,,,142.44014041100002,0.0
Mining,10.219583879999998,0.26594564800000003,,15.737511237,1.9715531069999999,20561.113383999997,515.09217772,29.867712677999997,,,583.3827614569999,115.23614442699999,150.16117361000002,170.2151144,,756.1503882050001,
Mosaic of Agriculture and Pasture,1648984.6042124396,1138.713399189,1196.2039034640002,150901.43908573,1486.1069779119998,277.1505682,13950510.81976,479077.609002728,44.444808338,3005.0937824109997,7813.69829848,1335399.1364520001,20977.786964059997,3158.31424341,221.98404733899997,83393.14217171,12725.820424871
Natural Forest,149496.74178918696,137.39744780400002,26.543237356000002,316934.84222056996,4120.013309252001,1340.039556663,412248.2813187239,31451120.6535455,18.721016247999998,1755.1102781680004,1439.8782857869999,594682.2435865321,38921.545613673996,2263.26827452,61.373958349,9598.04065848,6568.090280935
Non Observed,0.245684723,0.0,81.64165771699999,0.1589651,0.0,,52.741623718,16.755931781,203.978614312,0.755923053,43.831264002000005,5.2390669679999995,29.409639033,0.0,2.3641046460000004,32.123624901,0.0
Other Non Forest Natural Formation,499.271463183,110.28893579800001,878.9364988729999,12.716170992,,,3390.879998533,1349.548911801,0.51627688,96391.49838337702,830.735147312,2203.826299991,693.999422029,5.114318273,342.871230252,137.85124003600004,0.747781873
Other Non Vegetated Area,901.3374164139999,134.135659566,985.5519545410001,254.19539869,45.317662174,5.2534280209999995,7925.45721973,566.5492220640001,79.918139118,656.6442521359997,101100.1335566,5084.216343317,1172.209022534,660.998401291,14.572033513000001,6470.034128158999,80.40714028000001
Pasture,3128558.2602044283,644.5633786120002,1242.024227801,560592.1068090489,4578.99601608,507.53587801599997,3349618.6576070003,713047.118967511,4.036546886999999,12628.138943508999,8955.788945860002,33183751.21806,20537.985393808,1316.978813325,24.185786716000003,56285.38335835999,19436.03437093
"River, Lake and Ocean",600.0061056220002,712.8759238949999,311.464188985,148.478890538,6.702407654,78.449032724,1015.3361579169999,1202.9851681259997,49.06305935699999,117.30898429799998,1056.4066010549998,137.360130752,1928370.590048,11.833380567999999,372.9433123,605.1273269629999,333.81468034100004
Rocky outcrop,5.892874767999999,,0.0,137.627450105,,265.6584706,645.03893381,977.265722376,0.0,16.932205237,581.0534535469999,552.393841593,21.859998396,161963.10209,,153.686490826,
Salt flat,0.264511322,27.859518172999998,13.711327332,0.0,,,195.651049098,148.73917150200003,4.061191539,16.622258301000002,22.298767918,1.716850574,84.90396066800001,,8671.79404509,68.25873033299999,0.0
Urban Infrastructure,1.8098941899999998,28.800790329999998,438.590672726,0.0,0.078263428,35.421119733000005,12.084293044,6.5681365970000005,11.661617413,0.083993573,1.975925562,5.209047375,2.8284456900000006,0.335097339,17.624816247000002,1401154.6937337,0.0
Wetland,834.501413719,,0.6641963129999999,0.594678357,0.0,,11164.19680446,16011.055511654,0.087409479,0.332075262,12.733161212999999,7616.25829999,21171.160609991,,24.421055021,7.118824445,326604.40856069996
