,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,16722694.875992527,144.43259553800002,2.041302514,39417.60254566,802.40425191,0.241302301,257786.073264772,19691.954393328004,0.8416106999999999,51.18222694999999,2311.5405517920008,225182.185714907,1897.8462046180002,0.0,3.8012430179999996,21756.818081764,419.4940387639999
Aquaculture,15.992738216,7990.07169453,0.0,3.363425196,,,246.493781917,42.521370066,0.0,15.125729828999999,44.420205030999995,89.606959912,409.26113711999994,,4.489251386,10.459153565,
Beach and Dune,88.468193411,0.0,62449.5534625,10.47717584,,,1683.4503473270001,1.084891345,88.36001155199999,329.903411306,682.5388100790001,537.65230831,272.17223205399995,0.0,0.703225995,575.379424836,0.082995343
Forest Plantation,50577.831122270996,0.25266536300000003,11.1557431,3603685.63818292,15.401056590000001,39.371798944,2254.266086408,8147.5361726149995,0.0,0.6845817259999999,18.317084077,1955.1958857709997,6.600296491,0.503811218,0.0,935.561098064,0.08328608400000001
Grassland,49800.92539818,,,7282.886975692,1036446.2408496699,0.631003754,3503.8836397550003,1693.7590070029999,0.0,,104.91794586399999,5318.992382818999,290.2734887,,,104.745559381,0.0
Mining,14.069427023,0.08864833400000001,,8.959807758,0.0,21787.120137,111.166191473,6.653614800999999,,,89.044060043,59.416747552000004,38.435502051,0.08390946699999999,,498.18276032800003,
Mosaic of Agriculture and Pasture,1484430.1740405692,560.110453858,333.50299073200006,54475.059040274,965.511829889,265.31353029,14730869.394320002,356278.0057625239,39.265850897,1994.014697735,8225.61052669,1193062.2843649997,4945.726527332001,1635.34917597,110.221252288,55161.99865547,8862.769489479999
Natural Forest,84443.44372916,5.423411518,3.119124102,152618.17773686198,1229.292542315,257.43996690100005,362069.40265872,32468366.79112517,21.894944907,517.882161476,1161.204660304,286051.312583771,4170.262105312,806.852987572,53.02429714900001,4693.911492798,7609.414416934
Non Observed,0.8131754090000001,0.0,28.941626806,0.31790790399999996,0.0,,46.938292397,14.490979531,235.61289143500002,1.0457924379999999,71.26856602400001,6.83213089,30.494347870999995,0.0,1.945621978,29.082901844,0.0
Other Non Forest Natural Formation,481.307317124,13.147423663000001,231.64618757199997,24.261718307000002,,,3982.2455684289994,1023.2819088249997,0.16969252299999998,101525.89850062502,1557.2469588919998,1407.4785770420006,219.59448589200002,7.452763195,33.806953007000004,26.734901725,0.16607550000000001
Other Non Vegetated Area,607.112616074,75.73474884400001,694.0710077650001,143.56838800599996,29.99322131,556.7841745540001,3789.71146126,158.97992810699998,44.269984835,256.00489824000005,108418.79353750001,2036.1431999059996,966.4223014930001,390.59070868899994,6.404831616,4729.86685883,4.273305176
Pasture,1559846.5799992874,289.908148739,830.80315426,74488.29849871,1095.5200346620002,71.15331800699998,2074563.7280340001,276791.673497684,3.7770686519999996,8125.733738245,7442.716296810001,28557207.092829995,1938.684206701,1615.1271077729998,7.794635016,30678.50558051,6209.822135759
"River, Lake and Ocean",2492.248967711,382.6977165,110.14289209699999,178.94461915800002,19.082495488,163.752501299,2570.2598676320004,2258.505816875,40.075075477999995,138.588829802,2226.9080390940003,624.8535373949999,2055115.630131,36.736006673,128.630170497,223.605040088,765.6068773510001
Rocky outcrop,16.704398057,,0.0,100.56834626599999,,432.9892822,1231.47348463,955.7905138209999,0.0,8.560655451,919.2885007630001,908.2265549890001,4.79109671,174492.37292599998,,225.782658165,
Salt flat,0.17571686399999997,23.644414891,1.0465331,0.638351721,,,67.392931745,10.464823212999999,3.837029176,45.684444436,19.76756077,1.395634046,108.18291796500002,,9855.060153429999,72.173471687,1.2272839420000001
Urban Infrastructure,2.134123143,18.883424191,214.05137911600002,0.165372522,0.0,601.961034422,16.704479236,3.6725780589999997,13.172304558,0.252964703,3.945723046,5.650678522,3.0723047489999997,0.0,31.089646381,1749173.9561283998,0.082655908
Wetland,629.3800844580002,,0.08299519,29.234690732,0.0,,14925.601933036,16381.929003393998,0.0,0.9963603329999999,44.379206454,5145.45306116,591.757564525,,0.6119316220000001,7.236377362,337182.9979445
