,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,15881901.947307501,32.218885073,6.848400061,54603.79616359201,820.8057558510001,6.066014953000001,358898.282966591,19120.527518637995,0.250813183,144.722581805,1753.492739437,227914.2378070909,1722.0842403059996,0.503241797,0.176069629,14031.168174563,1076.960777066
Aquaculture,3.349078515,7576.198279130001,0.0,8.490105158,,,400.927250843,16.162498551000002,0.0,7.207629803,54.875303337999995,72.071638612,268.79949763499997,,12.166375073,7.040451727,
Beach and Dune,22.981833559,3.685721503,63012.842780900006,1.6889858830000002,,,2434.390703799,1.123002703,107.94204436799998,513.4145727419999,696.8145570560001,391.15040214600003,207.34185607299997,0.0,1.3989978699999999,766.6721660110001,0.087400323
Forest Plantation,10908.397194617,0.0,0.0,3279639.3443759894,29.652445315,38.282826619999994,1404.805332587,5995.5791641470005,0.079482648,0.336501373,8.696823841,1311.1416615710002,10.033741217,0.083354437,0.0,821.43003203,0.332444366
Grassland,22287.021395618,,,12388.495376359,1086833.1780727399,0.157700098,17720.045736285,5878.989141106,0.0,,147.742194268,3297.4834626350003,199.73329982,,,91.693147418,0.0
Mining,0.158442029,0.0,,6.2951525749999995,0.0,21498.983901300006,47.022003268,1.770966987,,,115.81751500500002,3.6902029610000002,46.406504048,36.23813154,,244.92161241500003,
Mosaic of Agriculture and Pasture,1062062.291509621,285.36960685800005,886.6576997059999,53288.620635846004,1059.388029407,279.854643949,15216567.983660003,394455.2288253771,37.514588634,2446.029201409,8227.294410490002,1168020.6731299998,6594.64647407,1117.9799192600003,43.725731293,43278.63946685,13041.376141870001
Natural Forest,46239.042267213,13.661411938,0.7011767219999999,134793.251836876,2012.045053441,751.4627150290002,254281.23254911398,32437220.688803077,22.122167626000003,1138.4926466690001,1168.953225502,277430.33144486306,8132.425931300003,720.449379853,19.166657919,3934.616344723,6569.551029233
Non Observed,1.167519976,0.0,27.753778456,0.238495819,0.0,,47.125531869,16.248353471999998,227.31355163800004,0.264942352,66.75708922999999,7.281237500000001,42.081544728000004,0.0,2.0704005129999996,31.805738555999998,0.087409479
Other Non Forest Natural Formation,511.71104313499995,3.7167341060000005,243.472378,28.479242167000002,,,2313.598106862,838.6742116799999,0.0,108902.63247735101,413.414497567,3324.705947506,133.245138926,13.954341705,18.298585756999998,17.535903765999997,0.249043915
Other Non Vegetated Area,861.7715324150001,60.941120123,536.6102475490001,120.169870401,48.469016780000004,55.667813405000004,5300.40927525,303.669134353,43.24470071599999,909.3202523319999,109224.11863099999,3968.377819782,833.2111551560001,566.252052015,3.267810736,3237.284359485,15.370035284
Pasture,1561405.8883239266,117.888399757,854.6347811589999,88139.40380576,1721.2005328879998,123.415759625,2066953.337663,289610.96780466096,1.8669981450000002,4141.165352605999,5009.712688339001,29796450.672296,2089.47130314,1499.891085252,0.870689984,28117.369008511,4104.686725164
"River, Lake and Ocean",969.401151258,541.9608632,392.40199411099996,139.041469549,8.741325617,141.446855224,4807.293324246,1171.4958197290002,30.953986543000003,69.20922515299999,1832.1060182109995,927.207061825,2047277.8544749995,48.75284747,66.502912425,233.921994448,489.335107844
Rocky outcrop,10.157573346,,0.0,247.76069346800003,,297.6040271,894.393355719,1143.4583913960003,0.0,27.764889719000003,318.5333045609999,592.171456469,7.222932286999999,179052.919268,,200.292951,
Salt flat,0.44040758599999996,6.079227362,0.0,0.0,,,121.802700667,26.968107299000007,2.548615759,144.899596623,17.127409289000003,3.3973553459999994,165.36751269500002,,10343.49351974,39.041811862,39.479926727000006
Urban Infrastructure,1.239630524,11.979043173,108.676314882,0.247616638,0.0,90.025857186,14.132895759999998,4.335285656999999,13.105984632000002,0.583489618,3.4831017930000003,6.304666162,5.05544245,0.084090192,27.280866252000003,1686906.1357575,0.0
Wetland,564.566177308,,0.0,3.068056451,0.0,,7637.686273161002,7356.782356622,0.0,0.332274664,33.217076243,4335.175679069999,675.7697052100001,,0.08737940699999999,2.8271992,345891.19889690005
