,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,18492694.939439446,247.87432133399997,4.258355213,20120.890517379998,596.72926435,0.246225494,148680.23238977103,11237.714260284,0.828717327,4.873364654,1319.6394087190001,125446.829229562,983.8015372079999,5.6289530029999995,0.0,10237.054074734999,437.444382709
Aquaculture,10.107917835,8130.91782237,0.0,0.0,,,107.73655155499999,18.572858318999998,0.0,4.4346183660000005,37.431753322,1.5288140920000002,325.95599988900005,,3.595615789,1.758006293,
Beach and Dune,47.049067081000004,0.0,61444.9739057,6.083246197999999,,,864.741709276,0.168189557,35.712320672,327.057934226,331.67887991899994,316.96366119999993,227.124404628,0.0,0.088228772,126.38691648,0.41457595799999997
Forest Plantation,45395.453702765,3.79000202,12.16971611,3921873.83196203,10.777613537,12.866565718,1771.444508521,5202.572653027999,0.0,0.840352362,8.261934687,716.3339399640001,1.092604986,0.25041981199999996,0.0,354.45910114000003,0.414229443
Grassland,20408.219692628998,,,732.404106435,1027716.577096428,0.157634998,3024.862918028,1129.476802822,0.0,,58.99073084,4012.5128269059996,31.43775696,,,19.872763608,0.0
Mining,16.47095845,0.08864833400000001,,8.470003925,0.0,23599.0632018,99.07616230999999,2.9512812139999998,,,78.410603966,50.418434784999995,15.715604176,0.335649194,,335.85894828100004,
Mosaic of Agriculture and Pasture,944716.3668198542,645.244018469,137.213624967,22062.777782172,666.3475007720001,106.23698855399999,15388092.184929999,177514.84111289997,43.34684613800001,1456.016557661,5317.846434890001,860857.82661,4355.290369481,1194.86413201,118.62990526000002,21064.25470275,5769.974134727001
Natural Forest,28892.780443234,1.69272693,0.775538287,75505.82012872901,760.5058472649998,7.399877996,282621.543287256,32969062.193359017,14.225474772999998,538.498600545,720.3879299890001,143414.29976869698,1400.727182772,785.4781950519999,19.03549463,1226.214220192,7974.883420185
Non Observed,0.824127277,0.0,55.254508484,0.23838099999999998,0.0,,31.762544267000003,11.15367099,291.3900273539999,0.0,51.598195964,3.5316572809999998,19.637201045,0.0,1.20055683,19.238241022,0.0874427
Other Non Forest Natural Formation,155.843607057,2.864418927,91.72762578800001,17.841994928,,,4236.3515233240005,1292.6555464490002,0.167986005,111556.67222759401,1157.8328064869997,1392.465387967,197.409224924,13.961558648,80.395346709,12.280410791,0.249069452
Other Non Vegetated Area,683.085151177,60.996784745999996,227.291771413,89.23379633799999,23.226004585000002,223.34579508099998,3790.761764628,153.86129718799995,51.36722216900001,214.321552436,130273.94492119997,1184.148969955,902.2284405120002,248.476635772,1.531734472,2495.044431479,16.586682244
Pasture,508585.5041996,163.008937406,530.234782268,35372.300405746,833.71434175,3.892601251,1319583.3843949998,108514.99030998198,5.538290174000001,3362.6343314670003,5062.835484504999,29001568.7595,1011.6373851070001,834.5839883599999,8.742630829,7653.137648750001,2143.138847998
"River, Lake and Ocean",1524.712359747,215.11375562300003,30.871934876,93.10105403700001,8.986463398000001,141.049492527,1944.8054175949999,1551.2933760140004,32.760901919999995,78.648839539,1365.654815106,60.24730974,2064518.552656,16.636669142000002,65.480815972,61.466646166000004,465.15985412400005
Rocky outcrop,24.572587806,,0.0,38.42625365399999,,413.18524310000004,1032.88017457,725.977730494,0.0,14.305914288,772.218992157,1203.8510700000002,12.416584134,179258.02707100002,,65.338572872,
Salt flat,0.08792761199999999,14.010377056,1.6418945619999998,0.0,,,20.753121009999997,2.922211225,1.9962081180000002,7.59895653,8.90707522,0.254368634,53.344625764,,8970.41636223,50.379329946,0.08740389999999999
Urban Infrastructure,3.903269312,14.514229658,235.013831734,0.0,0.0,657.597481168,21.173375314999998,2.582231118,12.743102863,0.08722449300000001,4.403216095,6.254395238,2.1376880249999997,0.083907599,17.030409009,1863060.7066440003,0.082655908
Wetland,494.0532271349999,,0.0,4.3487479559999995,0.0,,13726.042627608,13677.29262624,0.0,0.996349335,29.637469717,2811.1801373639996,478.972973964,,32.738685499999995,9.975484961,351081.8953455
