,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9595571.946652576,1.5901755309999999,9.866916896,4879.2266964949995,229.21584323000002,1.0591534909999998,206930.747955461,8757.962535637002,0.176680334,14.194729202000001,270.31547047000004,162320.26544565105,129.566129303,0.0,0.5320140870000001,10511.848518785,127.84569159799999
Aquaculture,0.08886323199999999,2636.1528068520006,0.174176813,0.0,,,1.6728646980000001,0.44336553300000003,0.08708855,0.34830770899999997,3.43840274,0.6938636779999999,441.947401011,,5.97121286,3.1575041680000004,
Beach and Dune,0.622549817,0.0,77158.7584077,0.16880260600000002,,,550.751571668,0.427139771,45.79431393699999,383.870842369,651.337065851,319.818417103,21.71798191,0.084392249,0.53063562,81.789976936,0.083014056
Forest Plantation,728.603882234,0.0,0.084485034,1067783.7723611158,94.11213677999999,11.520577836,9097.580024865,24312.779809830994,0.0,8.661592261000001,56.72219165400001,22170.882869564,21.931601489,0.685595654,0.0,10.939314886,0.166749756
Grassland,4958.570333709,,,1834.170497705,1517409.4006657132,0.0,10007.052438576,4906.046737545001,0.0,,42.733113962,26539.440651330002,73.08257665000001,,,120.47946309299999,0.0
Mining,0.081045184,0.0,,0.252701923,0.0,21857.37462745,9.150726569,3.9544867860000004,,,18.8073114,7.204918683,6.785856908999999,4.789934961,,10.769717248,
Mosaic of Agriculture and Pasture,272496.63452117005,231.14345993100005,1024.471890542,20072.380842905,2156.016109612,47.071016743,14584050.58049,348160.271367156,50.698019929999994,2739.4946426730003,10820.61695853,2394795.4820880005,13004.724432289999,4041.02191767,231.04065668400003,72887.372885407,13763.66106152
Natural Forest,34169.130390779006,40.787307377000005,61.509234543999995,64970.452794125,3192.028438227,112.380396098,1069997.2250894718,34308736.0725862,20.951905089999997,2351.219932618,3539.8288764360004,928186.6658238663,21715.181108089997,5158.959252240001,94.12131848,5149.868354415999,44103.47900426701
Non Observed,0.088255975,0.0,46.74482823900001,0.0,0.0,,32.868407381000004,13.287782677,181.609597157,0.687596374,48.85971634799999,3.949990222,15.196225472,0.0,2.6429775880000004,28.520630452000002,0.0
Other Non Forest Natural Formation,17.477242536000002,92.20674474,423.06366512500006,34.748052656999995,,,4626.562047446,2472.8342872619996,1.626626728,116690.94639237,697.6898318280001,4589.221977478999,1067.013521413,24.006969744000003,97.38845554899999,425.1381435039999,1.244904303
Other Non Vegetated Area,604.973691723,33.349069103999994,884.521006939,307.57828859999995,28.898986776,2.7324754209999997,16337.681668800002,1546.8106020169994,92.95030868799999,562.253208145,168712.5233938,14271.736652673002,1106.7951216830002,752.8446151999999,67.844801723,39521.84680383,21.316939019
Pasture,149634.988712659,10.485679669,1260.4739738960002,43406.06350387,10455.98823787,73.86427998799999,1750397.6026699,295353.77935566416,3.7457037779999998,11201.658469851998,8362.26213838,38031504.17669,2668.4804535050002,1846.5827877150002,16.935175708,27936.002595003003,10016.148815593999
"River, Lake and Ocean",35.883794505,950.6258738479999,300.447051074,11.00843767,0.0,12.303879452,46.752573517,312.998090799,21.239701713000002,4.001611334000001,697.675875941,12.335942334999999,1643521.802927,0.086007825,100.458979695,408.277065381,6.144694244
Rocky outcrop,0.0,,0.084538074,1.830550165,,40.62401666,645.693866918,562.2754979399999,0.0,13.635533039,136.87307609799998,550.000814985,21.330777787,119026.823107,,5.3850818789999995,
Salt flat,0.355678381,1.14449146,0.9634460330000001,0.0,,,55.787747718,12.463055901999999,2.334129682,16.368701559,5.441299620000001,0.6086234070000001,72.340467444,,8903.79395452,8.792098254999999,0.174859662
Urban Infrastructure,0.0,0.0,35.647134857,0.0,0.0,0.502611322,1.254745612,0.238434893,4.779247541,0.0,0.927432177,0.672079939,0.742138403,0.0,9.197682337,780547.81814009,0.0
Wetland,145.53533536500004,,0.694807068,80.37714197400001,0.0,,8340.463287744999,5651.563748715999,0.0,0.5812294370000001,94.368035166,5992.5052195,1500.0533051349998,,0.35124066200000004,8.132906293000001,340054.31764699996
