,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9917492.863866339,0.0,0.35409701,84.957103996,0.156113416,0.40478486299999994,34121.712659077995,2944.309263655,0.0,2.204284454,80.047803995,28895.785338571997,59.055170846,0.084394995,0.0,1598.458547038,0.0
Aquaculture,0.0,3734.89048888,0.0,0.0,,,0.17526467899999998,0.0,0.0,0.0,0.0,0.0,0.596404871,,0.355825281,0.0,
Beach and Dune,0.0,0.0,81402.5936733,0.0,,,43.991541592,0.428801812,18.183212097,29.258229728,105.43511685899999,38.699067647999996,2.0126925890000003,0.0,0.0,17.936322339,0.08301452
Forest Plantation,76.245782862,0.0,0.168962854,1126540.824098216,0.0,0.33678347799999997,336.57619080300003,1132.7786330559998,0.0,0.0,2.501242377,33.275077354,0.0,0.16817020300000002,0.0,0.24841814,0.0
Grassland,0.157539288,,,2.44584693,1554040.7616267619,0.0,555.16132016,919.2612235700002,0.0,,20.98564492,3751.925001477,1.259335089,,,1.809983362,0.0
Mining,0.0,0.0,,0.0,0.0,21670.102886819994,1.8508183110000003,0.252496589,,,0.578429022,0.08365907,0.081741437,0.756113568,,0.413801886,
Mosaic of Agriculture and Pasture,26866.199286003997,0.171289709,137.27013530899998,1584.5423034379999,300.07716375200005,7.178608819999999,17411554.82604,77908.92691314699,19.612642357000002,1093.345711123,6193.559414359999,377422.85760219995,10139.336446880001,1120.1306275380002,15.866795075999999,10458.181150809998,3658.9451913260004
Natural Forest,991.533129645,0.087636359,1.6660201410000002,6654.622296787002,650.905770568,6.528558801,416026.54836519697,35708174.16069048,5.118154597,1571.0941938349995,2364.461074684,100657.95148985699,7212.080919396999,1782.8671791579998,1.906051691,474.867356327,13419.640805616
Non Observed,0.0,0.0,19.899243415,0.0,0.0,,18.475070172999995,2.656402294,312.359190349,1.191521369,21.724586552999998,1.286982074,4.850381377,0.0,0.327267994,9.290173468,0.0
Other Non Forest Natural Formation,0.970862818,0.0,89.54322516199998,5.69324942,,,2483.091516959,1149.0261551560002,0.51587146,124543.85631905,202.58680099,394.279833154,107.47045263199999,0.761455957,11.301294214,161.764559887,0.8300362059999999
Other Non Vegetated Area,115.76697589500002,0.247583685,107.634965792,9.964089619,4.6564724,1.5727800109999999,7573.7211032099995,264.2607419099999,39.453278897,392.901176484,191443.9613283,6798.515652394998,351.08977695699997,204.86305814899998,0.7601871639999999,10136.143991844,7.098790361999999
Pasture,2043.0289760449998,0.0,163.00546447200003,3615.708950774,2172.529928584,2.8508523009999998,208492.28204350002,27966.895571856996,2.9323806459999995,2013.068200421,1358.1832663589998,40077158.616737,644.791587708,540.6151129450001,1.110118646,4209.563000192999,1237.863129688
"River, Lake and Ocean",0.767504261,0.247535675,18.341529444000003,0.9358412290000001,0.0,0.421035406,89.85464294499998,31.451250889999994,3.8992106630000007,32.843874157,81.78358560599999,60.870510765999995,1665234.1559350002,0.167986572,7.279992163999999,101.64923126099998,16.365044173
Rocky outcrop,0.0,,0.0,0.5909282229999999,,3.948428375,233.14716796699997,170.595755234,0.0,1.866111548,143.27417005200002,290.42688118499996,1.286734534,130906.50879300002,,0.258377838,
Salt flat,0.0,0.08783526,0.08786449,0.0,,,8.049894649,3.996154021,0.821534906,0.523959692,0.8681496040000001,0.084848193,4.873363599000001,,9266.370190180001,0.408069471,0.0
Urban Infrastructure,0.0,0.0,12.797773444,0.0,0.0,0.666831495,3.643971593,0.251061902,2.037740607,0.0,1.84392296,1.655602771,0.664308331,0.0,0.565954932,844392.0859446101,0.0
Wetland,0.0,,0.524421893,0.0,0.0,,2004.43708515,849.930456418,0.0,0.083004938,6.2961173939999995,386.33596623200003,559.0683178539999,,0.0,0.0,354182.31726210006
