,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,17121795.480448674,2.312740741,2.756773108,9463.201455658002,89.31684140000002,0.16590338799999998,101875.353830517,3244.026470599,0.334075293,36.693036688,381.572784858,52410.81707543101,302.73156089699995,0.16743027300000002,0.0,2471.5335728259997,86.87231314099999
Aquaculture,4.697848779,8558.547068970001,0.0,4.4637488460000005,,,177.70416678200002,1.511189423,0.0,5.739944989,5.283148639,19.061963941,91.297879933,,1.677282794,1.8212032169999999,
Beach and Dune,1.421482556,0.0,65935.0333802,0.084392938,,,340.238885839,0.0,39.366838752999996,77.763604022,125.21654203499999,73.346551428,21.424709539,0.0,0.35020352200000004,105.57990334799997,0.0
Forest Plantation,1439.6557318950001,0.0,0.16974999400000002,3658061.462558937,6.941484698,0.815704566,1228.052899691,6306.664882098001,0.079488184,0.253067944,7.1927648379999995,402.084999688,9.622687012,0.675538202,0.0,184.72726801499996,0.0
Grassland,440.9954005360001,,,495.416006081,1090661.2345278598,0.0,8921.787492898,2825.8863086600004,0.0,,148.04328744,896.452135749,152.45377236000002,,,4.987403132000001,0.0
Mining,0.07961723,0.0,,0.2525,0.0,22554.0292414,4.614273492,0.92091162,,,19.025313978999996,0.509248822,7.968299200999999,1.010624805,,24.810774152999997,
Mosaic of Agriculture and Pasture,364945.28512136097,30.566654401999998,133.16983471799998,9385.800508537,354.733143364,26.1888377,17273710.76635,88251.584450436,18.839639087000002,863.790215832,3014.554944678,145806.030409,3581.6923796440005,477.658856123,22.288818696,8635.726148427,2955.6365021909996
Natural Forest,4354.297384566999,0.25395999199999997,0.0,27233.361016578005,395.655395719,19.681407462,89070.70778042599,33213765.190763235,9.49291349,399.4031744820001,887.1081100879996,33190.18337850899,2220.167263298,398.01219210200003,4.6597072630000005,397.390348741,1733.2846914280003
Non Observed,0.08047125200000001,0.0,14.381369911,0.07948646200000001,0.0,,40.32508227299999,7.752507262000001,347.731121331,0.34773879399999996,29.445849242,4.427162621,11.746812634999998,0.0,1.769202612,9.697430132999997,0.0
Other Non Forest Natural Formation,2.411542797,6.129214526999999,123.575265391,0.987766681,,,1053.854942879,183.30158468100004,0.25368481499999995,108504.23982506101,99.52109582899999,501.4168241299999,37.193093538,17.025477272000003,1.8098445619999999,2.303460486,0.41541556399999996
Other Non Vegetated Area,44.380620459,7.347767962999999,108.055621039,62.746103813000005,8.895419842999999,2.939287616,3014.7123133299992,208.01666693100006,31.435765948000004,231.746664186,116074.1325156,1335.349065513,441.7643991440001,129.789991915,1.9705171439999998,1198.7166714319999,6.725776660999999
Pasture,158186.78426359803,0.349343219,89.14278173000001,6644.936681658,664.0434077840001,14.898381527000002,549577.4274752,18762.222979105,4.037201886,613.299369066,1194.5835710320005,31861232.398020003,505.35061874299987,382.72161150600004,0.43455787999999995,3163.98943366,170.294385194
"River, Lake and Ocean",116.94700487099999,167.360168779,87.35940688299999,16.993007154000004,1.652044592,1.093994812,558.153457686,392.657870441,11.990957440999999,39.574443087999995,305.228219416,51.132125170999984,2065550.367287,1.51722995,13.891451958999998,18.928316955,141.421612713
Rocky outcrop,3.11643103,,0.0,43.944957394,,4.704809033,446.990958347,420.710006952,0.0,4.836784827,58.182152938,211.694263449,0.251657678,178029.535156,,72.58122786,
Salt flat,0.0,1.848613715,0.087230133,0.0,,,39.435654471999996,4.530896369000001,0.916705079,14.066330552,10.517366089,0.348350482,34.247198219,,10096.07907965,7.387682892000001,1.226159008
Urban Infrastructure,0.5789111330000001,0.672386328,35.389825789,0.08268649900000001,0.079295801,8.479783313,15.401757208000001,2.25845716,5.828473762,0.171156757,2.824508795,5.830476881999999,2.290430738,0.0,8.479432793,1750000.4272065,0.0
Wetland,100.82810271599999,,0.0,0.0,0.0,,2081.8865157399996,1136.434805347,0.0,0.166110907,2.849008154,274.739183764,131.89173035599998,,0.0,0.167438599,371210.6982295
