,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9068006.304310564,168.683391032,11.619001305,114014.51494264,658.314129098,61.518013025,363271.19758944394,76884.793507712,0.176681482,122.372421739,5048.939469956,245094.491824486,5827.024223775,2.499484167,0.528923121,110548.14688725,35.236998408000005
Aquaculture,0.087633734,2210.418557762,1.045053864,0.0,,,1.045459491,22.286883342,0.174176251,0.0,63.773174395,0.257228406,751.0806542099999,,1.581253088,42.425783493000004,
Beach and Dune,381.377922321,0.0,63312.033003100005,9.890186224999999,,,5201.192868122,43.594619455,81.685399765,1230.144130523,2082.9727256110004,3477.9451624619996,537.772290584,0.0,0.8809898500000001,2855.5102319800003,0.7555857300000001
Forest Plantation,41140.853544914,8.674777612,6.372307739,1077509.1601097232,10.979781738,67.563533291,432.61082633599995,2270.4748980390004,0.0,0.5013816759999999,9.115272857999999,1027.877676811,7.425604223000001,0.0,0.0,1806.33636939,0.49705755
Grassland,306507.929639311,,,132724.032458186,1083600.7228834732,0.157637561,8359.199550306,18838.86839645,0.0,,386.200692705,12481.416245493998,1169.814248434,,,1822.6347560960003,0.0
Mining,42.485043747000006,3.811882007,,5.72194516,0.709479236,19512.573937049998,513.833547596,81.691568805,,,86.799610031,234.410713352,176.827758174,93.64033620000001,,1166.665507928,
Mosaic of Agriculture and Pasture,2375018.7252882957,2311.424670678,1223.457809065,304173.07333868707,1580.924917424,1156.303392562,11143696.93122,837904.9532638522,60.433846703,3408.96816657,9380.99593807,2586770.9945219993,77464.321678,12419.8237744,443.740616512,372484.05817306,11073.55191152
Natural Forest,942838.7817753531,779.061095523,167.280188806,935950.4010366991,4216.229658218,3416.116500697,959463.7525618231,30873769.178780016,42.030650895,1882.7810632080007,4705.177567208,2481328.391069624,130804.60684188001,8581.249378548,264.29145889100005,99029.54529916901,44360.98702498699
Non Observed,0.42676668100000004,0.0,52.708216695,0.31784975,0.0,,43.918786080000004,16.849932647,114.015978233,0.089014001,55.00603031999999,4.383131506,33.694598196,0.0,1.371825257,51.673878508,0.0
Other Non Forest Natural Formation,769.269565706,229.936164532,388.937553688,286.132971295,,,4069.863367674,4562.917816201,1.785811048,106652.1635267,2414.323703562,8608.640995001997,1688.3749768589998,32.359497056,303.217875836,1252.746927115,0.49811731600000003
Other Non Vegetated Area,8491.219953263,77.428645486,1372.2562010940003,1981.7990344920006,99.68297627300001,46.22772415,13094.73228626,2818.0240547620006,118.05706648900001,570.667674705,130209.4314348,17963.354841450004,2153.283258632,1067.0162121500002,76.984887611,64677.870768849985,38.620592471
Pasture,6648812.432237309,1282.2924740780002,1693.215192757,981340.04988511,3333.301263329,822.383376846,4890267.9990289,1802525.4808467512,1.711030036,13568.498532356001,16559.645036044003,25529296.96681301,100998.465283965,5467.08078573,55.73890636899999,317756.690733769,30367.283690339
"River, Lake and Ocean",2774.527117054,857.6482582999998,791.5482821180001,421.313177868,0.078191888,151.06345754800003,135.638380437,1817.5401089900001,60.810792831,2.273710565,2720.3936382459997,49.754732690999994,1634193.9674159999,0.086007825,264.515416903,2198.803229428,2.08049168
Rocky outcrop,17.326395088,,0.0,77.28428079000001,,522.9229647,495.79553657800005,1047.6982552119998,0.08399271900000001,8.643920411000002,798.491629443,576.775821473,46.419587747,116875.46065099999,,537.653825566,
Salt flat,0.529451117,27.657336153000003,6.904441760999999,0.31867424899999997,,,154.11011283800002,517.0657353949999,2.967315137,21.846000787,16.209940532999997,6.248233954,119.726609108,,8073.76275858,133.22194357,0.0
Urban Infrastructure,0.0,15.830180497,151.012723873,0.0,0.0,5.505892249,0.502186053,11.036439270000002,6.997396985,0.0,0.0,0.0,0.671154865,0.0,12.376148767,780397.84745809,0.0
Wetland,1482.9926324859998,,0.502513165,6.163764478,0.0,,17859.730639849,21564.236359152997,0.0,4.31604472,62.040695847,23470.866514899997,40336.86258023,,32.65034896,173.945733436,256874.6360878
