,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,16127613.78006168,0.531671429,1.946045301,11896.688224298998,156.61199756899998,0.159228583,78536.54850983799,2470.0679628209996,0.337503821,24.750503379999998,241.942056629,61842.155247979994,518.708901023,0.827615436,0.0,1497.7420616129998,273.20661888099994
Aquaculture,0.44370269799999995,8137.14239792,0.0,0.0,,,46.13991437599999,3.8107489500000002,0.0,7.247231085,4.347989654999999,0.258691333,96.893406079,,43.556086597,0.659625666,
Beach and Dune,7.652444256,0.0,63674.90377620001,0.0,,,150.85292658199998,0.0,25.328301721000003,54.751906494,102.21138154199998,108.581944885,56.559544807,0.0,0.17763240400000002,34.584573047000006,0.087398486
Forest Plantation,1632.0495602370002,0.252665216,0.33762235700000004,3054666.5830440745,4.491175079,2.7947210270000005,1134.66984114,4583.932820113999,0.079483026,2.1608863289999998,1.7326551760000002,192.095377489,1.607458862,0.333390265,0.0,70.236391845,0.249120746
Grassland,442.888177061,,,3430.2078024099997,1164103.998927879,0.157635986,5821.889933306,3074.3056543,0.0,,292.943218852,1241.3196657099998,11.886853665,,,15.893698354999998,0.0
Mining,0.083700964,0.0,,5.723348059,0.0,22288.592774700002,9.076887810999999,5.875025214,,,85.318053533,2.368910516,11.713908252,3.2786393069999997,,48.731658677000006,
Mosaic of Agriculture and Pasture,300293.09731123,122.20281244499999,606.734714201,20564.508787241,365.237102221,13.943422889999999,17494571.75537,101115.172282721,20.89517685,1182.018846708,3124.7375382450005,154670.437996,2913.6142695519998,453.900863626,17.972251776,7981.931940944001,3202.4577113719993
Natural Forest,2832.2918730219994,23.21968289,0.177775574,35566.539568297994,401.24141873900004,88.10587584700001,82663.12479700801,32982332.583527386,8.010091943,782.7487463410001,732.199979696,25515.813893229995,1399.8956319590002,613.7910233169999,1.780553064,281.64327319200004,3425.654853317
Non Observed,0.249295386,0.0,26.073381389,0.0,0.0,,29.258621111999997,8.079564813000001,348.36506298899997,0.8399246090000001,25.169680658999997,2.3191411189999998,12.673188354,0.0,1.039841815,8.085269684,0.0
Other Non Forest Natural Formation,3.524426081,1.1298343259999999,67.532659529,1.349663612,,,1134.1249614219998,291.22889702300006,0.259526245,113401.413157758,235.47667400300003,407.841017792,95.87868572199999,9.561111304,17.978343031999998,2.338151421,0.0
Other Non Vegetated Area,72.89673397499999,25.703830155000002,263.764127121,292.92594657300003,6.388839874,0.749229645,4074.929816727,462.875907686,36.026074622,151.580098676,122209.19961810001,963.924220661,215.62651132399995,94.21556956,6.420125757,2301.5917165879996,1.1611428469999998
Pasture,49925.95039431599,0.990113128,179.54235791,17424.663816329,601.94196548,13.061672398,360003.42358590005,21864.03011549201,2.840404748,837.742340199,1259.85680791,33846252.11697,431.66714886899996,223.42844862799998,0.696863037,2318.226460835,231.05169733600002
"River, Lake and Ocean",31.778989434999996,101.53819774499999,23.300681859,83.498219408,1.885561774,15.477806831,411.428179214,248.588695525,17.390068336,32.596915102,238.84841777399998,71.72998344300001,2048888.9669879999,0.341039533,20.599994195,19.965793397000002,111.477171451
Rocky outcrop,0.250841229,,0.0,273.050933996,,13.29464124,299.041879731,668.3036116280001,0.0,4.508406739,89.580243693,404.35017917199997,1.857641431,181383.900756,,0.587941912,
Salt flat,0.0,1.322369007,0.262036676,0.0,,,18.702174682999996,3.6126204769999997,2.1846683159999998,4.544358978,6.072916601999999,0.08775631099999999,17.270992602999996,,10464.59253333,5.9251526850000005,0.611653027
Urban Infrastructure,2.155546399,0.907421845,88.45601703799998,0.0,0.0,2.641478063,13.457667992000001,1.829060499,8.289833844,0.424178717,2.713899359,3.283919348,1.8442012520000002,0.251696484,12.143012756000001,1647417.0919178003,0.0
Wetland,84.20439602100001,,0.0,0.8258009519999999,0.0,,2209.174115252,2364.689970931,0.0,0.91340946,29.028097622,213.97765991299997,214.99789698700002,,0.087420264,0.661233142,361734.9648515
