,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,11598809.975205887,7.345425378,0.17712322400000002,533.3426558330001,281.52743436000003,0.16136547299999998,58833.38229488601,1065.5723220049995,0.33783377800000003,33.261210825,91.796108118,38630.004307723,144.863285366,0.991179846,0.0,744.2558903510001,63.374111252999995
Aquaculture,0.0,6275.550249000001,0.0,0.0,,,8.473366315,0.0,0.0,0.43527119799999997,0.08250900900000001,0.0,18.385906747,,0.0,0.0,
Beach and Dune,0.267013879,0.0,68362.1649282,0.0,,,208.334697957,0.0,23.870386511000003,91.2366034,108.271879581,10.747013548999998,17.314467370000003,0.0,0.261812872,39.038530976,0.0
Forest Plantation,3269.5496997520004,0.08422020300000001,0.168786145,1874728.3486092999,5.752780975,0.588545148,1583.0561129629998,7101.872986437,0.0,4.966936914,30.486754555,1573.1351947069998,5.246881531,0.8311617130000001,0.0,47.351713849,1.814938611
Grassland,3898.207981786001,,,892.323456861,1375074.633373104,0.0,5076.136414151,2408.0717203209997,0.0,,161.05756983499998,2658.564342085,30.103766481,,,7.056664459,0.0
Mining,0.0,0.0,,0.168335767,0.0,22793.2790265,4.936189360999999,1.094373938,,,5.1084737669999996,2.597475825,0.8199611139999999,3.699875922,,6.867480481,
Mosaic of Agriculture and Pasture,304340.40056118695,118.82549906500002,114.17157721800001,8365.855671228,659.097332825,21.565544621999997,17159830.03078,75884.21819090002,31.673187776,656.1830466890001,3810.0054917600005,147018.866642,3269.506030215,446.752782122,20.067341075999998,7693.100530517,2555.6415478100002
Natural Forest,985.5838335299998,0.8802992430000001,5.320753204000001,11567.465095727,408.437175535,75.26642486,119681.36519983296,32756705.918798897,8.400787976,258.2113552340001,909.661789521,25787.202882408998,4724.100686391,969.671241485,8.348122808,253.255221391,3534.0490965680006
Non Observed,0.088240851,0.0,28.312481824,0.079487036,0.0,,20.370394459000003,5.913600865,343.966800006,0.33805269800000004,42.869548449,2.246069709,9.773028955000001,0.0,3.7768446300000003,8.859981353,0.087404773
Other Non Forest Natural Formation,14.491913264,24.377366741,116.40482020600001,4.771260254,,,967.021302706,226.175916734,0.773930359,110549.002731053,302.20467233700003,539.602785745,382.74851006099993,3.66042685,10.430426758,5.404997401000001,0.0
Other Non Vegetated Area,130.20114215299998,12.826979009,186.06311957000003,19.705154040999997,3.609879321,0.41822597100000003,2614.7428917909997,136.809393652,39.153728085,237.59244926500003,130969.8484486,1038.695949066,560.909324052,130.166144731,2.847168848,1414.787006425,4.8269900450000005
Pasture,53989.37984369099,1.4465304749999999,87.93058940099999,13992.783131415,2579.5055934200004,64.856704854,385104.9408606,16563.794168984998,3.473387122,735.0110834,2050.6839691530004,40231574.802499995,702.085867584,238.267395442,0.26670213,2372.3545843,1140.47812017
"River, Lake and Ocean",146.23353382499997,204.23189605199997,25.097496839999998,1.595786731,3.711142926,5.521904681,291.74157823999997,329.227862665,16.481634979,38.270214925000005,204.15122750600003,14.404862744,1985563.8120080002,0.6851285640000001,52.658512222,38.126350269999996,64.208314769
Rocky outcrop,0.66695979,,0.0,10.957237563,,16.46575198,508.36771795900006,355.9300443270001,0.335970581,2.9364511170000003,59.290937471,345.756393118,0.334817492,171298.129678,,4.695007416,
Salt flat,0.176388416,5.248234644,0.435841937,0.0,,,28.568439652,1.573196729,1.44455448,6.153738306,12.667020367000001,2.961260168,12.178880915999999,,9024.033136920001,2.947240838,0.08746492300000001
Urban Infrastructure,0.98394267,0.329923321,70.588494572,0.41149738799999996,0.0,1.5912729239999999,11.419492207000001,1.5866626650000002,5.885717511,0.255273578,5.038983922000001,6.00234159,0.919504383,0.0,3.31615788,1437414.2083352,0.0
Wetland,23.864446502,,0.0,0.413926831,0.0,,2491.482633343,3813.1069068719994,0.087410175,0.083082794,18.432225782,285.329198358,3099.395481879,,7.610856091,0.415017419,361200.6707719
