,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,20039025.344745852,67.865120935,3.194589508,5649.598691112999,0.94798902,0.082202588,36.218767883000005,7.129325183,0.26493645000000005,0.087864185,0.9058106550000001,14.357700569999999,0.17619126000000002,0.0,0.789682751,763.782824591,0.0
Aquaculture,0.0,8591.823114286,0.0,0.0,,,1.8323723569999997,0.08886105300000001,0.0,0.870595557,0.08861203599999999,0.174155859,7.512025384,,3.1705899110000004,0.0,
Beach and Dune,16.354602209,0.0,61751.1327243,0.507267169,,,421.543883231,0.164830774,7.855622424000001,47.586746309999995,145.81397971199996,183.94764399399998,137.332954827,0.0,0.0,36.592981362,0.0
Forest Plantation,16611.284919509002,6.569308545,11.07133754,4203410.374784639,4.005688654,0.0,1480.7902248829998,2952.494451405,0.0,0.41790869199999997,1.086717707,105.56405249700002,0.16870227699999998,1.013372443,0.0,71.423092553,0.417480585
Grassland,2544.6453915020006,,,169.48604214099998,1016547.290864668,0.0,766.7008087300001,404.57398088,0.0,,8.358651264,1898.5975943600001,1.4212079220000002,,,0.317242896,0.0
Mining,5.307186652,0.08864833400000001,,0.999402417,0.0,27005.627621499996,21.956088982999997,6.475952082,,,11.990043054,6.491615693,8.130384643,1.428648602,,44.858620349,
Mosaic of Agriculture and Pasture,283514.81495953206,67.725761076,25.143779761,7082.912133858001,182.540403557,0.7468623230000001,17015758.801880002,26276.956197637996,13.246971039,415.452847557,834.3677524770001,19357.10031481,253.081432848,105.505456168,27.200175494,2530.141939625,720.560588007
Natural Forest,1096.0035068870002,0.0,0.0,19278.979858797004,191.511405283,0.084060345,97936.63019803897,33287172.856293466,3.7131027770000005,344.007776353,209.28819862400002,2367.490239418,176.57654855799998,247.451178026,4.965949383000001,24.988165169000002,1557.35169091
Non Observed,15.689645592000002,0.248981549,35.39357489,1022.5703013850001,0.15779484300000002,,362.529472398,99.98607588100002,8602.66713375,0.946820904,15.118047008999998,53.29484931000001,18.779269365999998,0.0,0.9239547770000001,8.199418597,1.492178442
Other Non Forest Natural Formation,0.254316284,4.968534430000001,8.871843574,28.682282393999998,,,2990.637409695,1265.4750051939998,0.170561401,116076.39893274498,714.7815668009999,19.542082118,66.802548179,3.1437782710000004,15.973764825,5.331871124,0.332042877
Other Non Vegetated Area,209.471183466,13.457229924999998,181.25007942599999,93.91954208699998,8.329643206,0.666496491,1457.412299941,30.70918712900001,47.01458952399999,11.782209260000002,163036.2913127,423.96251454,30.140669631,154.010963935,3.1465685779999997,1217.136651055,2.558565771
Pasture,31907.087928886,9.3998479,67.858004092,895.806716901,198.404840515,0.17100559699999998,20026.893745600002,3046.3252661089996,1.559349445,213.24983126100003,689.4674747370002,29533797.790450003,11.590274567999998,143.238814755,4.385398645,1039.779819568,4.734830707
"River, Lake and Ocean",103.47173047299998,356.83682475899997,4.827280835000001,51.703367985,2.127646496,0.49389281,669.5514670759999,845.659712747,8.62627843,33.901515693,144.368830335,13.582767803000001,2076493.570652,2.450081055,33.586538452,7.279396875,132.662923223
Rocky outcrop,0.0,,0.0,60.985056031999996,,0.420308929,986.9401721,551.579588328,0.0,17.442799508,249.616079958,692.154474733,4.24408349,188560.835316228,,1.013096442,
Salt flat,0.0,5.987597047,1.894682567,0.0,,,11.614376537,2.044743494,1.02267456,1.65618205,6.3701503719999995,0.26269445199999997,25.117879099,,9934.90465149,33.198852386,0.0
Urban Infrastructure,1.1565520009999999,3.96091192,115.40431497600002,0.0,0.0,0.08420637800000001,11.254532033,1.08230766,8.589984651,0.087239124,2.246241485,3.723817762,0.509196448,0.0,15.193243929,1939945.9403722999,0.0
Wetland,185.57445721300002,,0.0,0.0,0.0,,8239.257119029,7123.825329475,0.0,0.830099939,17.80214056,126.624844308,144.152673786,,30.20027787,0.0,370722.1963126
