,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,14088667.403919809,0.7489629950000001,0.7120663509999999,4221.766061941,135.39091368700002,0.890771967,64698.95062315399,1302.5882395180001,0.088255975,1.3216462770000001,267.30994924799995,36045.813095406,163.99784652300002,14.86509177,0.087950537,1300.6861443730002,54.752331225999995
Aquaculture,0.0,7820.857273289999,0.0,0.0,,,2.00406361,0.087046338,0.0,0.087052014,0.088606097,0.0,4.949941517,,0.796726147,0.0,
Beach and Dune,0.8007854059999999,0.0,60027.50668240001,0.16880288100000002,,,128.15636166200002,0.07884348099999999,14.330232763999998,35.083462413,95.66045100999999,70.55992241599998,5.064910272,0.0,0.0,41.985131052,0.0
Forest Plantation,2648.1428058919996,0.0,0.084392798,2410834.3942804947,9.869204724,0.328325,873.232082283,3627.335394903,0.07948761,3.715388458,11.080951208,200.84921400300001,2.487286334,0.086190924,0.0,31.366099288999997,4.574785242
Grassland,705.7770059960001,,,2111.808571107,1248279.4990213509,0.0,1191.311260797,4747.059581059,0.0,,30.849161277999997,1443.9432454819998,27.46593318,,,1.741180213,0.077807922
Mining,0.0,0.0,,0.0,0.0,23111.0254821,9.306046064,0.420320172,,,8.626724743,2.035732409,1.093503217,2.268633948,,16.427030951,
Mosaic of Agriculture and Pasture,568136.0592484581,58.576877064,161.387510159,19505.381395133,482.325525853,10.035109242000003,17592441.089139998,96849.51488117802,30.583150329,939.6713160400001,2631.9350995880004,126746.8514106,3781.014967893,425.715290456,9.535782167,7916.794443309999,2650.994704193
Natural Forest,2327.774671228,10.851348954999999,0.177662811,21359.480034608,1289.841339663,38.144543625999994,82402.58527776002,32808019.448913302,8.915258570000002,384.20345271499997,592.395069902,17994.469932456,1386.9859542340005,1051.619542247,1.4614780399999998,221.21988040399998,1649.2565929550005
Non Observed,0.264621863,0.0,42.08369801900001,0.0,0.0,,16.821865949,6.388003204,347.94348975799994,0.087030884,34.541921773999995,1.997583514,7.602928778000001,0.0,0.9471179989999999,8.365825415,0.0
Other Non Forest Natural Formation,34.00241648,15.39687935,55.62730215399999,25.154041895000002,,,846.38039061,300.619572749,0.59825362,111302.88364289698,308.57405940599995,156.520365303,37.098539803,0.76057597,2.5018590690000004,14.720180991,2.824889868
Other Non Vegetated Area,173.354084954,55.17966797900001,225.932108289,104.202577948,35.27172216,0.33644443399999996,2565.4836360010004,408.53683527600003,37.628221119,818.5112145310001,129030.51840770003,1441.1193562400003,214.703962414,331.024141524,1.9497656739999998,2103.908164561,11.613984897999998
Pasture,120756.593520285,1.468450848,75.674233001,13183.182807072999,1114.2385341390002,3.7378902230000004,566777.063888,15985.925276345,3.272384814,1266.89307016,2087.5463966069997,36195954.00744,578.0432201629999,195.29915963500002,0.173395489,2306.9667197060003,561.537317961
"River, Lake and Ocean",81.09759624400002,77.083278569,53.561950409,11.111715619000002,2.053884027,3.691273791,299.113754478,176.544869394,14.414965256999999,51.293120624000004,385.27094458100004,10.082947003,2034510.937124,0.588221729,26.219462616999998,89.582898106,32.559493624000005
Rocky outcrop,0.0,,0.0,178.548599269,,6.043168737999999,362.610962476,410.29919079700005,0.0,3.0380766230000003,82.487871488,264.08662093799995,3.280279877,175194.85965400003,,8.488022668,
Salt flat,0.088856323,1.952919537,0.953770538,0.0,,,38.138919083,12.369902302000002,2.409601117,23.786055388999998,6.6159283559999995,0.0,30.368670307000002,,9454.76781132,2.8587169990000003,5.2518945189999995
Urban Infrastructure,1.247864179,0.165008533,60.972066149999996,0.0,0.078263428,2.0595236630000002,12.625053265999998,1.489977721,10.742539661000002,0.17250575,4.347340987,3.1931251449999998,1.155533564,0.0,5.151590658,1559459.3725685002,0.0
Wetland,200.962368315,,0.0,4.68366698,0.0,,2156.9612679579996,2371.0788414119997,0.0,0.166112451,8.877744726,277.418111773,570.242087857,,0.0,0.415597589,370352.8367958999
