,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9925594.895514317,0.622047974,1.332174432,1799.4480783679996,382.97457278,0.32309845,60575.734783850006,3228.9212592989993,0.167566027,1.783304523,176.923921215,64304.11661702499,170.79248970400002,0.0,0.35317179600000004,1857.7538729419998,64.204166728
Aquaculture,0.0,4079.1673887530005,0.0,0.0,,,1.170681482,0.165067621,0.0,0.34829132100000004,0.49502052,0.087638165,232.519533886,,0.6112845880000001,0.0,
Beach and Dune,0.088918573,0.0,81668.1236154,3.460121252,,,111.67705294999999,0.159609106,19.536097181000002,47.308376818999996,426.977132728,65.72463288,4.920806280999999,0.25346339100000004,0.175927216,51.503666094,0.0
Forest Plantation,160.65096080600003,0.505322058,0.084410767,1251139.4889306,5.298407409,0.084035956,1208.966808392,2555.4129361120004,0.0,0.41493956299999996,34.492405198,317.447152298,0.6706634890000001,0.08478114,0.0,13.620961675999999,63.318213646
Grassland,14.274556319,,,196.88122602299998,1523843.893487826,0.0,1660.503528709,1744.3627232350002,0.0,,21.255621977,4402.484644683999,6.735118103,,,2.839365503,0.0
Mining,0.0,0.0,,0.084340924,0.0,22708.194824000002,1.999958179,0.923438996,,,1.5873932430000002,1.248776501,0.083882153,2.604475842,,1.571995611,
Mosaic of Agriculture and Pasture,220744.17205756003,27.851158327999997,180.471436186,12734.816801799,398.155981678,8.617447559,17372233.587520003,114879.513589758,20.686079156999998,984.221831877,3961.318673876001,248161.4045203,28988.652903595997,339.494769636,58.793004336,8420.699850125999,1778.5576640010001
Natural Forest,1379.0254300790002,5.0986995429999995,16.415280678000002,49169.76700193399,991.6667072969999,16.719558485999997,164262.272085782,33742535.29966044,6.328338733000001,646.475700478,1755.3570240920003,44981.10788175499,6410.126690034999,506.97322527200004,6.436584099999999,473.40383066699997,6273.491985561001
Non Observed,0.0,0.0,41.31281040100001,0.0,0.0,,22.003552355,9.153330017,310.731706848,0.0,23.536395594,2.843472962,4.354825275,0.0,1.9533564570000002,9.556985046,0.0
Other Non Forest Natural Formation,1.2543487549999999,0.17415512100000002,42.060179212,2.717714239,,,1313.7866340320002,479.07753065900005,1.1991215880000001,116463.31006671698,254.026388055,2278.1375984809997,59.254214526999995,2.29775556,13.395914794000001,15.441806204999999,0.083019153
Other Non Vegetated Area,48.843663818,12.283466543000001,122.94130270400001,102.02940374800001,1.73093667,2.930649786,4847.176476709999,161.632091381,44.979287197000005,245.585781896,145397.9006849,2861.2098806820004,522.717111408,38.800943762,4.107281335999999,3034.501968081,6.85037904
Pasture,48944.57633228999,0.257883192,263.618805337,26189.444477643003,2975.033513229,4.8204190680000005,249204.85943920002,21751.512223121004,1.105201154,240.71342107899997,1764.2135953399998,41674532.30515,20197.315098355,304.75280825699997,0.437051654,2201.300748786,484.5548793490001
"River, Lake and Ocean",51.436302225,91.02506047700001,60.111644335,37.046998686,0.15706394699999998,0.163035736,151.657052813,248.32138040599997,11.033395141,23.779270578,86.00312348099999,38.389717297000004,1713656.009928,0.0,39.724694025999995,9.113541168000001,24.857831469000004
Rocky outcrop,0.0,,0.0,40.503730350999994,,2.940461963,414.00207740200005,433.162640228,0.0,1.951205487,47.881383435,401.389239653,4.739461841,149877.77015300002,,9.748357159,
Salt flat,0.087929034,0.177912268,0.43509861399999994,0.0,,,38.268324843,1.9262696959999999,1.474946496,10.65717981,8.675050202,0.350235388,10.112868239,,10420.50000869,1.9660993109999998,0.08739534300000001
Urban Infrastructure,0.491373858,0.335215674,20.078599907999997,0.0,0.0,1.09192143,9.722498365,0.5869711919999999,3.176828454,0.0,2.841959376,3.1283363260000003,1.919316851,0.0,2.912024732,1039926.2175221998,0.0
Wetland,584.876509481,,0.0,59.13593147,0.0,,4613.560364599999,1961.69063956,0.0,0.331969775,10.892660841,1053.6133948810002,1106.038618613,,0.26368063399999997,0.41558316700000003,414153.3022276
