,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,8835817.438202713,1.777294177,4.447449163,24397.926027916,2211.735769683,13.89569677,643159.3159267349,38716.632142683,0.0,134.638454921,2463.550114619,482931.3862653291,2568.6972353280003,0.0,0.707184888,25487.090884721,251.10775418699998
Aquaculture,0.0,3426.6361847130006,0.0,0.0,,,23.877250779,0.956212831,0.0,0.34843848299999997,17.711061305,0.345055493,840.2972646799999,,1.229956738,3.1634817319999997,
Beach and Dune,10.719383026,0.0,72181.1446875,0.0,,,2831.375171982,1.0428563290000001,67.97485357899998,1020.9961374110001,1488.812686127,3744.684066306,200.81678755899998,0.0,3.1611580870000004,847.7707143670001,1.4109151430000002
Forest Plantation,8225.557276472,0.58953877,0.760764581,1225678.4683716,43.381064859999995,21.858907928,3685.97639878,12920.371509085,0.08562005,9.727242847,29.641134594000004,4488.35068442,52.012476919,1.331030664,0.0,247.26713691600003,95.16172980099999
Grassland,53950.532108281,,,9266.902020640999,1418777.261629019,0.0,18594.659762819,10184.765679269001,0.0,,155.497151008,20080.347494797,422.0512273349999,,,461.2131812,0.0
Mining,0.162091064,0.0,,0.25250042100000003,0.0,22396.0678089,28.326711944,3.6157524600000004,,,120.56471287299998,47.635216289,13.71521005,49.55803395,,58.401043775000005,
Mosaic of Agriculture and Pasture,1176341.291212124,376.33629023899994,1034.922730517,74526.26135384399,2401.92826117,59.756723552000004,13618882.624909999,527626.2499939221,48.740981231,4094.553315164,7470.3770610500005,2414763.710656,59953.762459524,3720.4890904,288.55440655900003,109909.168321013,12422.287006830002
Natural Forest,122555.928181374,175.88289155299998,100.84313556900001,190469.075385611,4770.619295017,472.896571432,674391.4868243969,31874030.37913348,27.967617193,2049.339946307,2408.3893101649996,1071660.805117012,37321.01831511,2615.94080326,74.00741616299999,15465.339185591998,20846.046776109997
Non Observed,0.176680334,0.0,63.14408407,0.0,0.0,,47.27716993899999,17.171208473000004,172.87647991900005,0.431615509,59.86403193899999,5.9012993410000005,22.022515022,0.0,4.028682336,32.552668059999995,0.0
Other Non Forest Natural Formation,76.122999058,16.46008223,262.47325363,21.959128358999997,,,2144.816657545,1776.2078234520004,1.108782354,95227.629741587,1888.650072043,18852.120747247,454.54844492300003,21.923870994,43.763014067,134.03593376999999,4.395899207
Other Non Vegetated Area,491.72214084500007,19.473024671,666.1078693820001,235.86577353200002,17.751895126,2.770267468,10320.94344848,939.2877443960002,91.90192578000001,686.8143714449999,117858.6041779,11968.861434213999,1696.536195808,408.869431982,12.398208979,12017.330805873,20.982589904999998
Pasture,1095487.9121903186,444.99858906000003,319.910003411,119408.68023019,7501.04955254,181.237436813,2801249.548407,548540.9239592449,3.5791202200000005,2786.8036124339997,6538.7424700599995,37327808.026149996,45723.736788751994,812.8263968399999,35.396830652999995,80700.16262408301,11517.288590815
"River, Lake and Ocean",762.1971135070002,398.92647801300006,566.677647337,28.945763541,10.873929974,19.191711785,923.3213408939997,1310.05149003,39.57027655500001,139.67573274100005,822.0354611350001,242.48597990099998,1708497.7431479997,29.20926531,151.769624869,415.1479270769999,171.007277762
Rocky outcrop,0.166547046,,0.085205487,52.39808189,,47.68520241,793.2585087300001,958.593708291,0.0,6.923707751,688.0335678490002,1066.810575718,9.423453265,147519.89781599998,,90.81235867000001,
Salt flat,0.353659912,22.143129038,4.46285227,0.0,,,152.68305454300003,289.38913633600004,2.616095423,73.65383917700001,17.945767896,3.115544732,173.457931062,,9721.48973059,32.357652576,1.0509241950000001
Urban Infrastructure,0.584401959,2.400449334,205.326675157,0.0,0.0,2.1692569400000004,4.637018138,12.508783727,11.582276133,0.167993835,0.5726905889999999,2.698030889,2.570665649,0.16785249600000002,16.183933496,1039710.9325161999,0.0
Wetland,1752.121395168,,0.0,0.08296885400000001,0.0,,13013.70953718,9963.541549096999,0.0,0.581228516,83.773613874,19786.805627452995,49517.419591879996,,11.0298171,45.481194075,329369.5750272
