,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,11016622.979818655,0.088862146,0.0,4490.600159162,194.03748996299998,0.08069243200000001,89987.17574840599,2362.1125946899997,0.16889155299999997,47.981327354,224.803236744,57551.624689044,191.567033472,0.0,0.0,1496.685863503,20.027380294
Aquaculture,0.0,2289.7571465700003,0.0,0.0,,,1.556815882,0.088735309,0.0,0.087085736,0.252539862,0.0,13.864726696000002,,0.08889702099999999,0.0,
Beach and Dune,2.211120581,0.0,70246.77086630001,0.253437628,,,244.78242429600002,0.159462842,23.881676746999997,379.42402223,94.45103626800001,184.866276939,33.263161858000004,0.0,0.705662353,31.972514410000002,0.0
Forest Plantation,1231.102215677,0.58953877,0.253179224,1778919.4190723998,8.063803473,0.334498938,1377.59652065,5342.958561786,0.250660339,4.5687832340000005,4.427796557,1325.0840542459998,1.775114026,0.16955614,0.0,31.49994451,1.4129916809999998
Grassland,2946.0353167419994,,,787.550111395,1411884.5732721488,0.0,5698.061691074,2473.808223085,0.0,,43.046506217,5092.583195759999,45.250577811,,,1.499141198,0.0
Mining,0.0,0.0,,0.0,0.0,22751.373047600006,4.286983825,0.9999596669999998,,,7.476288837,2.605316676,0.5813804260000001,2.016343884,,3.010229822,
Mosaic of Agriculture and Pasture,333491.51355887594,179.195275853,68.988630696,5201.032132482,350.069442335,6.21279602,17316669.48117,87230.29031659402,36.18965152,1203.836871878,3679.2723874599997,230636.412089,4834.053020134,522.02268613,27.965931078000004,9395.572664931,3023.363090267
Natural Forest,2923.2185583059995,1.154952967,0.431763708,11112.972572642999,610.89913139,11.921761911,131709.35518508198,32944842.478903066,10.902493878,844.1369708990003,1105.1434852419998,53397.19975581999,5330.3546947119985,865.604285738,4.086366448,290.214626363,3255.792525388
Non Observed,0.088240253,0.0,22.758130064999996,0.0,0.0,,22.089088146999995,8.935971674,336.42983157500004,0.939452038,39.856904917,2.994548584,8.840998504999998,0.0,1.524459521,8.268848798000002,0.081839337
Other Non Forest Natural Formation,1.2267550050000002,2.52675993,40.209820441999995,10.830618116,,,1079.3457744260002,296.29807802,0.854161688,101846.529622145,251.07921777899998,1400.8510892020001,70.919119967,12.213540581999998,3.793513123,12.435928902,0.16604788199999998
Other Non Vegetated Area,539.185025887,11.858109771999999,184.23378193099998,26.707211022,5.5480515619999995,0.673461517,2447.7940634109996,107.57228025399998,33.30813642100001,252.09103898500004,115783.43168020002,2796.8133845089997,893.023896036,40.566786437000005,2.492752093,1805.2724831280002,25.068639700000002
Pasture,49181.010249608975,0.345352105,15.598515013,4452.150438747,2749.7835273520004,3.976335768,303135.25129419996,30127.076258223,2.226117547,657.3033971440001,1700.1856520420001,40555739.704399996,181.57741875999997,245.273614277,9.093148462,3341.844587165,460.13179536399997
"River, Lake and Ocean",338.901337415,2160.4747683269998,17.05318888,0.757111884,1.022545208,0.58199865,507.722708392,291.4124031689999,18.190677716,64.882736076,309.26220844900007,153.958940903,1915053.840721,3.433391913,18.681617103999997,26.33784539,384.687438777
Rocky outcrop,8.765986658,,0.0,9.700075903,,2.6882223689999996,290.60307209499996,291.097452043,0.083993433,8.184322967,60.378778712,191.265193771,4.309487379,158361.88855099998,,1.5195595270000002,
Salt flat,0.709495874,0.800539966,0.172296625,0.0,,,55.606643452,3.872885961,2.259504273,65.896208997,3.2495888180000003,0.601485089,19.017370506000002,,10309.741556,3.8041032469999996,5.688017041
Urban Infrastructure,0.6611115409999999,9.419972729,43.24276424799999,0.16422993800000002,0.0,2.5872331789999996,11.280107873999999,6.461219197,3.5957716370000004,0.336016449,4.476637256999999,3.8580573490000005,1.5921937860000002,0.0,3.5948167659999997,1353708.3983331,0.0
Wetland,598.45571675,,0.165990222,0.336490228,0.0,,5620.356132163001,2120.173386851,0.0,0.08308248900000001,13.237011706999999,895.1895874029998,3924.9060455430003,,0.0,0.413818512,377916.50539790007
