,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,13520609.380052017,31.60135236,1.067357782,6863.327755559,256.088823863,0.821471228,80952.898346429,3172.309456925999,0.352862116,6.445973803,301.53224021200003,55702.43596208,222.91563690700002,0.0,0.17587403000000001,458.124128885,78.251064172
Aquaculture,0.0,6831.33495535,0.0,0.0,,,35.696591197000004,6.195395874,0.0,0.174127631,0.165066956,0.087040656,95.322856194,,0.796102729,0.0,
Beach and Dune,0.622883051,0.0,60509.6832954,0.33837625099999996,,,201.09731578800003,0.08290824599999999,31.583219250000006,52.836798738000006,201.08103501000002,95.79388004399999,13.561529303,0.0,0.0,64.915104434,0.0
Forest Plantation,3958.0074897189998,0.6737726620000001,0.16881975100000002,2236466.4182063984,9.547796302,0.5826401910000001,1107.7811717630002,3136.71691884,0.0,1.238736114,3.9075760319999997,178.853948652,0.58108775,0.16699877300000002,0.0,17.405443653000003,11.37211549
Grassland,1192.9600848310001,,,3176.1446473409997,1271023.823369623,0.07881395299999999,3900.9231025560002,3441.7580477990005,0.0,,76.67257071,1807.1755575230002,102.941695759,,,8.518801568999999,0.0
Mining,0.161346259,0.0,,0.16624674,0.0,23039.449313999998,7.755460632,0.755285053,,,16.615364851,2.112218403,1.088934949,1.596295721,,8.129011506,
Mosaic of Agriculture and Pasture,449725.7733242691,104.215206857,393.066700503,18578.092712949998,384.094499993,3.926978686,17838001.7533,97047.20748510804,21.491486627,779.944399774,2690.6334291329995,172527.186472,1939.0925125539998,397.760350438,21.892400348000002,2964.18278675,2597.396750618
Natural Forest,1241.131759198,3.2602266479999997,0.6025317990000001,24793.109337185007,529.1114168250001,51.586780461,85766.85231176701,32680013.16003366,4.931723120999999,317.7384104190001,906.945120215,22182.331827733,6363.7863881719995,949.1006665510001,2.8350130250000003,200.555675475,2069.756287381
Non Observed,0.419804041,0.0,26.01409396,0.0,0.0,,28.555746906999996,8.630283784000001,354.65757271200005,0.5915133419999999,32.271068287999995,2.844036658,9.785135407999999,0.0,0.5840964650000001,9.396141576000002,0.0
Other Non Forest Natural Formation,10.976760865,6.389487237999999,48.163971817000004,22.358374098,,,1173.284308695,263.22987049600005,0.432188116,113420.224317952,354.38528316199995,711.8760060679998,74.23041301500001,1.611890307,22.154134391,4.238659355999999,0.332241705
Other Non Vegetated Area,170.828380019,24.486901592,139.338765034,172.136204514,9.831447119,1.091208307,5400.714334840999,394.51511834800004,30.885923827,194.17393788199996,134289.35777829998,1361.7142684640003,187.98938335500003,97.596761717,1.783996209,571.114177061,3.327254822
Pasture,54831.842067572004,15.994421294,85.436348588,23124.747503296996,1141.006754152,14.073038569,539361.4265596,23745.080312949,3.7254804200000002,500.769816931,1441.099119681,36922030.711370006,552.7469125470002,215.33602426,0.7873601560000001,1174.8895232,440.42722667699996
"River, Lake and Ocean",146.831799368,410.52616993299995,36.400630455999995,8.37036029,0.629342292,1.581480804,265.92225327999995,197.83753147899998,9.701330023,23.24054958,147.670541921,25.807202418,2024883.69732,0.083876105,36.566103408000004,34.453414239000004,100.33998013
Rocky outcrop,15.77352825,,0.0,38.561932065,,27.27880531,303.70954320600003,407.528170863,0.0,0.933130884,118.88014556200001,193.37876725399997,0.9215283320000001,173293.403319,,4.455930249,
Salt flat,0.0,3.9923850709999993,1.5679518860000001,0.0,,,15.034134601,4.796936156,1.9006368160000002,1.902935511,4.1393932609999995,0.344535309,14.8380995,,9211.74013776,3.017855261,0.174758813
Urban Infrastructure,1.146081933,0.412781445,46.913374735,0.16422993800000002,0.0,2.061847845,15.004125332,2.678125018,6.924404040000001,0.0,2.854292499,4.208010663,1.9994708429999999,0.0,3.391166224,1539968.1828063,0.0
Wetland,185.982613098,,0.170415338,0.0,0.0,,2746.55930775,1329.4266289000002,0.0,0.0,10.877545519,571.3414521,55.20827104000001,,4.289179602,0.0,369634.62870470004
