,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,19746788.69521812,210.0123229,0.0,2367.2803754720007,2.12869154,0.322744409,36003.268490603004,71.84030889200002,32.002745696,0.16550111099999998,27.675880195,19177.617951893993,76.48166149100001,0.0,0.0,6669.428173183999,282.050471234
Aquaculture,5.8632258,6005.58232223,0.0,0.0,,,16.219617992,0.9897499750000001,0.082460986,1.480502191,4.401294292999999,0.350979327,45.631587341,,0.175774323,0.495370563,
Beach and Dune,0.0,0.0,62675.80543959999,0.0,,,6.304378071000001,0.0,0.687722583,1.615298517,11.626627832999997,2.119851477,1.185877509,0.0,0.0,2.011927922,0.0
Forest Plantation,6540.215130634001,0.25265725699999997,0.0,4203349.92455209,4.652161961999999,0.0,690.0391817880001,1005.998948899,13.375499346,0.8312614309999999,1.9832292230000002,125.24230166499999,0.6733709840000001,0.16753433199999998,0.0,153.60634609800002,0.0
Grassland,293.160514618,,,7.805948315,1024154.548334014,0.0,3689.660819851,274.88797607399994,0.15779484300000002,,35.81107584,933.89107881,10.274152557,,,7.236768133,0.0
Mining,0.563557434,0.0,,0.334814344,0.0,27356.7159778,15.205095735,0.6776864069999999,,,9.321805976,14.203085102,2.1685054430000004,0.924591937,,31.410294157,
Mosaic of Agriculture and Pasture,202453.637914462,144.742405708,7.8417631949999995,1530.570446064,467.83875782300004,2.649399433,16863676.8488,65726.539540294,54.593215875,1721.560082884,3513.96713022,162331.1844147,899.105699163,509.30074144599996,1.207658806,8702.638424873001,2470.279116556
Natural Forest,742.1126844820002,0.34093225699999996,0.0,4375.4915906159995,183.96200349,0.591775183,68450.907415939,33194871.722380903,14.608590200999997,552.736311325,312.70343254500006,22103.334125018002,480.214156293,486.44300839299996,0.086934601,193.13151988700002,1964.4687480809998
Non Observed,0.16388756699999998,0.0,1.6185579960000003,0.0,0.0,,13.381068341999999,2.876635614,417.926558403,0.346424396,22.988699192999995,2.314522047,9.767928216000001,0.0,0.176282178,3.4046355399999997,0.0
Other Non Forest Natural Formation,1.659640448,0.609236908,4.657712689,1.249678485,,,1151.489500178,393.5873322799998,0.25490211799999996,117304.50228894102,627.8609971280001,378.254389761,181.629217297,11.002693341,1.125592065,5.496125329,0.08299642900000001
Other Non Vegetated Area,95.28138379999999,9.131719318,11.106893043,1.792153832,45.11181265,4.229924957000001,2040.970246328,111.76820567499999,25.959152447000005,296.677765746,153857.38058400003,1013.487246648,769.859839222,51.791973551999995,0.584878875,2507.124022064,17.983176548000003
Pasture,11275.424698854995,3.5035756659999997,2.4618861819999998,173.59316879600001,702.3819119,0.582134338,370451.58943879994,12766.050058802999,1436.6554209070002,365.5225821000001,1451.496362439,29664691.15606,271.125696554,588.0371497720001,0.0,883.6371710010001,64.775671064
"River, Lake and Ocean",94.249535805,1543.581526568,2.1586547860000005,6.005303361999999,2.843137042,23.820419261000005,664.121732418,253.470016285,13.011452251999998,32.834979503999996,523.120488387,11.776946709999999,2074150.2738360001,0.16799412800000002,1.8311919790000002,11.362885430999999,224.61276653
Rocky outcrop,0.0,,0.0,24.32682895,,2.520818951,337.9241063809999,254.26704697600002,0.0,4.426327917,568.6061897589999,516.734063817,1.100053436,186335.822956097,,26.44191653,
Salt flat,0.0,0.177572577,0.0,0.0,,,1.729128619,0.08245245400000001,0.0,0.693821484,0.947722809,0.0,0.936258435,,10027.16987577,0.080341473,0.0
Urban Infrastructure,0.903376819,0.24686104200000003,0.0,0.0,0.0,10.153476751000003,11.824274550000002,1.993223474,0.5026841550000001,0.084009949,3.2859094069999997,4.2366031159999995,1.3307892890000002,0.251670868,0.0,1893906.1719478,0.0
Wetland,48.474498322,,0.0,0.249849176,0.0,,2266.8084736,2019.8351444390003,0.0,0.4152513,5.733657213999999,611.107988933,152.634608757,,0.0,1.16366416,376584.6511033
