,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10796190.078712996,0.247407727,0.083632483,4251.961495707,136.145403794,0.0,203621.551233727,4018.6900417010015,0.0,29.102227378000002,877.3415180700001,102184.48238745397,996.1717975249999,0.08426351900000001,0.0,2865.4643320900004,24.974064475000002
Aquaculture,0.0,2003.3666868450002,0.0,0.0,,,0.51605066,0.087837115,0.0,0.261197119,0.0,0.08763693199999999,29.652840996000002,,0.0,0.0,
Beach and Dune,0.176896624,0.0,71977.71124989999,0.08440953400000001,,,107.245961475,0.165432758,17.259615038,141.421600953,94.58977905400002,50.000964581,4.013983905999999,0.0,0.35267914499999997,24.781858288000002,0.0
Forest Plantation,988.3218218190001,0.0,0.0,1716240.5451970154,9.976387615999998,0.494842346,1627.9522630890003,4623.689101401,0.0,9.581700677,2.096602894,2766.491193817,37.301926247000004,1.766237939,0.0,33.160228749,15.24297469
Grassland,1635.44726248,,,549.391316995,1430270.760095521,0.0,5858.752778419001,1326.271177923,0.0,,335.07256,5004.046122193,54.480358277,,,5.2996528320000005,0.0
Mining,0.0,0.0,,0.168335767,0.0,22769.0932085,4.0275337769999995,1.160166968,,,3.020947156,2.0079776309999997,0.15754918199999998,3.615105835,,2.752768079,
Mosaic of Agriculture and Pasture,413406.331059734,49.840507943,64.933357132,6568.997274365,370.44026394400004,4.518034179999999,17443443.622020002,107182.091442347,17.952137842,1393.068138257,4077.4058601609995,186728.05871099996,21654.447690921003,1038.2099525229999,21.942476731,14942.312814413,3966.760852726001
Natural Forest,1448.3261847570002,2.6377913509999997,0.41293837899999997,18383.442152965003,972.96066885,5.9645431030000005,127045.425463904,33005360.719928414,8.491034857,1212.764970144,1240.086993882,47501.654369651005,19761.155736183,1289.08366707,1.352925885,352.127948382,8889.433679910999
Non Observed,0.0,0.0,22.442985596000003,0.08562005,0.0,,19.579116020999997,7.790543682,363.687021339,0.427166662,22.964430158,1.565449616,9.419506432000002,0.0,1.369719703,8.414758441,0.0
Other Non Forest Natural Formation,5.461719195,0.261128497,21.526522472,1.711420386,,,1066.6320687880002,532.3862910089998,0.347901862,102907.24801699803,110.364187113,1409.8971269430003,142.20130741199998,5.907603699,13.196093074999999,8.525812603999999,0.0
Other Non Vegetated Area,406.164150524,0.61545437,110.059631759,83.62539919299999,58.758981651,0.9195673830000001,4039.7058721499993,162.218995168,26.440869415,516.223257479,114956.1909523,2064.204690062,413.84350727099996,157.87256633500002,7.673992041000001,2397.930662926,28.343793535
Pasture,31238.390125804002,2.020700885,21.920694708,10722.246072804,3225.772086979,2.209380317,321501.9818073,28916.988151936996,3.5574116580000004,264.72528073399997,2117.7247402359994,40493238.91455,3595.4848389720005,173.089617953,2.9392473509999997,3587.9035017840006,720.114701266
"River, Lake and Ocean",64.2413959,99.79491035000001,9.28679557,2.67615473,0.236073444,0.252356525,670.490451214,283.09880860199996,10.171747534000001,123.24438731299998,356.9409147289999,154.04436617000002,1821900.8062520002,0.337782526,14.882690191999998,58.017048539,184.659875183
Rocky outcrop,0.0,,0.0,0.415981976,,0.84006712,259.957388195,172.473044281,0.0,1.788687305,61.37258949100001,220.799436995,6.739411859,150660.362864,,4.286429706,
Salt flat,0.17708416100000002,0.08783726800000001,0.44413452100000006,0.0,,,19.816261657,10.809594761999998,2.254311994,8.339003608,2.396229584,0.0,49.675494721,,10560.129566459998,1.207276477,0.08750465699999999
Urban Infrastructure,0.666900512,0.329740186,20.115194555000002,0.0,0.0,1.505794446,11.575872174,0.8481449710000001,2.9332576599999998,0.418862628,4.802198626,3.5928823550000004,1.3262441589999998,0.167985291,2.618023236,1294490.2306489998,0.0
Wetland,36.016485429,,0.0,7.715615454,0.0,,3838.196446531,1760.804986012,0.08744304800000001,1.080125171,6.6986581130000005,786.019636757,41143.443247552015,,0.0,0.0,374200.5401937
