,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,14834755.024528725,0.08247915,4.4493030639999995,5880.026593108,23.506126018000003,0.322743872,85590.43228985302,843.584767933,0.176936707,11.233445007,216.37377308600003,34272.01791267499,130.684768488,0.0,0.087950391,48.989296802999995,32.630292964000006
Aquaculture,1.252562433,8307.6988652,0.0,0.33688402100000003,,,14.052925952999999,1.8015232120000002,0.0,0.60939881,1.104618055,0.421507782,76.54071158200001,,4.613694075,0.0,
Beach and Dune,7.024751307,0.0,61111.996588400005,0.084480408,,,270.369119092,0.0,18.124860514999998,72.25485988999999,248.59793643299997,68.328499608,9.410204022999999,0.0,0.0,49.873070291999994,0.0
Forest Plantation,1564.2767897210001,0.0,1.021466473,2583726.455162273,9.610582489999999,0.492633374,1235.6287092839998,4069.0757135129998,0.15897522,13.49012596,2.500358722,154.46490105300006,4.095245276,0.084124323,0.0,0.0,7.058904773
Grassland,1088.142449072,,,12596.015434730001,1220694.9820815,0.0,3974.4663357420004,3335.782958562,0.0,,189.7330811,859.0805226849999,8.206798552999999,,,0.078263428,0.0
Mining,0.087839355,0.0,,0.0,0.0,23026.3674184,9.554700825,0.925969495,,,16.520105270000002,3.6324076969999997,2.010364246,2.604957831,,18.513974447,
Mosaic of Agriculture and Pasture,621213.6249933541,36.663632638,128.457176828,23257.77501587,415.781421415,4.150884601,17493236.526200004,112448.26225419201,30.167010884000003,812.8331566889999,3838.3231121979998,140589.90817029998,694.9039831460001,401.12933363700006,15.995128467,329.262483675,3573.0768846440005
Natural Forest,1813.7721604419999,0.336337158,0.5962590640000001,30067.274207833998,580.349276462,23.186024239,86450.82969828401,32829920.67839761,6.953688361,448.25708456499996,614.2795115889999,26863.374740198997,907.037911794,1403.819892141,4.546571942,23.178167317999993,1802.4292171750003
Non Observed,0.32751978800000003,0.0,43.266725093999995,0.079471185,0.0,,24.422892326999996,8.084069702999999,343.07069353799994,0.34200711,25.574968962000003,4.158672687,13.714373150000002,0.0,1.193399067,6.491215948000001,0.0
Other Non Forest Natural Formation,5.799544201,9.023307697,35.017793288,3.51499132,,,913.546841251,428.28582349500005,0.166835632,116901.233713652,385.25396121500006,908.4843470639998,25.545581788000003,1.096981274,22.954599596999998,0.513502533,0.249200323
Other Non Vegetated Area,177.84478810399997,2.9466603580000004,321.12530700800005,410.592900474,32.510598336,0.661747827,4865.867765266999,691.1419963239999,52.624613800999995,428.840567283,124971.13907020002,2276.5431294809996,333.64945850900006,77.95242989,2.476727001,72.35526540699999,11.719615069
Pasture,114544.49165848199,8.855065614,66.430818413,31272.128923029995,1113.5961941580001,4.947838109999999,503373.404596,26846.621312508003,1.630324005,413.775395585,1311.3537959129997,35246507.97494,131.096862472,225.254101569,0.43798710900000004,711.381060827,358.29051966500003
"River, Lake and Ocean",215.58216195900005,81.222314189,19.288072218,7.1315438659999995,1.500120861,5.131669091,303.251592323,237.21658766899992,11.803592969,15.288448566,165.63774143900002,30.023222879000002,2042653.3950530002,0.429465125,38.331659279,2.4318904900000002,217.75547192199997
Rocky outcrop,0.910370483,,0.0,247.73066621,,15.95275795,338.536374076,349.471043787,0.0,2.287896741,280.18005936500003,272.728020337,0.08209082,178147.67820599998,,0.16787012899999998,
Salt flat,0.530125434,0.6201737540000001,0.6153334650000001,0.0,,,26.087228949,5.050902405,1.4532385250000002,4.316470764,7.692395973,0.08779418900000001,15.613519897000002,,8825.67777082,31.404212075999993,16.19441812
Urban Infrastructure,1.6278149720000001,0.7430724609999999,90.524234663,0.082486865,0.078955927,1.4953274840000002,17.808218439,3.404879609,7.617551196000001,0.251995807,5.333047966,4.0570477170000006,0.9960600220000001,0.083920801,5.159675195999999,1597648.5084052,0.0
Wetland,381.7948663,,0.0,0.083284723,0.0,,1753.225039671,1707.7276604549995,0.0,0.166111066,8.671791540000001,279.78778162599997,180.79437388899998,,0.349518237,0.0,368909.91913439997
