,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10026774.99473412,0.0,0.177997601,2308.123766481,346.71172812000003,0.08067627,117053.05341581501,4390.306426026,0.0,13.263224568,262.519115828,65712.94185024699,117.434299972,0.0,0.088988245,1621.120762307,67.40968469
Aquaculture,0.0,4156.94862643,0.26126442899999996,0.0,,,0.615387153,0.0,0.261264142,0.0,0.082562299,0.0,31.934119712,,0.350083997,0.0,
Beach and Dune,0.17781283,0.0,81278.58462600001,0.084410767,,,70.155203326,0.252287701,12.1101938,33.95629151,309.624950478,53.618292734,2.399265429,0.084501343,0.262672864,20.739522003,0.0
Forest Plantation,432.150094123,0.084222437,0.253353619,1444984.3543569997,9.177252660999999,0.25286469100000003,1859.625613743,6565.504106555001,0.0,0.25538881799999996,10.517568584999998,8193.796024649999,9.276534496,12.090654224000001,0.0,8.01140575,39.558397342999996
Grassland,28.554748748999998,,,4.16588003,1514396.216181982,0.0,552.3087206499999,1735.080614425,0.0,,15.385606119,4708.899453267,12.495326920999998,,,5.914971612,0.0
Mining,0.0,0.0,,0.084340784,0.0,23034.907280299994,3.1432800480000003,1.172221222,,,1.512995465,1.841751807,0.663403174,3.4432711730000003,,2.178585235,
Mosaic of Agriculture and Pasture,199275.60144245,10.633625359,138.32611994700002,2235.4204740249997,581.09231485,4.682821483000001,17070588.61202,117801.103745525,20.114387983,863.654478103,4263.742146525,237105.17915110002,1467.029401007,510.77208572899997,17.703484725000003,5088.546427983,2870.9040802320005
Natural Forest,1112.601985438,4.333723552,0.348676721,8000.5370097859995,788.3791530029999,5.190305457,181655.741320569,33526306.752781656,6.2757822569999995,945.082538013,1290.7115868970002,51040.153112420005,3607.5645012170007,475.67207217900005,3.013783265,290.78418829599997,2965.387200287
Non Observed,0.0,0.0,33.782796729,0.0,0.0,,13.894096514999998,6.160664338,335.446120729,0.0,16.460580180999997,2.8297410829999996,4.587956556,0.0,1.293817182,5.9931263,0.0
Other Non Forest Natural Formation,2.602864173,0.17414213899999997,57.562003607,0.171179468,,,1200.3631611639998,310.40567515099997,0.254765631,108567.94578874999,120.21851902600001,2184.644323302,100.61548260199999,4.44141239,3.648391778,11.475432166,0.165937988
Other Non Vegetated Area,134.94584354199998,4.210228119,122.993100473,13.262656194000002,9.903439728,0.6666470769999999,4756.24110204,334.4024237640001,29.853981813,160.018574685,140651.25712209998,2462.32483693,286.66797041200005,95.97593684300001,2.6461429329999997,709.679944372,1.821549883
Pasture,16946.421655338,0.433091272,109.72992689100002,1715.5485384170001,3498.08781878,4.95089098,340546.3748,46196.32679565,1.979092542,175.568751656,3000.146052849,41812297.50586501,368.23579451500007,230.03323651899998,0.08725614599999999,1459.3654996999999,369.17096356
"River, Lake and Ocean",22.327115003,43.899749681,18.786990216,2.739405676,0.23723121900000002,0.168046631,496.765312628,430.920172756,8.51279989,16.44873921,107.87010282300002,52.456894987000005,1774377.2672070004,0.675743438,28.125863228,10.754322759,41.142016594
Rocky outcrop,0.0,,0.0,16.93600331,,1.5957196409999999,437.999558929,613.7383476680001,0.0,2.0363356759999998,34.375168076,490.1292362450001,4.303230035,147987.405337,,3.111783582,
Salt flat,0.176888037,0.17440801399999997,0.173173584,0.0,,,46.849807618,3.96858274,1.1966026379999999,22.138568086,8.515407135,0.9500400880000001,11.277289587999997,,10585.048523970001,3.094769671,0.5288522090000001
Urban Infrastructure,0.656931518,0.0,27.873171204000005,0.0,0.0,0.583810296,7.297506959,0.417659552,3.669226171,0.503215442,4.101242108,2.589720659,1.413891937,0.16785249600000002,0.6755818360000001,1080532.6933008002,0.0
Wetland,32.957325786,,0.08739578199999999,138.10513006899998,0.0,,2459.332900982,2836.1393328410004,0.0,0.08302764900000001,62.363473954,1404.008179672,152.68445317599998,,0.0,0.0,410086.37668209994
