,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,16693687.40060316,3.56491139,7.650381067,11757.982635734,195.96253644,0.0,78685.948555385,5111.307896355999,0.080470526,19.505482150000002,344.57792519300006,64398.73162808098,251.25110031200003,0.0,0.0,1417.37455386,65.40940558599999
Aquaculture,0.17728398399999998,8692.89318296,0.0,0.0,,,15.990200391,3.1990641720000004,0.0,0.347190765,6.023533198000001,2.6279611880000004,83.101777567,,2.214971528,0.16510127,
Beach and Dune,0.977352942,0.0,66971.55874080001,0.253441486,,,490.604213813,0.33118564399999995,29.262127969000005,145.88061764300002,276.28309426799996,92.222740791,29.416257433000002,0.0,0.5233259579999999,84.96924733200001,0.083010657
Forest Plantation,2094.0350840700003,0.0,0.0,3506397.4738323516,7.2523791079999995,0.996261719,1046.869489585,4229.637193717001,0.15896911,0.16482733800000002,1.2304999689999998,258.4923929,2.009497584,0.086070575,0.0,148.003508016,0.332674823
Grassland,518.539815847,,,585.226563501,1112746.9459734892,0.078812183,6047.887301461,3190.14033131,0.0,,40.342901392,862.62774614,10.694985803000002,,,0.787122668,0.0
Mining,0.157602466,0.0,,0.249337054,0.0,22136.898039599997,5.5241955680000006,0.5041959229999999,,,13.386512133,1.4427103579999998,1.331068653,1.8489186830000002,,13.209787230000002,
Mosaic of Agriculture and Pasture,384379.9897947809,30.077490865,203.43943825,7256.681276387,487.62818198499997,19.455639425,17316025.00395,100868.74832655395,34.93775887,758.1244985870001,3519.7798023299997,162617.934653,1880.5800045740002,406.4158100169999,10.891967585,5571.841186034,3022.1994247949997
Natural Forest,3103.0354476569996,0.33001453199999997,0.086898346,19841.566785915,569.682194963,54.013188617,82455.54643670401,33141435.738518566,10.836551239,244.14096509500004,488.04035616199997,30879.980284613,653.634161757,387.91747242800005,6.532793282,342.77389793799995,2692.8124846590003
Non Observed,0.088240253,0.0,29.118132383999995,0.079488184,0.0,,20.528497258999998,7.054153454,336.6113077239999,0.086913733,35.983490298,2.9225156979999998,19.189218683,0.0,0.863991608,12.688812146,0.0
Other Non Forest Natural Formation,20.328363366,16.04646828,63.175249492000006,2.280825141,,,1261.08958797,394.56713074899994,0.25196874399999997,112923.83114934598,106.566094142,1339.557488862,26.804484291999998,1.771232501,2.1739909109999997,2.5706029729999997,0.0
Other Non Vegetated Area,171.747060368,8.503680194,112.20264745099999,86.42221587699999,58.724430691,3.697184473,2217.05328326,217.742725005,30.920533036,531.793361685,115205.82454,1592.754798503,305.937644208,132.22506917,2.1611646970000002,524.75196206,1.178444598
Pasture,169456.91496573397,14.473787766000001,161.82879532100003,12262.081530351998,737.73149188,3.0919262389999997,521241.13683280005,22995.869833955996,2.155175288,175.71579255300003,1216.5068388470002,32480433.980049994,95.013842934,254.907227886,0.519277222,2056.335014485,66.26179613
"River, Lake and Ocean",71.409732419,62.361700353,28.880061660000003,12.957224292,2.049965412,48.957728238,384.921333793,362.729364555,12.543317217000002,26.463275718000002,367.8520311910001,154.387662056,2064312.63397,0.0,9.814917902,22.469954061,133.19698240800003
Rocky outcrop,0.0,,0.0,124.79485249500001,,33.69878132,463.62211756700003,469.502631143,0.0,0.934686371,119.127319335,272.91387742,0.42622446300000005,179810.396935,,20.513578101,
Salt flat,0.088606097,2.2810522890000002,0.0,0.085091339,,,19.745197058,6.815284143999999,0.350194781,11.967273929000001,2.9822634779999997,0.262268231,34.321539154,,10590.634503129999,8.580795307,0.524628876
Urban Infrastructure,2.487269074,5.109958423,50.22403285000001,0.082308478,0.0,13.897804034,14.727542531000001,2.405367822,9.734903906,0.253173712,3.6481794679999995,5.400237336,2.72067586,0.167705939,6.5786720270000005,1718156.2657938001,0.0
Wetland,211.30622591300002,,0.0,0.083289563,0.0,,2111.302821187,1155.531902344,0.0,0.332270972,9.597293457,423.228099477,113.84887724000001,,0.0,0.83392403,363173.65780259995
