,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,9711501.255034996,1.039719427,0.43367391299999997,13577.296073059997,1492.21065869,0.242047845,613152.763352431,19574.485252813,0.0,185.141831466,2207.0805995280007,385597.044273748,2013.7252728280005,0.084263379,0.088440271,11581.877115447998,182.054423665
Aquaculture,0.316965179,3485.2224557900004,0.0,6.3166608029999995,,,32.713068545,0.25925913,0.0,0.261233899,35.922238578,0.087849139,258.354057805,,0.355825812,0.914378741,
Beach and Dune,8.121764404,0.0,78867.56532529999,0.8445097659999999,,,1673.7109802300001,0.590575396,79.05449815,1288.6705277950002,1904.1905427640004,3607.137846343,144.339200946,0.0,4.346385735,644.774408295,0.996012494
Forest Plantation,6089.859319631,0.084221881,0.0,1566924.760371125,22.028122372000002,8.885435229,5491.029207971999,14473.14365477,0.0,5.455956445,17.588311035,3417.789145809,362.90199156700004,0.168558008,0.0,163.770967773,247.0205699
Grassland,36885.414176399994,,,4401.206360087,1412992.9454361831,0.0,17685.13114581,6138.231203783,0.0,,90.643701258,16436.48861977,322.184257701,,,73.69602568,0.0
Mining,0.0,0.0,,0.8416706909999999,0.0,22806.8050148,12.474096222,3.264797204,,,63.919443552,25.642285722,8.559763311000001,27.88660787,,20.968496634,
Mosaic of Agriculture and Pasture,973840.1202296369,385.02161043899997,212.65676403400002,30680.351305259996,1419.173827665,29.369202127,14487620.561420001,299492.270220888,42.882301599,4806.209213194001,7270.916467290001,1714205.3577360003,27291.078209052,3287.72945976,136.13970534999999,50131.42592396201,13911.02630726
Natural Forest,35515.554043362004,105.39595206099997,32.694639413,74526.97592469599,2782.193232686,153.63562891,489180.63130083214,32508992.739756495,24.281528401000003,2307.7641310450003,1880.2251538530002,546990.531917324,28283.082937847994,2499.87696041,39.504153028,5700.505980554,15996.629641273998
Non Observed,0.617899047,0.0,47.847129896,0.0,0.0,,50.919389884999994,15.177815314,208.603534326,0.33455766,72.858253446,6.316850207,20.744075946,0.167986145,3.81767359,25.846111968,0.0
Other Non Forest Natural Formation,15.045179516000001,6.270619312,86.92145582399999,29.427957827,,,2060.91380479,1076.595798325,0.601227917,90714.53295633999,968.5619731380001,7678.656605416,293.548505072,25.601721873,34.402369917,47.695663960999994,0.41502418799999996
Other Non Vegetated Area,432.32559903699996,20.497527429,259.819653043,118.41668516600001,16.889788358,1.094718274,7072.652986283,356.10368463399993,62.49281585200001,523.4393070479999,106823.09448549998,8604.038597365,1186.3080956140002,391.018410033,22.983622327000003,4416.862657205999,85.32555056300001
Pasture,633143.2742901499,168.297485917,255.92014653799998,53573.687688879996,5931.21107752,29.77833427,2051060.2738499998,296672.78389635996,3.6725226510000004,3252.7698335689993,4938.647868290999,38443390.032509,22277.192339214,735.18607029,30.981373597999998,33492.989103394,10309.912425113
"River, Lake and Ocean",580.1515281180001,673.8260466959999,284.61850541600006,8.093664117,12.45888256,5.698763707,1038.061532113,802.622918091,31.163099565,232.47438757300003,850.1733323560001,313.49405945999996,1792973.4174380002,1.015098761,99.20705993799999,308.297168202,173.22418153000004
Rocky outcrop,0.083882727,,0.0,59.463650728000005,,31.81678265,641.4315221429999,735.4711397049999,0.0,1.95989408,552.343245162,850.736975061,7.064524347000001,146452.68110999998,,45.304189648,
Salt flat,0.622590228,12.44940049,4.396429792,0.0,,,81.294340002,54.39657218200001,4.2920092290000005,25.161371076,4.661204791000001,0.9580486690000001,126.91756272200001,,9081.01563908,9.458723723000002,0.524740833
Urban Infrastructure,0.327770374,7.677051702,121.128557388,0.0,0.0,3.346265832,12.674737246000001,11.921366534,11.742559521999999,0.167994977,2.81833183,4.551762683,2.072515503,0.0,27.992793144,1209903.0162225,0.0
Wetland,501.329772022,,0.0,0.248817108,0.0,,9495.577644422998,6195.374155928,0.0,0.664740814,31.950912116999998,9495.220895667002,39664.719218458,,9.629122577,14.767015461000002,332035.80880689994
