,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1079584.2595352035,0.0,8.818195465,45.271256961,224.01048203399995,,14764.225163967,8475.463152227001,0.0,,334.346619595,8265.940588534999,0.623369129,3.560951294,0.0,9.404989930000001
Aquaculture,0.0,27764.4818709,46.930112029,,0.981573486,,6.322803986,16.411629767999997,101.27986457,,18.34423589,10.50789912,242.273712123,0.267297895,29.964549159,0.0
Beach and Dune,0.0,0.089051398,108865.13869999998,,3.12357553,,189.34294390200003,19.373948212,42.670712785,,70.979483793,1.958782166,3.0315785650000002,0.089045685,1.695041748,20.673190468
Forest Plantation,0.0,,,1546.5881788,0.0,,47.730460828,23.115689124999996,,,0.0,0.087576233,0.0,0.0,,
Grassland,214.61350662100003,25.795150223,4.635946668,0.0,2930367.5940640005,0.352441754,29261.567609791,33539.13489907,0.714235864,,200.02383608699998,26680.202147672,677.725082415,1212.0423271910001,11.498498676,35.609204282
Mining,0.0,,,,0.617873523,3458.1429360099996,0.526336994,1.407052685,,,0.0,0.260472229,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,8258.856165511,39.65738338,712.513979908,1.300191742,31539.4077156,0.440843921,8773498.929916352,223321.73873766398,0.26770758100000003,0.0,1564.0609880690001,138729.22121299998,8115.27389079,1392.500433713,8.995104279000001,903.650536259
Natural Forest,3307.5313803649997,26.021083146,141.488369,6.562477636,51730.18068739799,0.8821302550000001,244020.148333519,53537653.64686866,4.009229536,,809.568071299,213169.16068522498,8034.024464575999,3442.3021712129994,21.957054009000004,410.826011564
Non Observed,0.0,49.364423751,28.103245862,,0.35706666900000006,,1.335068519,8.196861364,11366.413632038,,0.44643336800000005,0.616233111,1.692643194,0.0,9.104685315,0.17843190899999997
Other Non Forest Natural Formation,,,,,,,0.0,,,0.089018445,,,,,,
Other Non Vegetated Area,102.778178971,0.712576995,14.805537171000001,0.0,426.81281828,0.0,4565.606295627001,706.1711620660001,0.178334101,,124515.96258077498,13850.404239159,101.412346608,516.578758558,0.534288849,48.525277999000004
Pasture,15488.361939175002,15.59675249,100.45118785000001,0.0,12939.731307656,0.0,111319.98244559999,169329.36954010598,0.355249579,,2948.6837153599995,17350038.084200002,1164.3148257679998,436.21296397199995,0.445208655,659.182048282
"River, Lake and Ocean",0.08757822900000001,48.453824527,15.263509068,0.0,396.0408437810001,0.0,4165.36092052,11223.468995038,0.8916130980000001,,212.894823901,2092.793854589,633130.593003436,218.37053503200002,1.426443927,0.616357074
Rocky outcrop,7.458084991,13.362958277,9.974785865000001,0.0,1856.6305119620001,0.0,4269.050168076999,6589.815678225,0.0,,573.3395150099999,13306.857531868998,319.135413417,88440.13833835698,0.17834540999999998,8.039429559
Salt flat,0.0,6.860430639,8.123141737000001,,87.61495901999999,,1.781286975,80.32535267200001,11.508711652,,0.7128490599999999,0.0,3.296103027,0.089070459,17296.251555,0.624476709
Urban Infrastructure,0.0,0.0,3.8339416689999997,,0.0,0.0,2.039649366,2.049269861,0.0,,0.0,1.5800344860000002,0.0,0.0,0.267632312,127393.96515900001
