,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1678057.064393586,1.0689794190000002,6.413317004,19.690320507,454.0017997169999,,1888.3183397349999,1465.3778771099996,0.0,,51.391690808,7466.366636446,0.532109765,7.904840991,0.0,31.175803376
Aquaculture,0.0,36449.7480192,1.692197797,,1.78246103,,0.44554124100000003,1.959929125,0.26764351200000003,,0.08905161699999999,0.0,4.5423507690000005,1.425143493,13.294315442,0.0
Beach and Dune,15.055615942,1.069584967,98103.75808,,15.087270555,,1030.17501271,8.111054352,31.054337754,,46.585029197,270.90270517,191.79789934000001,34.732761028000006,0.713643677,12.842623945
Forest Plantation,28.49853428,,,2023.548542,0.0,,0.086391064,0.862086938,,,0.0,0.08639459199999999,0.0,0.0,,
Grassland,1594.3811833000004,30.701038193,9.636240302000001,0.172731146,2648504.9052754804,0.614657379,20307.657181225,8006.772144496002,13.739735827,,396.056925792,11532.785951543,774.2185344239999,350.26854605299997,45.785555005000006,15.732463210999999
Mining,0.0,,,,0.793025317,3483.6465439299996,1.144871137,2.2111842719999997,,,0.0,0.438311847,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,16032.753767203998,192.04293086299998,139.024136343,9.944803119,24907.181334577,0.7882413580000001,8086162.071875354,155230.71217900503,0.713777936,0.0,2434.181322766,149347.75440799998,5460.84233621,1043.8610756790001,4.814498779,1416.404245453
Natural Forest,16966.365459601002,33.219828128,1.247072601,187.72341516900002,19221.933199915,31.778427313999998,170738.84057116002,51294217.77578518,3.031557153,,564.941523374,205485.707072138,7945.27367049,3010.7869622149997,23.518344171,37.671043498
Non Observed,0.0,54.16511351,19.803643576,,6.425120984,,0.7132300659999999,4.188359967,11175.042303359001,,0.623650439,4.637155884,9.358725946,0.0,3.6584347530000003,4.549750391
Other Non Forest Natural Formation,,,,,,,0.0,,,0.08899739400000001,,,,,,
Other Non Vegetated Area,1348.5333749829997,23.874480236,8.647256641,0.0,586.3290850740001,0.0,5867.854379969001,799.0570191930001,1.87111416,,179839.28385238498,9317.516031202,143.34540342999998,502.747820776,1.69183407,74.473548933
Pasture,83863.494289916,29.92848213,61.99763132,3.799631098,8676.334522447001,0.6105350829999999,114806.660499,125397.608220998,0.5280336729999999,,6590.696641304001,19832597.1744,2650.2880192780003,4671.3206476059995,0.356415069,622.4737945139999
"River, Lake and Ocean",0.9633998239999999,279.793942684,29.922102930999998,0.25822149,665.046353232,0.0,4011.2985166310004,8959.338108969998,5.880639502,,360.045293828,439.1820176340001,902217.794585834,198.26031519800003,30.639868214,0.089217169
Rocky outcrop,3.77293396,7.214334387,29.66633279,0.0,838.8872107249999,0.0,859.49202112,1654.413771675,0.0,,167.536698397,3988.810408398,410.11686717,57234.359860410004,0.980107855,3.473511066
Salt flat,0.0,4.367211645,1.2470189020000002,,19.529900457,,3.0306041390000003,19.089072094000002,7.938619653,,2.8499361750000003,0.08904129599999999,0.891698718,0.7124159179999999,15996.500849,0.802910455
Urban Infrastructure,0.08922706300000001,0.08927149699999999,27.531206779,,0.0,0.0,3.97797171,1.6865338680000002,0.17842627,,0.617202118,1.852159333,0.088172314,0.0,0.6239593019999999,187978.416171
