,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,831010.2065227479,0.0,0.178510693,0.0,156.53523899800004,,3724.3890856040002,1665.0832513979997,0.0,,43.27629487,8707.281496143998,0.0,0.08764888900000001,0.0,0.8768721979999999
Aquaculture,0.0,28045.1555954,21.66776457,,14.730605796999999,,0.8908754510000001,30.646382414999998,29.417137433,,29.587865524,0.088953595,198.58659151,1.4255024410000001,26.272766823,0.0
Beach and Dune,1.7853683530000002,2.760974872,109887.71237,,15.240106542,,352.56594365,231.070852314,24.365410251999997,,134.444141358,14.158103431,3.2960313790000004,18.168100108,1.694569495,8.915609467
Forest Plantation,42.07426797,,,1588.769493,0.0,,27.669574492,93.94598974,,,0.0,22.118998506,0.0,0.0,,
Grassland,176.70675499700005,2.052035163,5.979628608,0.0,3150998.640228799,0.264356805,93250.800266969,26741.805750734995,1.160264508,,986.31244226,83958.96397956001,293.501924352,1708.1224574280002,12.389297388,5.157178107
Mining,0.0,,,,0.35355306999999997,3486.4327616699998,0.522803638,2.11345232,,,0.0,0.0,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,9124.409643501,12.648389181,268.563898242,5.513842267,41970.306587069994,0.526493274,8847507.601764066,201185.478014507,0.978127093,0.0,3454.4181907909997,222563.90873399997,1328.7082106999999,3917.296272268,5.889435412,332.65903565200006
Natural Forest,3147.631203903,12.916640278,13.830274219,3.66650207,40779.758216295995,0.7053596679999999,256083.66677666202,53413185.21841668,3.4758034979999994,,1447.004149028,330540.21009416203,4675.447206017002,9117.837889577,18.464986547000002,49.009590978
Non Observed,0.0,38.946756018,21.494747812999996,,2.675844519,,0.5353759459999999,9.619856611,11306.383751088,,0.44622147200000006,4.6278508060000005,5.082094561,0.089289069,7.942882825,0.625001965
Other Non Forest Natural Formation,,,,,,,0.0,,,0.177997113,,,,,,
Other Non Vegetated Area,59.516884833000006,5.61108194,11.419192729999999,0.0,293.86803396899995,0.0,20590.343072345997,1121.1736962749999,0.713231488,,104285.885445722,35700.36158691101,148.645403627,248.35117657199996,0.981187152,32.523033286
Pasture,37774.577881535,0.0,9.172626947000001,4.643542462,10782.170783880001,0.08677214400000001,114444.069083,97667.55451727999,1.593603655,,4608.694888485999,17012381.3555,558.633867702,621.9759405009999,0.35615906399999997,301.06505070399993
"River, Lake and Ocean",0.6961052489999999,129.00047017,4.723818591000001,0.0,2484.11527363,0.0,19432.43653417,29881.184963736,3.2977719,,594.216453312,6603.161994252,738710.1860824149,349.32750638100003,3.030733252,1.2249319820000002
Rocky outcrop,4.033057599,9.351847057999999,0.44561330600000004,0.0,3411.870706038,0.0,5473.8751255,12338.826349408,0.445381421,,108.736013091,20831.718948148,283.11813571400006,96444.645543975,0.7136776859999999,0.08740250199999999
Salt flat,0.0,6.768354871,1.336855029,,18.549097122,,0.8918260499999999,15.508143035,4.726448309,,0.44610859399999997,1.335645166,2.940348394,10.33064694,17655.093677999997,0.089208185
Urban Infrastructure,0.0,0.0,16.657349404,,0.0,0.0,1.148319386,1.4268631960000002,0.0,,0.0,0.704213788,0.089217218,0.08921054699999999,0.0,113442.51639399999
