,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,750175.306956509,0.0,1.517146246,0.0,0.175479236,,0.26403485200000004,0.35238462000000004,0.0,,0.0,1.933220411,0.0,0.0,0.0,47.195939063999994
Aquaculture,0.0,18621.1824966,0.17813138399999998,,0.0,,0.0,0.35630163000000004,0.17811813399999998,,0.0,0.0,1.247120325,0.0,23.782236986,0.0
Beach and Dune,0.357014984,1.692114575,102143.62612,,7.494811108,,232.375498873,55.999399135999994,37.378982085000004,,18.462552253000002,5.431617322,5.348727611999999,0.445663641,2.496417578,7.038353516000001
Forest Plantation,0.0,,,1542.7533445999998,0.0,,0.0,0.0,,,0.0,0.0,0.0,0.0,,
Grassland,0.0,683.2421554599999,17.647180078999998,0.0,3538378.5702899997,0.0,8017.882608291,14736.253147029,0.803201984,,1478.523571741,2053.167542188,588.1431166259999,6970.3392077260005,74.101053131,112.884486668
Mining,0.0,,,,0.0,3399.4338590099997,0.261490936,0.264807727,,,0.0,0.088118799,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,1.143145997,112.58021371000001,386.17849955099996,0.0,10605.693672715,0.08811087599999999,10618829.00972,60660.56507721102,0.8033062870000001,0.0,101.15303581699999,51187.2918577,3525.293955693,1902.03441947,20.885566078,14312.526401337002
Natural Forest,0.355600067,395.14787184,138.600239943,0.0,29158.404020558002,0.0,29538.137286450998,56242020.69955223,2.407530334,,1627.811470849,5820.712027547,8875.986622653,13049.169888600001,60.314542491000005,366.5108302499999
Non Observed,0.0,315.65644373,25.511636519,,2.766826916,,1.248535108,18.085670595,12617.644711705998,,1.6032081669999998,0.6158019400000001,1.8718498540000001,0.0,8.744079529,9.194579529
Other Non Forest Natural Formation,,,,,,,0.0,,,0.08898602300000001,,,,,,
Other Non Vegetated Area,0.088214948,234.48533179,75.153674514,0.0,1591.746737566,0.0,1618.760106942,1105.7434910880002,0.26763779899999995,,191120.46912750902,933.469967026,889.865608914,1794.005519656,6.412273933,1131.793045689
Pasture,0.619231238,0.0,19.32248906,0.0,831.005337769,0.087926184,24870.7013983,16886.503322707,0.0,,110.30975738599999,13364902.1208,22.892783311,948.581317686,0.178078027,216.53298370199997
"River, Lake and Ocean",0.0,861.8262928100002,149.040093362,0.0,622.765914901,0.0,2971.20425775,8955.064401948,1.069846307,,275.692857969,145.28536325700003,837719.5851737661,519.29647467,34.917959636,4.243848498
Rocky outcrop,0.0,0.0,0.356396637,0.0,2193.177343111,0.0,3300.068037085,7566.476101980001,0.0,,510.847398159,243.62544494899998,169.42472519,158025.354940332,0.0,10.680713483000002
Salt flat,0.0,6.322842237,1.338087475,,17.397317737,,1.694852515,8.47441629,4.549656127,,1.249037567,0.0,1.337899115,0.0,16974.270767,0.0
Urban Infrastructure,0.0,0.0,2.230372394,,0.0,0.0,0.176274494,0.35317569,0.0,,0.0,0.08789208400000001,0.0,0.0,0.08920791,54145.86886150001
