,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1408599.2418103714,0.178150848,1.515474134,0.0,515.252114031,,5189.310715983,3406.717658428,0.0,,67.879295328,29438.203391121995,0.8853043639999999,9.937582037,0.178076917,4.060536524000001
Aquaculture,0.0,27607.965536300002,2.5827540840000003,,27.60689461,,4.4530414060000005,30.190376082,0.8026090879999999,,4.541611505,0.0,69.56111002,63.049752676000004,16.485585992,0.0
Beach and Dune,31.978165605,112.920971992,104970.72361000002,,11.513370669,,304.270302723,22.142293118,20.063579193,,40.042123927999995,165.985088534,9.441141491999998,51.130964160000005,3.3879646480000005,6.331697997999999
Forest Plantation,0.691179132,,,1485.3422893000002,0.0,,0.257739111,5.260007989,,,0.0,0.087568719,0.0,0.0,,
Grassland,375.7186952919999,177.09768454,8.83182298,0.0,2977856.01945628,0.264344629,28106.583890305996,18338.354968404998,3.478984467,,823.097139881,13564.787355762,951.309789897,1312.292621851,35.569281621,23.386743683
Mining,0.0,,,,1.321640381,3422.4189318700005,1.501922655,2.4778122920000003,,,0.0,0.43725979,0.17585799600000002,0.0,,0.0
Mosaic of Agriculture and Pasture,9417.281226168001,161.6850655,149.04387907,0.348998541,58210.48443399,0.439226557,7917501.555522818,167199.61920219997,0.624542798,0.0,13736.545528483999,162326.21780500002,3453.831870707,2837.573680688,2.672008355,634.8240279329999
Natural Forest,7020.770504654001,29.042629002,11.159510658,0.259666766,27533.779105414,2.203587152,194801.30125247402,52490453.84529882,3.2047241889999993,,1487.71956467,218489.39662952194,10394.174941603,2082.044505388,11.773121417000002,135.58155684700003
Non Observed,0.0,24.519028589,21.152779283999998,,15.613100647999998,,0.534856708,5.523346862,11079.590963053,,0.892906042,2.307475135,4.103028954999999,0.356564868,11.242421441,0.178518365
Other Non Forest Natural Formation,,,,,,,0.0,,,0.08900919199999999,,,,,,
Other Non Vegetated Area,274.468571286,1.9613225650000001,30.534846537,0.0,1467.7880577950002,0.0,1876.50074988,875.277327335,0.267850696,,133512.12753832,5321.019453881001,78.46251395,1532.9752011609999,0.802072894,76.18545988000001
Pasture,26274.554094051,0.178185565,10.154512738000001,0.34605134299999996,22125.654961047996,0.088247101,131576.430357,123201.771508938,16.597570046,,5805.881717677999,18957359.514500003,471.3398884619999,2054.495866025,0.0,731.8913536069999
"River, Lake and Ocean",0.0,148.671809547,16.844508939999997,0.0,3614.6235092429997,0.0,16127.050658019998,8311.328641735998,5.883308539,,1973.5980384240002,2725.5376415230003,631487.8623043761,585.034798156,9.903996875,3.199569379
Rocky outcrop,8.555493616000001,35.398539064000005,7.130782549999999,0.0,654.276512444,0.0,535.7911115720001,5123.893567217,0.0,,402.879598807,3308.596903196,38.870052406000006,68089.83179239,0.623684052,8.961709815
Salt flat,0.0,7.3063772149999995,2.675877295,,21.654944516999997,,0.891388135,12.5689143,6.690540875,,1.1583468510000001,0.0,4.808839655,2.316387298,16962.775954,0.267691699
Urban Infrastructure,0.0,0.0,18.982889333000003,,0.17843248899999997,0.0,2.744546234,1.067927601,0.0,,0.35473533299999993,1.674507001,0.08920564,0.0,0.535282056,158392.515011
