,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,753984.3272567999,0.0,4.640552948,0.0,1848.820412474,,3532.288471829,26733.428018351995,0.0,,12.188239965,13762.392984657,10.863049614,338.17299971,0.0,1221.4809658460001
Aquaculture,49.97191617,26423.4620417,42.20974559,,41.894892026,,53.185496008,203.04463847200003,107.176953024,,11.4872686,8.285147644,211.84827782600001,74.00348596799998,251.06175542699998,1.425941467
Beach and Dune,1089.44020482,786.99599574,91705.97928,,456.55907948000004,,7527.5044946,872.693963834,568.40132623,,73.35298199,2021.9619020000002,761.2984706499999,350.61612949499994,34.901948578,2238.3597013
Forest Plantation,2.851156195,,,1046.5733706,0.0,,3.973102069,11.299679836,,,0.0,6.562198468000001,0.0,0.0,,
Grassland,61222.44285335401,1042.4213879,191.66565052,5.743033929999999,2816363.34462151,0.881222528,162958.30068949997,63601.03699609101,2.4990862550000004,,15270.930476730999,225446.15067195197,2517.31011613,3035.5747364010003,119.93992691,3389.7161759379997
Mining,0.0,,,,180.029373344,2571.781791553,255.61764296299998,255.70606639000002,,,31.094794286000003,91.869027524,14.538216908999999,0.264719403,,71.96397773
Mosaic of Agriculture and Pasture,441796.563165859,5139.345176,2115.4233397,62.048718165,202130.71209199002,44.276267770000004,5475069.3124740645,1196604.59396084,1.338459021,0.0,12206.676048908997,2310779.1924900003,14524.380877739999,8335.971123819,34.960671522,53281.573561100005
Natural Forest,669260.924068115,3804.3648763050005,2044.736778472,2692.447108631,100117.60798153501,160.21022354999997,1244352.306019358,47827523.730596825,46.85126592900001,,6645.514880414,4845710.765398398,45638.982046323996,9748.176465681,175.73090487500002,34585.20845044399
Non Observed,6.154192206,255.64448267,205.014125527,,20.966704953,,1.428126172,284.095348253,10618.541203316,,0.535516949,100.348524977,22.734484158,0.356246027,46.232460663999994,166.190800405
Other Non Forest Natural Formation,,,,,,,0.0,,,0.355954327,,,,,,
Other Non Vegetated Area,2688.813911003,612.2458117849999,174.86063566,0.08739386,2827.78633523,0.0,13670.422463535002,2824.6025960139996,0.446234607,,115121.41619691801,19649.498469742,872.587251324,8285.018099439,6.331963739,1535.1699861820002
Pasture,675764.8152058668,650.7666458890001,34.73098099,347.478677466,83164.90886322399,11.800619952999998,583693.936814,1463154.4260827,6.733277411,,12538.761123614002,13289111.3156,11102.5309482,8740.223012065999,10.32886663,68520.665507
"River, Lake and Ocean",5580.116527457,1175.30899258,838.74936868,11.798924243000002,7823.55562305,5.19842865,47133.108486499994,93967.692043294,14.708805352999999,,1277.334963247,103064.1792653,580192.422974317,1664.230828918,64.11510336,160.775044516
Rocky outcrop,1524.583321326,7.663424346999999,0.356468573,0.258591077,3820.682419914,0.0,2429.4846919379997,9912.02207327,0.0,,135.718902903,18134.451416175998,233.6137382,67989.447696178,0.0,102.59524168200001
Salt flat,3.294412042,985.1949387099999,98.07415211,,745.1225265,,34.597369978,532.267128649,57.45396377,,55.349703606000006,0.267365839,64.64151007,115.15373703200001,15398.409799,19.447721937
Urban Infrastructure,0.08845631699999999,5.802648938,12.828852356,,0.267647388,0.0,0.08919032,0.802846955,0.0,,0.0,0.263663849,0.0,0.0,0.446056635,105898.19725900002
