,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1390921.7238606045,0.0,14.429110882,1.382347784,915.803393531,,4682.158112059,7908.734665588,0.0,,58.492157488000004,17615.608752669,0.7999591429999999,12.03946451,0.0,6.2375974670000005
Aquaculture,0.0,31750.3884775,0.356244965,,1.5170078800000002,,71.512032644,2.761560676,15.355677634,,0.089114606,0.0,41.595227049,6.0586019040000005,8.466541571,0.0
Beach and Dune,8.551149346999999,0.534367932,102348.71624000001,,12.848220165999999,,573.69668228,13.896602572,39.237383467,,15.239001615000001,44.816404408,47.047882875,25.649480410000002,4.900935926000001,21.926725445000002
Forest Plantation,0.0,,,1449.8286902,0.0,,0.087584558,1.120666327,,,0.0,0.43324062500000005,0.0,0.0,,
Grassland,816.730495791,31.067531546,13.836273873,0.0,2957581.3776915,0.440956116,38983.825869748,23627.193159904997,6.603184351,,1045.9347020460002,11339.655593063004,4346.573326977,1999.898492014,33.61875419,15.690729706000003
Mining,0.0,,,,0.264325397,3487.53944687,0.43682771600000003,0.617679235,,,0.0,0.172745123,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,16513.617643266,1.6036070439999999,213.48384518,4.1321834840000005,20814.545150730002,0.792143988,8148644.2121260725,182913.362858067,0.535587585,0.0,3925.738211038,137306.327462,95935.85011544,5033.377074806001,20.842204709,805.0311202749999
Natural Forest,6762.978264588003,30.383384055999997,25.752555925,52.979862425,23390.024259283,4.03489364,184453.45003186,51468870.61562582,4.004031502,,3912.1442207610003,160426.42902863797,61730.47492348099,3722.036884694,23.430323676,41.74389287300001
Non Observed,0.0,9.730124597000001,17.584934869999998,,6.512011939,,0.711541345,3.030810621,11117.411542563,,0.178361255,10.078496973,4.368702747,0.979837775,6.957853027,0.267612421
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,91.20103441600001,5.173268915,44.0760695,0.0,595.7613020960001,0.0,1857.929639861,361.37684207199993,0.7140861519999999,,130702.54237490603,2960.588246931,808.27036259,307.10823749800005,1.6039714479999998,68.11420604599999
Pasture,34645.148229659004,0.0,43.244239782,0.862520361,7413.970625787,0.6088857670000001,100337.3922098,133867.74841146698,1.329902429,,3287.6358802190007,19728831.9409,22849.31956628,1592.9223245570001,0.0,339.005506187
"River, Lake and Ocean",0.876182416,359.22011291,8.377573071,0.08607236900000001,381.866473914,0.0,939.9255943070001,1681.3542442480002,5.972729462,,58.337347128,137.341390223,687831.10584239,173.146913035,2.1393166079999997,0.17842202100000001
Rocky outcrop,12.926310817000001,0.979752588,64.39830498799999,0.0,1417.019517094,0.0,2916.564842578,5381.41033334,0.44527293100000004,,527.330855174,1676.8916110799998,735.05614798,57109.296912540005,7.569330096,0.885897772
Salt flat,0.0,3.208205512,1.4261574590000001,,54.547149633000004,,2.494644909,7.934484735,10.263611426,,1.781037634,0.0,43.117651806,0.267389179,16146.88307,0.35683634
Urban Infrastructure,0.0,0.0,5.347393958,,0.088216968,0.0,3.640755201,0.8911903750000001,0.0,,0.44377973600000004,2.27622107,0.0,0.08744874300000001,0.44605357100000004,172436.220717
