,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,750013.1446799283,0.0,0.267808337,0.0,0.175029486,,1.1505130129999999,0.351537354,0.0,,0.0,2.72795238,0.0,0.0,0.0,20.170152586
Aquaculture,0.0,21899.028591000002,0.178092065,,32.084735421,,49.723076227,45.349297091,10.528071374,,23.690958785,0.0,189.62359207,0.9808453859999999,3.565212499,0.0
Beach and Dune,0.178537036,10.5970981,104299.65849999999,,11.859254058000001,,210.503929209,82.31924977,14.811872568,,33.434144677,5.878509393000001,9.44344364,0.17832301600000003,1.783614081,7.12908407
Forest Plantation,0.0,,,1630.5938238,0.0,,0.087567627,0.43445494399999995,,,0.0,0.087565875,0.0,0.0,,
Grassland,0.350956335,715.7688729170001,10.169094787999999,0.0,3403552.9426239366,0.08811494800000001,104343.26522442901,37141.672398895,1.427308356,,1628.671569912,19309.130146789998,3363.48453536,1278.1297341890001,38.253043009,15.054166773000002
Mining,0.0,,,,0.35246517299999996,3418.47629808,0.35176303700000006,0.6148728520000001,,,0.0,0.0,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,0.44048978299999997,602.5582050999999,275.684372777,0.778998456,40104.286914857,0.439439594,9839296.543627018,228092.51428278798,1.070504278,0.0,5845.36364607,406200.073907,36133.048491484,2795.0750079060003,4.991789038,1621.169488165
Natural Forest,1.147057324,323.89537297900006,90.30290429,19.003577948,52898.382464633985,1.143807257,389045.28772490495,55115548.959959134,57.13791549399999,,4696.249749365,192520.79560219598,17303.230469063,4530.070875354999,67.18008969899999,431.28606846800005
Non Observed,0.0,181.26274410599999,36.362188307,,3.925993188,,1.068928016,5.615660094,12180.183007238,,0.892633362,1.940371759,1.426250385,0.0,12.926140233999998,37.408456765000004
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,0.087831934,442.2355907490001,22.729597873,0.0,471.2932506100001,0.0,1517.08207752,309.992099813,1.782723083,,133659.68138512,2942.5607220080005,1554.819125714,33.486538544999995,1.6943200919999999,88.76652224
Pasture,1.321415467,0.0,30.010016816,8.803674164,19649.680610044004,0.0,85928.2177739,75436.11016713498,0.7025809749999999,,878.023996119,14160186.914699998,9530.926877603,4269.635260389,0.0,558.523884337
"River, Lake and Ocean",0.0,586.376636676,54.593727723,0.5164475829999999,1261.85609687,0.0,3125.8463431699997,9626.842997424,5.172106164,,203.88584238100003,488.10425187000004,695893.059969328,179.7287264,6.690061609000001,0.801168774
Rocky outcrop,0.0,0.089053693,0.623742664,4.492997968,6933.193242212999,0.0,8214.265715982001,8296.727686269,0.0,,1713.835001285,6509.656454698999,330.47628605,111175.521548431,0.0,8.253723101
Salt flat,0.0,48.355666844,0.713582147,,21.666197225,,2.85012085,8.560085405999999,7.227206452,,0.445727076,0.0,2.1382884960000004,0.178447131,17530.163262,0.089205743
Urban Infrastructure,0.0,0.0,7.036531255999999,,0.0,0.0,1.061892004,1.248253473,0.0,,0.08869871800000001,0.349326862,0.0,0.0,0.0,85726.36693499998
