,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,773471.6615143579,0.0,1.428228711,0.0,20.80590014,,1182.580359453,752.913840055,0.0,,6.856719586,7291.571982054002,1.0583021670000001,0.0,0.0,2.464348468
Aquaculture,0.0,26752.7748521,0.980017071,,112.93139349900001,,16.214810184,87.395178075,26.505232188,,1.425047778,0.0,147.731197244,3.2084348510000003,31.623332413999997,0.0
Beach and Dune,0.08922974199999999,0.267196008,106845.54847,,6.063259424,,268.31875894300003,118.927491533,23.559428892999996,,38.599272398,24.042915778999998,1.4252856200000001,0.0,1.424806531,26.279988566
Forest Plantation,0.0,,,1226.5425984,0.0,,16.458486021,229.023370492,,,0.0,0.5197470769999999,0.173396948,0.0,,
Grassland,52.359332726,138.98059892700002,30.594624938,0.0,3300666.066614001,0.176240179,51985.96112776699,38864.35837937799,3.302579511,,1135.1053263840001,20584.120191688,5368.503603929,4366.441668113,13.998050549999999,119.879524468
Mining,0.0,,,,0.355750531,3454.56294091,0.17591018100000003,0.615845349,,,0.08886716900000001,0.08792933300000001,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,4700.225114567999,12.823514303,253.19819326000004,12.193288595,42865.84117859099,0.706631512,9350248.298134064,217458.29618113497,0.177330078,0.0,5345.502397116999,274251.74130399997,39698.39559146,1352.58946043,2.493802154,1167.552888778
Natural Forest,1922.170840406,19.947942313,158.81153540699998,15.728548163,33529.087931735005,1.1444926880000001,348939.5139340071,54480821.676585235,2.672129347,,2997.682944406001,193117.67430113305,38096.06773369498,8215.845808017,19.356531714000003,299.244723086
Non Observed,0.0,44.619633463,29.440797172,,2.588914783,,0.713511737,5.441191388,11761.167220585998,,1.158431982,6.9298615419999985,4.278011150999999,0.0,35.884487888,0.624768847
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,92.567474194,23.687935103,76.921886829,0.0,558.597289517,0.0,8492.747350992,1032.663592252,3.655221369,,156264.160016107,2785.277736009,2436.9197784870007,119.630448161,1.959101965,17.298213069
Pasture,11717.078543913001,0.0,3.2952975220000003,14.51429832,6927.745438010001,0.0,111913.01984199998,141672.914470799,1.6665371219999998,,6879.477396775,15358161.987000002,19168.653118705006,3555.5345165599997,0.0,781.195242271
"River, Lake and Ocean",3.898609412,378.94139682499997,443.491536836,0.0,1689.98519919,0.0,5433.567975938,12024.733915925002,3.2996590080000003,,508.687911144,919.608833949,750891.2388917499,385.23373896,11.063573259999998,1.9554091249999999
Rocky outcrop,85.058593567,0.0,6.591070551,0.0,1004.6020469240001,0.0,29459.295562020998,4915.698676333999,0.0,,393.723681066,5596.423538086,325.90573869300005,91902.04314556801,0.0,13.659698882
Salt flat,0.0,34.107033255,5.263750616,,53.635109576000005,,4.010668481,19.698855475,7.849059522,,2.583794696,0.0,10.244586548000001,0.0,17917.607808999997,0.26764957300000003
Urban Infrastructure,0.0,0.0,4.010943292,,0.0,0.0,1.325929736,0.356328662,0.08921729699999999,,0.08869918199999999,1.408185382,0.08921441699999999,0.0,0.17842249100000002,99795.94223
