,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1877530.6041686134,0.0,96.480145236,22.110725612000003,2606.391096138,,14445.069375951,9706.779195107,0.0,,87.795554315,31400.333868543996,10.971392260000002,2.897124292,0.0,46.746682048
Aquaculture,0.0,41367.583192,3.384512781,,22.979318382,,213.79842602800002,17.551678565,1.1590727470000002,,11.04202516,21.815710351,44.26380086,2.849732922,25.030444103,0.0
Beach and Dune,7.661961877000001,4.818586725,96943.41692999999,,22.728674977,,183.48305832,1.6961636420000001,21.235209358,,59.511046140000005,64.06553523400001,5.077492096,1.335778607,0.624463904,29.873393131
Forest Plantation,8.722200928,,,3204.957276,0.0,,2.5293681820000002,30.048974308,,,0.0,5.431586042,0.0,0.0,,
Grassland,611.0330767229999,101.951928901,60.368482283999995,0.0,2976427.0021906,1.145404395,23576.760704437005,22423.916172189995,11.859814814,,585.1730725109999,15982.77874976,236.351771074,1791.4616692990003,20.241013561000003,7.959519963999998
Mining,0.0,,,,0.704888983,3468.5250237299997,0.6156682920000001,0.879071021,,,0.0,0.260399799,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,8040.099598684999,235.02450684000002,1814.3607508700002,0.349045893,73969.097122672,1.142951703,7094899.046817758,165657.46023314,1.4252772339999997,0.0,2343.1384942759996,257766.135336,1168.4567532990004,3188.5639642109995,3.118874701,1154.3326654379998
Natural Forest,10706.948798234997,41.512202417000005,18.638239081,31.843093842000002,30552.801648367997,7.527797436999999,244664.286578089,51218744.69702783,3.2022996580000003,,831.153110449,284908.17815952504,6007.227396474998,2313.617569859,17.117620416,120.351301076
Non Observed,0.35713305700000003,9.906890448,41.293381959,,10.794102753,,0.9814958249999999,7.130268256,11030.357855743001,,0.7131395570000001,1.062515283,11.235359131,0.0,23.11838615,1.517857727
Other Non Forest Natural Formation,,,,,,,0.0,,,0.35599809600000004,,,,,,
Other Non Vegetated Area,129.39827741000002,14.806618841999999,74.052322632,0.0,2740.6706808080003,0.0,6258.058472398,774.451145881,0.713031073,,157132.08184284696,16092.662824268999,59.425709684999994,1303.5936437529997,1.2468551940000001,61.77095060400001
Pasture,33628.63982298699,15.945608906,128.68439785,1.818372882,15576.51819412,1.476231769,98224.76143070002,105910.053255131,15.440850644,,5976.734625065001,20088086.3912,681.418687702,661.3497790309999,0.0,604.3439473550002
"River, Lake and Ocean",11.342780652000002,124.15117915799999,566.38111484,0.172146875,1406.174849611,0.0,13806.83300602,17491.215133375,7.667088983999999,,405.070863854,8783.389383811002,858034.147207976,275.60384973199996,2.3181721370000004,0.533493085
Rocky outcrop,0.177002734,0.445908246,3.829413672,0.0,348.58055754,0.0,559.504522315,1188.4416555230002,0.0,,560.1666428780001,1182.2982623890002,113.194592677,38556.6333784,0.089288269,1.4193779169999998
Salt flat,0.0,78.073434146,4.280083185,,177.001107339,,4.101883581999999,15.330683814,4.639430829,,1.6922425790000002,0.0,7.570710827,0.089051361,15680.007491999999,0.5352578920000001
Urban Infrastructure,0.088978998,0.0,36.190291376,,0.35588308699999993,0.0,3.275647828,2.4894577639999995,0.0,,0.177666669,2.114316986,0.089216455,0.0,0.712923895,222356.63913
