,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1890355.6458925826,0.0,6.151026702999999,6.907696301,615.523484411,,5024.544807582,6280.191521256,0.0,,158.017164161,16235.066097578001,21.905616828000003,3.1614732849999996,0.267113434,11.324567236000002
Aquaculture,0.0,37942.650709,0.890573737,,10.347925830000001,,7.302826458,8.464573047,0.623395215,,1.06850047,0.0,23.340900091,0.35622709999999996,6.595611572,0.0
Beach and Dune,10.067211743000001,6.242900005999999,89725.68516,,11.869731482,,340.31397432,17.408843193,30.241273727000003,,83.435779808,90.501360221,168.248579398,3.384467481,3.122778082,19.520182291
Forest Plantation,64.51412795799999,,,2700.7566979000003,0.0,,14.448068302,31.960917813000002,,,0.0,0.690424963,0.0,0.0,,
Grassland,650.736270566,35.571989775,11.244589976,0.17270407699999998,2662829.896235919,0.08811599699999999,24893.684290818997,16642.151412326002,18.914845791,,1130.051825827,10712.959976848,1083.084893898,750.528734396,53.11424205899999,2.820202045
Mining,0.0,,,,1.057466656,3473.06870092,1.844019641,1.4959787420000001,,,0.0,0.437628943,0.263942566,0.0,,0.0
Mosaic of Agriculture and Pasture,7208.259904303999,792.780418636,278.77743479,20.787995193,17498.890295544003,0.526846497,7834152.74697327,167352.39724155198,0.534868774,0.0,6672.961718129998,132573.92921809998,9393.06642011,426.91908526800006,12.209209313999999,1112.8508591559998
Natural Forest,7306.961441465999,76.681815613,10.702852014999998,71.17658578300001,11910.481655059,2.000342914,181468.73241164998,51087856.67798222,2.3116823909999997,,2207.8039432739997,141197.231154559,12891.663800439,3506.8892024439997,25.753518413000002,103.287506431
Non Observed,0.0,19.161079053999998,25.520536904,,7.494320573999999,,2.405971014,4.009698419,11207.446783745998,,0.624071949,1.055953314,7.404390191999999,0.0,9.271170234000001,0.089285175
Other Non Forest Natural Formation,,,,,,,0.0,,,0.178021887,,,,,,
Other Non Vegetated Area,75.57569345300001,40.377899266,14.082418518,0.0,466.858763007,0.0,3837.3638062279997,1964.875852009,0.8913195680000001,,180691.677079107,4195.3061075919995,648.528031914,573.37263595,11.577044045000001,156.267551432
Pasture,33884.864391165,181.117324,84.21719692399999,17.397887088,5689.13619146,1.4779780519999999,171019.21761800002,137476.13812726102,2.047310981,,17122.399553314,20058044.856500007,880.990589599,1934.6590370180002,0.17808089,565.782913739
"River, Lake and Ocean",1.23458161,393.415155905,170.17399653,0.0,352.495585664,0.17622897899999998,1813.9701511400003,7504.697957113001,8.374138604,,204.050993544,1335.1057593850003,924161.2207345251,202.12672592800004,2.1385821050000002,0.17788425300000002
Rocky outcrop,18.816305508,26.380661617999998,5.254879851999999,0.0,2782.262076772001,0.0,2875.022789605,5147.262175821999,0.0,,313.189011235,2177.6917431910006,905.0492326479999,61409.000813269995,0.8028436459999999,5.146288447000001
Salt flat,0.0,20.395274611999998,1.069674634,,52.40663782,,2.8505725219999998,13.73347918,8.83262879,,4.71956629,0.178082556,3.652999091,0.0,16057.227026,0.08921621699999999
Urban Infrastructure,0.177812482,4.999204547,21.574687613000002,,0.08845631699999999,0.0,3.3726677370000004,1.418857611,0.08921113900000001,,0.441145318,1.062925349,0.088172314,0.0,0.178168091,202553.55329799998
