,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1915293.9688681376,0.0,19.777768014,17.967843235,283.315906618,,5237.275532334999,8216.544095573001,0.0,,38.976320453999996,27703.817263939,2.205976233,7.270150134,0.0,50.639832004000006
Aquaculture,0.0,39546.2985023,4.007319397,,9.798229443,,32.5061969,12.561050397,7.4082486450000005,,40.87255554,3.652552307,306.86537030700003,0.26717028800000003,7.574997906,0.178243555
Beach and Dune,31.714578115,0.7138091010000001,89316.42335,,11.065573907000001,,250.04699511,4.819088390999999,26.853573482,,73.34895293699999,71.538108788,5.436118335,5.610580206,3.0326464600000005,13.372791553
Forest Plantation,24.85413179,,,2788.976826,0.0,,2.865239843,48.39858031599999,,,0.0,0.349105847,0.0,0.0,,
Grassland,740.385846602,41.044515866999994,12.041392846,0.0,2629092.0111552677,0.7051483829999999,19162.98718729,11993.137993691,10.531004481,,722.6172371499999,7206.589921390999,218.79755299,1456.2277333809998,80.72976996,5.3958497130000005
Mining,0.0,,,,0.5286750060000001,3450.12230254,1.4020833440000002,2.6405036510000004,,,0.0,0.870483685,0.176214105,0.0,,0.0
Mosaic of Agriculture and Pasture,6489.398690741001,22.533359422,463.78375496999996,13.363690106,115993.21697596699,1.4005540710000002,7870272.88009159,207159.608467376,4.097545697,0.0,4362.847781126,183660.72406900002,3124.6739014839995,529.044756852,68.756219125,1108.8708974229999
Natural Forest,5231.107226952,27.999004241999998,24.445822478,92.824025498,32806.347485597,2.989135174,171551.633561703,51157209.03551892,3.833750116,,2102.0160987229997,141103.25374913198,7058.094840931,2243.8232297189998,13.186891243,164.49092756499996
Non Observed,0.0,20.331646446,24.711953336,,8.380022089,,0.53528465,9.185030507,11262.161566137002,,0.0,2.298827832,11.3231982,0.0,7.5816657649999994,0.35686906700000004
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,93.66632412899999,0.445253809,144.730373358,0.0,1033.9006600100001,0.0,12474.842223699998,539.59823111,0.7128977970000001,,184607.06376605097,17183.77891381,109.76149459399997,748.647765778,2.2266658569999995,170.57766496800002
Pasture,19897.087044621003,0.0,237.93677814,3.710089423,5381.228294906999,6.346029755,81468.52343199999,156326.581933378,2.492329963,,15447.627336182,19812652.314100005,793.1299994860001,1714.6714023219997,0.0,704.515510522
"River, Lake and Ocean",0.533570734,237.65821567299997,63.144529722,0.0,1007.863772085,0.528272784,8590.527620136,9860.857682634,5.792047198000001,,983.9271183129999,1228.3240159780003,947105.52619537,535.286102242,4.012719788,0.178423474
Rocky outcrop,2.989691492,2.76056543,8.193796161,0.0,700.7673712990002,0.0,1702.562472779,3733.8514893300003,0.0,,469.50054463299995,2882.6260910260003,67.7271583,55828.69916055001,0.089253833,6.477563288
Salt flat,0.0,46.937826322,1.7823131349999999,,41.642658690000005,,4.100452526,13.018682622,6.067143054000001,,2.849982209,0.17808078,6.948720958999999,0.089052417,16031.888179000001,0.356918274
Urban Infrastructure,0.0,0.0,43.760787982,,0.17601922600000003,0.0,3.901457349,1.246080012,0.178452008,,0.531432428,0.880447657,0.08920170300000001,0.0,0.535243744,208942.33057799996
