,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1104356.2134635658,0.0,22.713114258,0.086394055,347.737583991,,2209.25919163,5716.824027390002,0.0,,6.827911071,7148.469412878999,0.175626306,0.6200407960000001,0.0,1.755606147
Aquaculture,0.0,27727.036873499997,11.309815928999999,,0.535169256,,24.138941108,9.270029082999999,0.445275226,,4.185274646,0.267135565,39.028714962,4.901823639,8.104134808,0.0
Beach and Dune,0.178141028,0.623394519,111524.71432,,0.44589257800000004,,129.108081171,307.67835780099995,19.267867041000002,,32.040974874,6.590876562,7.305212683000001,0.178092468,14.162748847,42.438776906
Forest Plantation,0.172793878,,,1549.9528391,0.0,,0.524257727,3.7062732429999996,,,0.0,0.0,0.085919965,0.0,,
Grassland,187.274211013,2.05262121,10.243092328000001,0.0,2963678.6669246596,0.44082677,35171.9678041,31946.364434404004,1.338325013,,384.7035614900001,30703.37526963,1895.002262299,248.84554509199998,15.76371674,5.739373584000001
Mining,0.0,,,,0.26434194899999996,3452.4417729499996,0.702597656,0.702850128,,,0.0,0.086746191,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,9518.420946038,11.577746861,655.509579205,0.5239983340000001,27481.707645236005,0.262670819,8634950.22093635,195398.876103037,1.1580971800000002,0.0,1655.87228699,176814.052534,12597.147480553002,1358.826945256,1.2468317880000002,923.808551106
Natural Forest,2170.8575284280005,47.623607543000006,219.675299536,3.37177633,24194.239827582,4.909727319,331104.8297590799,53409845.29897222,1.241535656,,1141.8519956639998,206978.422969203,22297.892161344003,2372.387331565,56.592523192,271.106113928
Non Observed,0.0,22.278905041999998,24.672808444,,1.160023078,,0.446367487,9.626737873,11458.094584919998,,2.497883422,1.140589349,3.563547925,0.0,5.347475475,1.071286743
Other Non Forest Natural Formation,,,,,,,0.0,,,0.089018445,,,,,,
Other Non Vegetated Area,61.889129600000004,11.784661888,49.805072465,0.0,285.542679084,0.0,4544.6375516610005,512.680816023,0.445752838,,96792.19292483901,10186.951696408,907.2834247220001,609.7132487089999,0.44526439799999995,24.356392037
Pasture,17529.969004177998,0.80153042,78.72324198,0.172791418,8459.433815065999,0.08692412699999999,119070.72453800001,216784.961287363,1.414209424,,1357.8862816820001,17493630.7033,1971.0166610630001,746.193763836,0.356171759,561.7339518789998
"River, Lake and Ocean",0.533055823,157.705177974,19.414560345,0.0,300.03674985300006,0.0,4621.042024179999,6586.9206158880015,4.994019587,,381.07570142300006,1074.917091536,650490.635418317,312.219734197,1.158215399,0.08741948199999999
Rocky outcrop,5.835517376,38.20633112,20.037812844999998,0.0,1795.410221326,0.0,2546.323859825,3051.4887459100005,0.35631950700000004,,872.663584689,832.3344144700001,408.936547668,58865.91856480499,0.0,0.08869508699999999
Salt flat,0.0,21.637892598,18.346193159,,48.794380141,,4.452688769,62.356235901,3.832023481,,1.7811535269999998,1.513701819,13.092543228,0.08904821800000001,16941.87625,0.71369281
Urban Infrastructure,0.17722006199999998,0.0,12.756443197,,0.08742712400000001,0.0,3.9847593560000005,1.6917669320000002,0.0,,0.0,1.408915181,0.0,0.0,0.267647473,133601.613158
