,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1920095.5171153427,9.793848145,31.53315792,18.550391718999997,341.888646989,,3507.038204423,1795.460121121,0.0,,77.222587945,5766.674320352998,0.08857415800000001,1.500316089,0.0,73.37131263
Aquaculture,0.089057678,42312.217506,0.979687677,,27.374243487,,0.979540649,8.811725898,8.552307702,,0.979324622,0.089043994,67.95900895,0.801719428,9.448350183,0.0
Beach and Dune,11.309330475,14.010982547,103564.99627,,19.274757778,,129.53125949,2.0528082519999997,30.152793900999995,,25.04134167,47.670069279,24.244178666,5.699093866,1.695071698,60.26642306
Forest Plantation,9.243574664999999,,,3207.399323,0.0,,1.310937134,68.708315427,,,0.0,1.554382678,0.0,0.0,,
Grassland,848.632183923,71.41229259,12.738834454000001,0.172746698,3215423.6321050003,0.440530646,29855.777292441,28979.851656337,7.046388501999999,,1678.724188482,13624.150791223,218.626502531,1031.587355972,69.074709048,27.808518422
Mining,0.0,,,,0.0,3552.7932899300004,0.34970706799999995,0.35194368299999995,,,0.087982721,0.0,0.175775293,0.0,,0.0
Mosaic of Agriculture and Pasture,24152.049683241996,160.09752635,856.4249647500001,0.952831037,42585.60350328601,0.706494476,6810608.677744972,124923.17458048397,1.2468311650000001,0.0,1199.4481206560001,201932.05331775898,808.5679225259998,2378.74178475,3.925525732,2018.5823116000001
Natural Forest,14063.748666609003,90.823212392,37.489202688,116.38945473199999,53471.578521886004,4.5730143430000005,124474.772085043,50868852.64965472,2.580895361,,498.019718692,253712.41877080998,2623.2549633169997,2178.673420480999,36.225112704,133.79959074500002
Non Observed,0.17855971699999998,4.811050006,55.771717503999994,,23.28174936,,1.249507086,3.5620290220000004,10858.601910173,,0.356463001,2.4930281189999994,16.136889569,0.445414837,6.335398786000001,1.160258191
Other Non Forest Natural Formation,,,,,,,0.0,,,0.267011835,,,,,,
Other Non Vegetated Area,65.79637140700001,42.469824447,139.100611736,0.0,838.030302439,0.0,4456.713728524,1194.028331005,0.445739282,,123595.57709388,8154.5922021100005,101.251848663,1257.9905607310002,2.6734161309999998,210.780874934
Pasture,73121.14100241201,0.0,227.49773040999997,34.31682474,12031.655127402,0.7829081179999999,94330.95380419999,90167.48543325497,1.416748437,,4510.146628801,20800443.982399996,434.6265845280001,2144.422868328,0.0,1941.98550153
"River, Lake and Ocean",4.485691517,130.706324719,241.90017192200003,0.0,3802.539326056999,0.0,21955.423393000005,51038.085589199014,5.885707757,,1017.11204703,24951.653264099998,709754.9146836449,368.01049952200003,1.515939514,5.744103876
Rocky outcrop,3.509715974,12.46673046,1.9591495540000001,0.0,922.3990453399999,0.0,427.85273653499996,2418.211303109,0.0,,88.09256168,686.752250949,80.962105541,57383.9677974,5.165104034,8.147198718000002
Salt flat,0.0,29.800827841,2.228042615,,75.142165864,,4.990387482,9.799324823000001,4.190168176,,0.6235421259999999,0.267123743,7.755914295,0.890726538,15740.151719,0.0
Urban Infrastructure,0.08922918099999999,0.0,13.015317346,,0.6231536440000001,0.0,3.281109717,1.156879016,0.0,,0.08880162400000001,1.8551714059999997,0.089207019,0.088710681,0.089215295,229555.31732199996
