,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,895846.3567858957,0.0,0.356482397,0.0,85.823973679,,1916.509912492,2428.8890454079997,0.0,,39.764507523999995,4060.5930015719996,0.9484786559999999,1.2269482420000002,0.089255426,4.710920531999999
Aquaculture,0.0,27824.201165199996,7.668167945,,54.638189585000006,,8.820822026999998,28.773634336,64.998140155,,113.383475111,5.1649825069999995,107.957923244,0.35622428,173.577936602,0.0
Beach and Dune,20.220599847,1.781251563,107254.22308,,6.426146965999999,,1317.883954284,66.497973874,27.292521068,,155.87932173000002,95.283999862,11.687764856000001,10.509599805,2.228537793,32.281304507
Forest Plantation,0.0,,,1481.8127467,0.0,,0.0,0.261834716,,,0.0,0.0,0.0,0.0,,
Grassland,577.721003874,11.232032849,26.33295009,0.0,3027567.2707151,0.088114386,143300.18748440998,34751.244060082005,1.873791974,,1828.048978679,16093.315503019998,2371.97801902,2910.257926242,52.568247286,1.2419049320000002
Mining,0.0,,,,0.08810526099999999,3481.62978709,0.43941013100000004,0.7067306760000001,,,0.08886959800000001,0.087731189,0.0,0.0,,0.08675813
Mosaic of Agriculture and Pasture,27255.159716989,0.356218353,446.10130863999996,13.739104804,24271.580051760993,0.086759937,8793506.533204792,337491.696223587,0.5337298829999999,0.0,888.595097932,164873.482249,10356.19003131,3229.3301152999998,3.2979129579999995,1808.6672078359995
Natural Forest,6169.949519232,1.248132764,117.557023282,26.569254059000002,24720.755633746005,1.4892691040000001,224944.68400011,53054741.70500928,5.616276148000001,,808.3178792180003,153412.90143780402,20085.269429352,9959.58870839,19.889344002,125.75323152800001
Non Observed,0.0,4.719775317,32.192699673999996,,4.374521125,,1.1551557190000001,4.010304743000001,11255.37235789,,1.4264599489999998,0.878708387,1.6936451470000002,0.0,5.351922235,13.472343599999999
Other Non Forest Natural Formation,,,,,,,0.0,,,0.178004785,,,,,,
Other Non Vegetated Area,241.55720411,0.44531080900000003,158.837509378,0.0,159.012199439,0.0,1567.6296049840003,1624.2860543759998,0.357161664,,97907.269014133,2300.43035678,585.6842292709999,368.24304963300006,0.9797301880000001,24.400317484
Pasture,66107.67560230699,0.0,56.814354099999996,1.295925885,26710.519533461,0.08677204,138881.168071,167828.13861108798,0.355093335,,2967.953512139,17663539.369,1232.838216579,3449.240449958,1.7808333619999999,357.162606719
"River, Lake and Ocean",0.178011682,35.460794202,19.87566831,0.0,202.42051285099996,0.0,8750.714511490001,19208.182389166996,5.263935736,,47.628817944,6799.901251693999,673217.4163876929,205.61346184699997,13.196815912999998,0.089214551
Rocky outcrop,33.540184554,0.534417243,4.098879418999999,0.0,655.8313858749999,0.0,3131.326723823,6558.635754911999,0.178365668,,100.04903250199999,930.049571532,508.11569618,82551.50089121099,1.158689069,0.713354742
Salt flat,0.0,2.7618207759999995,2.7653227110000005,,36.736077820000006,,6.2474005560000005,92.96000644099999,10.611703974000001,,0.534314417,1.157567108,18.179486617000002,1.069152625,17554.971411,0.089208698
Urban Infrastructure,0.08845631699999999,0.0,17.724796635,,0.0,0.0,2.029888549,2.6722953069999993,0.0,,0.0,0.353041534,0.088172314,0.0,0.26764461100000003,116251.720719
