,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1320496.8497238755,0.0,2.227205255,0.0,143.091885504,,2879.3691335979993,2040.928221306,0.0,,9.645055645,11046.787912515,7.661273413999999,0.0,0.089037811,17.216672436000003
Aquaculture,0.0,26183.4708623,23.15300598,,9.000857294000001,,1.157804004,0.8909095640000001,7.309456238000001,,2.226243518,0.0,22.83929835,3.654647705,1.870751563,0.0
Beach and Dune,17.735153802,8.994829211999999,107495.30765,,8.743712439,,426.92934902,66.15755399700001,16.320660229,,19.187191846,87.835859249,19.13961471,4.366514172,3.7462838869999997,9.895067249
Forest Plantation,0.259202875,,,1535.0530307000001,0.0,,0.0,5.519729046,,,0.0,0.43789826,0.0,0.0,,
Grassland,287.30240405699993,40.065304919,10.089134144,0.0,2988350.0905250004,0.17621593,26982.372503284005,29121.315336848005,1.4280386349999998,,381.784896066,18919.23560524,1342.268503199,496.6626368690001,67.69548531,28.414581358
Mining,0.0,,,,1.145455072,3421.18137686,0.44316760899999996,1.414917175,,,0.0,0.617481415,0.088110669,0.0,,0.0
Mosaic of Agriculture and Pasture,27248.721570176003,37.695869972,113.804055563,0.17392301599999999,49830.595879385,0.17649367100000002,8229672.875232819,230905.96117584797,0.802619379,0.0,25439.983505736007,229188.615333,7654.204199514,3242.4692676109994,10.601314929,1854.5755015899997
Natural Forest,16167.4659548,17.738308348,36.419659489,1.120566559,22418.334459891998,2.9804553399999993,232151.18443086997,52471978.87078932,6.867876324999999,,3362.625293017,279717.660485369,16674.706038405,3571.5879965520003,18.200476838,303.28469917399997
Non Observed,0.0,84.92908776099999,29.90409311,,15.524653614000002,,0.17848698699999999,7.487996612,11267.996137503002,,0.267671747,15.517195455000001,6.684890564,0.0,9.5436781,3.213949372
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,282.167352478,31.640793131,40.085986314,0.0,268.359149256,0.0,569.137078657,408.74433654999996,2.4963230530000002,,88226.10685657001,3262.77034194,321.894444646,292.97036087,3.7494135620000004,78.369901003
Pasture,42348.909920353995,0.0,16.040428548,0.172671716,8432.488192833998,0.17351044300000001,134700.34802,182330.183628105,0.528895594,,3715.273342688,18523223.446775407,1052.59457106,1321.83524663,0.08904638699999999,1394.058984427
"River, Lake and Ocean",0.351877912,767.98264645,3.56616789,0.0,422.273594294,0.176219159,1910.0323605309998,11110.147167871002,9.720986523,,47.351207647,1548.8807017049999,617029.0201978481,206.388362183,2.852683246,6.843620208999999
Rocky outcrop,0.7090688169999999,78.601188612,15.050792504000002,0.0,434.4761094550001,0.0,1513.38735424,1806.4102501549996,0.08905720800000001,,578.668382768,264.131488628,427.908154257,58812.709824490004,1.06942395,43.116327603
Salt flat,0.0,8.998290503,1.873041169,,44.826564651,,1.425262372,96.36425229299999,17.404112087,,0.534517871,0.26712511,3.832579901,0.892394782,16890.612486,0.178427295
Urban Infrastructure,0.0,0.0,8.553837408,,0.5282017160000001,0.087663409,2.128648413,1.5075563959999998,0.08921737699999999,,0.265531714,1.760768237,0.0,0.0,0.356841339,148305.82312000002
