,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1365429.8479023513,34.023107979,25.498576352,3.3082547790000003,2860.4375666450005,,14421.116857827,24291.273809609003,0.0,,112.348578974,37744.891395526996,29.793538887999997,214.10693856999998,0.0,2066.713561022
Aquaculture,0.178117993,27324.864933999997,0.712399274,,69.51871237,,1.872578894,58.860387102000004,80.98203731999999,,10.8639055,0.0,140.830226177,43.636888436999996,94.91909048,0.0
Beach and Dune,438.000565457,1246.1848026999999,93714.70437,,488.77810717,,4748.329953,674.088644509,579.35235815,,69.23202577,1310.3088756,824.20819494,481.355423751,71.60901149,1103.7789434
Forest Plantation,6.0475099,,,1476.0272177,0.0,,7.324141028,1.808742987,,,0.0,0.43117236299999995,0.0,0.0,,
Grassland,38198.24814427699,1172.7597504,84.009570273,10.398713635999998,2705880.7636163705,4.146832208,98964.494639087,50950.806959091,7.852614044,,3625.113504206,134008.89129538,2106.21928384,4783.519655635,144.941715831,1634.6267799159998
Mining,0.260613263,,,,139.67119780200002,2585.478675496,266.109887453,210.18786019100003,,,39.831857604999996,95.700287506,13.46709303,0.44063655999999995,,77.18531633
Mosaic of Agriculture and Pasture,202865.25206778,4649.729490936999,1542.51091558,101.831015191,285822.323065675,15.580147034000003,5403227.534172819,837317.9310391172,0.624360651,0.0,22558.328343358,1524877.5731400002,12095.17572612,5545.112001383,21.835882492,34991.405216900006
Natural Forest,430858.02040924015,2287.712017535,870.0986801519999,2390.9881591490002,52773.879820343,165.750194166,977117.4811959891,48287505.93301797,46.39508828899999,,4048.6667230979997,3130725.4155698987,36088.290988404005,9281.003317647002,115.85038522900001,18180.769514158004
Non Observed,4.994899543,187.29210744,111.670470163,,20.968729708,,1.0711479179999999,60.218390541,10530.368920063001,,0.356693542,90.471128862,15.607485268,0.44531378200000005,24.546772725,118.00293056699999
Other Non Forest Natural Formation,,,,,,,0.0,,,0.08900919199999999,,,,,,
Other Non Vegetated Area,1394.2629680490002,821.01672623,104.549333295,0.0,2125.9915312730004,0.0,9391.502862005002,1832.8100767790002,0.0,,108957.282955966,12836.008244796001,342.034266593,6062.126143407,11.049434227999999,1169.736426979
Pasture,620572.2091750241,821.110599431,208.76981641499998,455.594917717,86959.617852847,10.18090116,668109.08375,1300247.87174156,17.527296185,,15663.635850969999,16500578.5139,9254.588063569998,12211.821962035003,5.96615083,54512.40338900001
"River, Lake and Ocean",1021.0241607959999,1046.49259759,163.11210441999998,17.613733478,1792.35162512,1.672209265,20214.741117589998,49736.53293896201,13.100641032999999,,978.9683041969998,27738.867470899997,561452.1513284408,724.7767333849999,14.257808287,93.876030823
Rocky outcrop,462.018590674,332.75162438,19.077011068,0.0,3243.766009733,0.0,1537.87690416,8761.105862352,0.0,,1237.228984167,3994.068810591001,259.021757089,58259.56898859,17.036531849,91.288661439
Salt flat,1.068445288,966.5605573299999,71.19871289700001,,324.5143339,,20.228567287,333.80592835,80.704949383,,49.363684771,0.178209882,69.01931842500001,91.89927967899999,14983.793298,30.779977371999998
Urban Infrastructure,0.0,6.249007874,67.30477315600001,,0.44607995,0.0,0.533743219,1.5085063600000002,0.0,,0.0,0.705676032,0.177379333,0.0,0.08921169999999999,158341.128166
