,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1024181.5078657431,0.0,70.09898104599999,38.272939803999996,2474.3617899160004,,13995.167583944001,13869.011878498,0.0,,221.736784987,56783.588925752985,5.476640038,15.019339688999999,0.0,61.681570729
Aquaculture,0.0,26518.811388600003,248.13287821600002,,143.74752635000002,,344.819103715,67.618530206,81.683071498,,234.38982193400003,0.0,430.80524136,74.31681049,93.441180722,0.0
Beach and Dune,100.46216384,9.174327252000001,105683.31769,,49.621784391999995,,1733.5985344999997,730.9730489839999,82.99219914000001,,100.082841977,245.50454459300002,69.484259037,10.781967261,54.981919921,347.19077058999994
Forest Plantation,0.08639362800000001,,,1524.9529440000001,0.08763201300000001,,54.911133108,13.147121539,,,0.0,23.82046807,0.516211804,0.0,,
Grassland,3867.6427055049994,199.9877722,31.197303272,0.0,2757854.237763,0.35256910399999997,94326.56382124202,58827.36591592599,4.195302991,,1131.0900861680002,102540.847390364,891.7698559520001,2075.827715045,151.00316942,329.427340756
Mining,0.0,,,,1.938457013,3452.40327284,1.760443,3.970474573,,,0.0,0.882024182,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,123113.309693074,131.52200799000002,2053.34239179,0.519556512,114279.174520277,1.315289233,7010311.925196351,701430.9885690741,0.713890839,0.08900919199999999,26136.28370275,1189797.51588,10989.22367696,3581.127551321,14.610165806,6245.152572435
Natural Forest,73000.76374128499,178.98096999900002,365.21623052300004,7.837400702,72928.196944847,15.925620667,905959.7345920762,51587571.117092736,7.040856817,,3806.056876314,1357855.7969657697,49366.89534839101,8236.785889366,65.856135698,3412.101774872
Non Observed,0.357106262,117.29665227599999,114.50160859300001,,15.436336792999999,,0.356988879,44.16530232,11064.455123938,,0.53534361,44.734029634,18.089763883,0.0,41.863225933,4.017241968
Other Non Forest Natural Formation,,,,,,,0.0,,,0.089018445,,,,,,
Other Non Vegetated Area,938.2426373530001,181.260651959,124.49664342099999,0.0,694.6037472419999,0.0,8263.303525254,908.7897293509999,2.050927447,,102933.92429433101,29033.736325965,499.4104610769999,1003.262351022,15.523516966,251.87759112599997
Pasture,157829.02244778106,72.368285978,347.13423660899997,0.601512299,41056.400730299996,0.350024066,673355.9051900001,733171.022685832,3.873388543,,8544.530024873,16037090.919400001,4532.913191766001,2201.0357011720002,1.157555237,6233.5363751
"River, Lake and Ocean",37.124958338,344.644598746,91.803853461,0.0,1359.034170939,0.0,11733.236048725,28400.478867522997,9.185778125,,247.38204071,7753.195773800001,601136.2411887281,373.26604132100005,7.5778060599999995,13.091168132999998
Rocky outcrop,182.558910573,106.35430873,30.902966477,0.0,2721.2264268110002,0.0,3470.685534984,9063.187178682001,0.0,,372.5941184960001,16624.648957415997,448.82786166999995,82345.26932435701,10.344097815,17.3810771
Salt flat,0.44519331700000003,74.46312212299999,61.460299081,,242.83348261,,9.884413678,159.80480334100002,24.275718307,,34.997288613,1.068499829,31.564938819,11.326492389000002,16843.903917,1.1597685
Urban Infrastructure,0.17722006199999998,0.0,9.721612688999999,,0.17348544899999999,0.0,1.413954023,1.6928988580000002,0.0,,0.17748657199999998,1.229514338,0.0,0.0,1.338208551,127387.81131399999
