,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,797830.667258216,0.0,0.53553493,0.0,97.824879249,,3470.384938791,985.4107993409999,0.0,,30.631170345999998,11484.132385466999,3.584629028,1.402235364,0.0,1.4933366940000001
Aquaculture,0.0,27990.294222099998,0.801532452,,0.803524738,,0.089056342,0.445595331,0.44555068400000003,,0.267146045,0.0,4.283624097000001,0.089064868,34.031619047,0.0
Beach and Dune,0.08925521199999999,0.712495001,109288.35842,,6.874305005,,157.574221471,83.56998751,16.869397501999998,,44.008218222,8.371436206,1.424952472,0.356285168,1.427801362,7.753005486999999
Forest Plantation,0.0,,,1822.4156137,0.0,,6.742955695,67.833007772,,,0.0,0.175214087,0.258299249,0.0,,
Grassland,187.11788926699998,9.015980158000001,10.265475372000001,0.0,3196513.291582129,0.0,34749.810345670005,22255.214916884994,0.98153172,,180.33442031500002,16252.8400268,1707.2643533510002,545.313639622,19.159324613,87.035386346
Mining,0.0,,,,0.44166180999999993,3489.5476407300002,0.43678650500000005,1.1497584220000001,,,0.0,0.351732947,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,4320.160888965999,22.44545859,195.575368926,0.173959845,30764.585494065002,0.530101093,8952779.393414065,199078.772713963,1.515737304,0.0,1892.7647815530001,320869.00622,4528.578587710001,2459.54097172,2.228382972,883.813122136
Natural Forest,2820.025385877,64.758194858,72.65710932799999,4.521007312,50733.567893356994,1.2237385440000002,305356.197720583,53884236.53474917,2.7608733709999997,,1807.8869717280002,238368.23830753705,13075.973763185004,11192.371135428,19.965315009,171.024382542
Non Observed,0.0,25.352285934,17.396305325999997,,1.60542207,,0.35637434100000004,9.549796056999998,11432.791191075,,0.26739895,0.8821000980000001,1.7827312860000002,0.089076599,8.118594025,4.642916858
Other Non Forest Natural Formation,,,,,,,0.0,,,0.177972247,,,,,,
Other Non Vegetated Area,452.71682832000005,13.180066330999999,8.744538404,0.0,848.749728239,0.0,8845.425138427,924.8898605310001,0.98220531,,146794.498615556,18003.996361933998,398.34861627199996,288.537023414,0.6237908990000001,35.482072011
Pasture,25826.06070874201,0.0,9.884307001,0.0,10778.81317697,0.0,139433.41163499997,132357.051345176,1.4186340999999998,,22016.06037835,16398633.047599997,1028.5823480099998,8594.611309380001,0.0,679.3623246070001
"River, Lake and Ocean",0.0,80.05304072999999,47.071785503,0.0,794.4609117309999,0.0,3378.13355633,14033.523737270998,3.8352709230000004,,223.81073580600003,1243.244952367,779768.1044081381,256.861714792,7.583448426,0.699157666
Rocky outcrop,12.701816337,0.0,0.089055328,0.0,8890.616961792999,0.0,6044.886007643,9512.180949820997,0.0,,74.336786553,7040.568986005001,240.09385469400002,119359.74281442299,0.0,22.07290114
Salt flat,0.0,3.206133758,3.654449097,,61.132474738,,8.641630229999999,28.795573716,6.334379865,,1.694784222,1.86984444,1.15828327,4.0175721310000005,17775.283095,0.0
Urban Infrastructure,0.0,0.0,8.198508941,,0.264927356,0.0,2.043057215,1.069456665,0.0,,0.262512042,0.9649798159999999,0.088697943,0.0,0.089209314,108295.545559
