,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1376490.9828305624,0.267238007,11.765330787,0.08639533699999999,863.800996749,,15575.624903835,4816.47428233,0.0,,1098.432947584,60977.815596753,10.948499713,15.032254108,0.178077441,8.443397113
Aquaculture,0.0,28402.860358299997,11.75511944,,0.08929025300000001,,0.089110266,1.691911395,14.159280226,,0.0,0.0,13.179831788,16.923240161000003,7.398349261,0.0
Beach and Dune,5.343678937,35.816674325,103539.66226000001,,18.112342961,,322.10591597,5.346451,27.734480167,,55.40070939499999,39.996993294,23.966730245,136.29558029,7.397295849,13.367796178999999
Forest Plantation,0.431990771,,,1442.8381822,0.0,,0.0,1.5538116450000001,,,0.0,0.522530316,0.0,0.0,,
Grassland,399.490047359,221.27691650999998,9.193060516000001,0.0,3103655.480256035,1.41039353,42429.32801216,12021.920305257001,5.621452777,,2070.063681882,22487.451345981004,3500.402802714,720.8852998509999,36.963241024,26.972010779
Mining,0.0,,,,0.17623409399999998,3401.74524505,0.7871432620000001,0.616842652,,,0.0,0.259615571,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,9257.603060121,315.2132935,296.79458494,0.173992151,23042.72082125,0.35093631000000003,7898033.71287,153999.540169156,0.356449921,0.0,8661.868925772,137494.29688900002,25477.323450429998,5101.832449893,12.02172469,573.2919490019999
Natural Forest,5799.779551382998,137.78262791400002,39.616748175,2.674924567,16745.556099770998,11.935120724999999,263398.39920739294,52215901.57928027,4.992896098,,1785.38661944,198729.52640880004,19288.985560342997,3925.1621990229996,7.576467371,90.430701821
Non Observed,0.175470435,39.172779653000006,23.917545455000003,,8.653238275,,0.624965863,2.7607758110000002,10937.43132885,,0.534806805,12.580840329,3.835118927,0.7125153320000001,7.227430494,3.300551459
Other Non Forest Natural Formation,,,,,,,0.0,,,0.177998706,,,,,,
Other Non Vegetated Area,96.589575312,316.76657480700004,22.583523303,0.0,242.09190654000002,0.0,5420.743751161,326.240609297,0.267401252,,160864.276279945,6033.279088013001,2297.472276523,1241.7194273490002,5.699331348,81.05339142
Pasture,28262.834167172,0.089042035,68.134671283,0.25839289600000004,6473.776175764,0.43753596200000006,130345.474009,95113.597013503,1.0651252500000001,,7277.537852404,19122511.13525123,4047.9810230809994,2056.412184396,0.089043842,403.32383353099993
"River, Lake and Ocean",0.0,177.519206402,9.808896399000002,0.0,1023.1397427389999,0.17585799600000002,1944.664627214,4533.441900770001,9.802846295,,88.714098239,111.33738576799999,629146.07681191,253.02420913,1.7821906120000002,0.17840888100000002
Rocky outcrop,41.873668436,222.12591427,65.819324444,0.0,1004.5575953960001,0.0,1049.0704045439998,1799.658898534,0.0,,1156.5751556169998,2218.858533646,559.223666817,76213.42068009,5.080384637,7.12277171
Salt flat,0.0,9.531869159,4.4591563480000005,,120.77316436999999,,2.496197211,10.606894622,8.65547583,,3.1175635309999996,0.17855934399999998,2.137342706,11.769871385999998,16801.905546,0.802902405
Urban Infrastructure,0.0,0.0,14.706361572,,0.265929669,0.0,4.26377776,0.5352471320000001,0.0,,0.177582355,2.2971973259999996,0.089207019,0.089218768,0.446062433,163570.45270999998
