,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1840451.313645511,0.0,15.676749719,6.1292886289999995,237.571698921,,2591.5028999979995,2534.611699036999,0.0,,232.811504396,6609.720487092,3.61692229,5.706262689,0.0,22.596790960000003
Aquaculture,0.0,37581.0975448,0.534321301,,19.81377241,,38.91515574,10.792818816,0.9816076840000001,,6.410574523999999,0.0,47.784380021,0.534381036,14.082738245,0.0
Beach and Dune,28.591922398,0.979715735,93475.20726,,28.296123492,,960.9088031,15.260789357999998,35.50725911,,282.34575473,436.10824805,75.352957961,12.824197319,6.5118990839999995,13.012340888
Forest Plantation,2.331580926,,,2432.276893,0.0,,1.033685028,2.24495766,,,0.0,0.175278918,0.0,0.0,,
Grassland,906.5323004699999,33.704200013,10.712031073,0.0,2675530.2036262,0.43421299999999996,20267.748658475,19661.558366719,9.281533575,,796.746126497,15981.405392307002,1188.222318469,1582.65158713,44.513984379,15.022866450000002
Mining,0.0,,,,1.321645013,3495.3031363,2.112510529,2.5622856389999997,,,0.0,0.700648578,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,11875.114662221,95.02249387399999,150.06105256600003,2.0786844110000002,24357.78020484,0.262364783,7990120.559944971,194664.547541928,1.2489979240000002,0.0,4962.598506637999,150524.429867,15031.290567459999,1855.1962632599998,13.455401721000001,1450.800992036
Natural Forest,5902.651593580001,29.558184319,10.427699006000001,184.652615756,18745.047282213,9.147071545000001,201527.59386928496,51097426.39073635,4.086395246,,4812.091273186,211301.22291353598,16040.049429668,4284.340814581,6.770107551,104.348485147
Non Observed,0.0,5.61177276,28.021968058,,13.294011642,,0.623814648,3.472678815,11182.903991597,,0.7128792719999999,1.151844818,5.970197785,0.089289069,6.154024622,7.588775635
Other Non Forest Natural Formation,,,,,,,0.0,,,0.35600864299999996,,,,,,
Other Non Vegetated Area,243.912827631,0.0,22.669022158,0.0,843.3264569120001,0.0,4384.771291428,632.7430989300001,0.802673589,,163546.947200761,7400.6497284960005,555.451063064,328.82401911,2.048686316,109.757389743
Pasture,39995.00922914,0.44530444999999996,74.99658605200001,29.621833979999998,5005.477532268999,1.129845343,103891.02462299999,108306.98654368201,2.657957385,,5138.847609386,19922744.663000003,1019.916098106,1858.7882915679997,0.0,747.55748585
"River, Lake and Ocean",4.611255932000001,176.906209375,17.638649217,0.0,1672.794083518,0.176229608,12495.9540898,15945.656287116002,7.043033470999999,,352.19744629499996,3616.667147479,881050.381165531,958.1579542569999,8.299258953,0.088172314
Rocky outcrop,17.188486023,12.65680863,1.068840472,0.0,334.56738881100006,0.0,1376.9002747989998,2458.681044066,0.0,,600.9666773299999,5761.930355846999,370.022535328,60345.10059606001,0.89122251,0.535175861
Salt flat,0.0,8.731369781,1.7821872069999998,,20.861346706,,2.583132898,11.318681671999999,11.244757367,,7.034195544,0.178083215,10.687756298,1.2487781550000001,15920.36018,0.8029168520000001
Urban Infrastructure,0.0,0.0,37.263557162,,0.17842981600000002,0.0,3.012199226,2.4847814379999997,0.0,,0.08874008800000001,1.8493883899999997,0.0,0.0,0.178422119,194866.59160299998
