,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,736924.1899191653,0.0,0.267763861,0.0,29.289217367999996,,893.316890386,372.42621242999996,0.0,,6.953553600999999,11540.91956808,0.0,18.209418466,0.0,8.244086817
Aquaculture,0.0,25474.9089353,0.35627312,,0.6247382930000001,,0.445260455,0.26731839,0.5345877499999999,,0.890570972,0.0,10.349907849,0.0,3.209741754,0.0
Beach and Dune,0.357083838,0.17811552100000003,104890.49236999999,,4.370575397,,109.06225685000001,59.72810608700001,16.866453119,,37.27662828,6.05515144,1.604959296,0.0,1.248008807,11.404339025999999
Forest Plantation,0.0,,,1502.6771894,0.0,,2.7901649529999997,213.96497871900002,,,0.0,0.08597019,0.0,0.0,,
Grassland,256.33721298500006,978.0875854390001,27.993028042,0.0,3356850.4522691006,0.970032605,66552.847964525,21930.858870933997,1.8738471869999997,,1046.203127519,19075.803805035,571.25287126,1038.888234,37.086055986999995,27.781710304
Mining,0.0,,,,0.088107928,3445.9628630500006,0.5288317069999999,1.060020538,,,0.0,0.0,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,3799.350918255,36.777422042000005,358.18769492,1.225955341,32582.862875283005,0.9703074469999999,9588900.653614065,205395.55997106901,1.515712574,0.0,10045.949983396,294242.21306599997,11634.79285093,22161.707748373003,8.550241559,1614.476618724
Natural Forest,3990.854708532,74.90302285,100.495730894,51.252048828,46472.38448335601,0.617752728,306914.329420598,54731535.099997774,2.048193799,,1755.0155964160003,155073.48206864198,7993.414683615,6193.127157502,20.231906618,321.363748405
Non Observed,0.0,52.652908882,22.206623360000002,,2.2304464970000004,,0.17643977100000002,4.809965753999999,12007.114561826,,1.871610944,1.844475756,1.159323377,0.0,6.600536762000001,0.178434015
Other Non Forest Natural Formation,,,,,,,0.0,,,0.0,,,,,,
Other Non Vegetated Area,352.16751989799997,87.57327745900001,68.511669581,0.0,986.905748535,0.0,7937.9889894319995,1237.396737721,0.534680518,,150958.293415107,2772.872455383,419.385633645,99.199928543,1.8707224370000002,77.42828797
Pasture,22298.087448715003,0.0,9.169933294000002,5.886734088,20426.090865806997,0.17479765600000002,150074.65191100002,147031.42655545005,0.526573267,,1790.1812821549997,14958402.2259,3793.538741968,4851.01222108,0.0,537.4479471809999
"River, Lake and Ocean",0.0,124.94798926500002,15.055921853,0.08623018800000001,1454.187735714,0.0,6063.61932246,22393.60676376699,4.367315918,,390.75069656500006,187.056146578,742109.3605489571,219.28707190400002,4.813609601,0.794483716
Rocky outcrop,65.945370329,0.178281097,20.217133004,0.0,2819.668885056,0.0,3847.774665387,5608.359878482999,0.0,,51.05357515300001,976.5052899159999,339.11039445,90948.736442226,0.267614673,0.44483563200000004
Salt flat,0.0,7.749594782,3.120062518,,36.227150795,,2.5825831600000004,12.579829809999998,4.813763841999999,,1.3360105399999997,0.0,9.45732398,0.089204633,17804.918707999997,0.08920791
Urban Infrastructure,0.0,0.0,6.861565961,,0.088843579,0.0,0.705396429,1.424979119,0.0,,0.0,0.7060632809999999,0.0,0.17840239300000002,0.0,92773.69966
