,Agriculture,Aquaculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure
Agriculture,1900888.2048917883,0.0,30.825724633999997,42.067128998,553.950833642,,9205.723134144999,6334.526270462,0.0,,12.138291651000001,30134.116929444004,0.621973322,0.263224365,0.178074426,39.57250832700001
Aquaculture,0.0,39812.535088,1.335842352,,9.534016901000001,,33.479991727000005,14.264939386,1.6043518010000002,,0.1781172,0.0,30.10241404,0.0,10.069901739999999,0.0
Beach and Dune,4.187533520000001,3.5678787659999998,91750.58246,,11.684084985000002,,144.71309368,3.838339276,24.360839597,,112.42432783,7.673316473,10.423649121,0.0,0.713341314,35.837910893
Forest Plantation,2.070225348,,,2870.7573989999996,0.0,,1.6523291439999999,17.900970219,,,0.0,0.602662823,0.172146875,0.0,,
Grassland,1169.1424002370002,68.0988293,15.886919526,0.08645093400000001,2837363.877301231,0.264598181,22807.251757134003,19590.893168172,12.576818023999998,,737.829122263,7130.756010082,364.56449719799997,112.090274884,33.141351045,1.767173241
Mining,0.0,,,,1.145576385,3442.2069157099995,0.877878338,1.588219678,,,0.0,0.43504732100000004,0.0,0.0,,0.0
Mosaic of Agriculture and Pasture,5184.044507233,211.42018566000002,971.9505571000002,10.317065412,70978.466885516,0.43948076199999997,7427479.483791121,199695.001752556,1.51530484,0.0,3964.848317891,139600.52802499998,3117.3878429499996,311.08248674099997,4.455000543,976.543849373
Natural Forest,6513.754210958002,36.635468997000004,27.831312762000003,134.420035222,28540.744742079994,4.307599732,219227.11749435405,51269296.31353968,2.313640943,,1284.718698136,185170.31375329304,5018.378965646,2328.370413189,24.874587092000002,149.990001803
Non Observed,0.0,27.120288949,23.551238507999997,,13.645928308999999,,1.688909283,5.884874018,11175.622023290001,,0.446025342,2.031251178,8.561656757000002,0.0,7.133762121,0.714058344
Other Non Forest Natural Formation,,,,,,,0.0,,,0.177976288,,,,,,
Other Non Vegetated Area,289.56089583999994,101.33757940000001,165.02791367999998,0.0,800.226078291,0.0,17854.745152292,1051.778438056,0.891372235,,176055.944197272,20749.336100311,894.708229196,130.83223078199998,1.781139112,122.08600634800001
Pasture,26280.25708172499,10.24049258,118.68301054,6.881266302,12325.337735795001,0.95601601,105516.71189600001,190643.98800654098,12.929257478999999,,9589.390299637,19923487.871500004,949.469280923,974.2177241590001,0.0,519.880144231
"River, Lake and Ocean",3.088382965,700.041604015,10.52407807,0.0,573.703640814,0.351559991,3507.867506694,20463.507571829003,7.936404039999999,,58.762071611,306.35960454799994,900473.3656047978,63.050878742,9.175932403,0.6221400570000001
Rocky outcrop,596.125574384,0.356248987,133.58695706499998,0.0,1004.680806043,0.0,2490.166608693,1366.306040247,0.0,,3089.871388728,2447.8256513680003,184.878662772,45418.35995515,0.0,0.0
Salt flat,0.0,104.06685993100001,2.229211407,,43.5191794,,5.437874579000001,19.091262293,13.031378757,,1.1578228879999999,0.0,2.497938788,0.0,15921.148636000002,0.35685526700000003
Urban Infrastructure,0.0,0.0,50.024134686,,0.6241565920000001,0.0,6.749033948,1.245093828,0.089210681,,0.0,2.377698718,0.089218219,0.08873475300000001,0.446066455,215618.33525300003
