year,category1,category2,category1_index,category2_index,exchange
2008 to 2009,Grassland,Natural Forest,2,5,0.0
2008 to 2009,Grassland,Non Observed,2,6,5.0
2008 to 2009,Grassland,Other Non Vegetated Area,2,7,0.0
2008 to 2009,Grassland,Pasture,2,8,0.0
2008 to 2009,Grassland,"River, Lake and Ocean",2,9,64.0
2008 to 2009,Grassland,Urban Infrastructure,2,10,0.0
2008 to 2009,Grassland,Wetland,2,11,0.0
2008 to 2009,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2008 to 2009,Mining,Natural Forest,3,5,0.0
2008 to 2009,Mining,Non Observed,3,6,0.0
2008 to 2009,Mining,Other Non Vegetated Area,3,7,0.0
2008 to 2009,Mining,Pasture,3,8,0.0
2008 to 2009,Mining,"River, Lake and Ocean",3,9,0.0
2008 to 2009,Mining,Urban Infrastructure,3,10,0.0
2008 to 2009,Mining,Wetland,3,11,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2008 to 2009,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2008 to 2009,Natural Forest,Non Observed,5,6,1.0
2008 to 2009,Natural Forest,Other Non Vegetated Area,5,7,0.0
2008 to 2009,Natural Forest,Pasture,5,8,0.0
2008 to 2009,Natural Forest,"River, Lake and Ocean",5,9,5.0
2008 to 2009,Natural Forest,Urban Infrastructure,5,10,0.0
2008 to 2009,Natural Forest,Wetland,5,11,0.0
2008 to 2009,Non Observed,Other Non Vegetated Area,6,7,0.0
2008 to 2009,Non Observed,Pasture,6,8,0.0
2008 to 2009,Non Observed,"River, Lake and Ocean",6,9,0.0
2008 to 2009,Non Observed,Urban Infrastructure,6,10,0.0
2008 to 2009,Non Observed,Wetland,6,11,0.0
2008 to 2009,Other Non Vegetated Area,Pasture,7,8,0.0
2008 to 2009,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2008 to 2009,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2008 to 2009,Other Non Vegetated Area,Wetland,7,11,0.0
2008 to 2009,Pasture,"River, Lake and Ocean",8,9,6.0
2008 to 2009,Pasture,Urban Infrastructure,8,10,0.0
2008 to 2009,Pasture,Wetland,8,11,0.0
2008 to 2009,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2008 to 2009,"River, Lake and Ocean",Wetland,9,11,0.0
2008 to 2009,Urban Infrastructure,Wetland,10,11,0.0
2009 to 2010,Agriculture,Forest Plantation,0,1,0.0
2009 to 2010,Agriculture,Grassland,0,2,29.0
2009 to 2010,Agriculture,Mining,0,3,0.0
2009 to 2010,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2009 to 2010,Agriculture,Natural Forest,0,5,2.0
2009 to 2010,Agriculture,Non Observed,0,6,0.0
2009 to 2010,Agriculture,Other Non Vegetated Area,0,7,0.0
2009 to 2010,Agriculture,Pasture,0,8,1309.0
2009 to 2010,Agriculture,"River, Lake and Ocean",0,9,1.0
2009 to 2010,Agriculture,Urban Infrastructure,0,10,0.0
2009 to 2010,Agriculture,Wetland,0,11,24.0
2009 to 2010,Forest Plantation,Grassland,1,2,0.0
2009 to 2010,Forest Plantation,Mining,1,3,0.0
2009 to 2010,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2009 to 2010,Forest Plantation,Natural Forest,1,5,0.0
2009 to 2010,Forest Plantation,Non Observed,1,6,0.0
2009 to 2010,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2009 to 2010,Forest Plantation,Pasture,1,8,0.0
2009 to 2010,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2009 to 2010,Forest Plantation,Urban Infrastructure,1,10,0.0
2009 to 2010,Forest Plantation,Wetland,1,11,0.0
2009 to 2010,Grassland,Mining,2,3,1.0
2009 to 2010,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2009 to 2010,Grassland,Natural Forest,2,5,0.0
2009 to 2010,Grassland,Non Observed,2,6,9.0
2009 to 2010,Grassland,Other Non Vegetated Area,2,7,0.0
2009 to 2010,Grassland,Pasture,2,8,0.0
2009 to 2010,Grassland,"River, Lake and Ocean",2,9,55.0
2009 to 2010,Grassland,Urban Infrastructure,2,10,0.0
2009 to 2010,Grassland,Wetland,2,11,0.0
2009 to 2010,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2009 to 2010,Mining,Natural Forest,3,5,0.0
2009 to 2010,Mining,Non Observed,3,6,0.0
2009 to 2010,Mining,Other Non Vegetated Area,3,7,0.0
2009 to 2010,Mining,Pasture,3,8,0.0
2009 to 2010,Mining,"River, Lake and Ocean",3,9,0.0
2009 to 2010,Mining,Urban Infrastructure,3,10,0.0
2009 to 2010,Mining,Wetland,3,11,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2009 to 2010,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2009 to 2010,Natural Forest,Non Observed,5,6,0.0
2009 to 2010,Natural Forest,Other Non Vegetated Area,5,7,0.0
2009 to 2010,Natural Forest,Pasture,5,8,0.0
2009 to 2010,Natural Forest,"River, Lake and Ocean",5,9,1.0
2009 to 2010,Natural Forest,Urban Infrastructure,5,10,0.0
2009 to 2010,Natural Forest,Wetland,5,11,0.0
2009 to 2010,Non Observed,Other Non Vegetated Area,6,7,0.0
2009 to 2010,Non Observed,Pasture,6,8,0.0
2009 to 2010,Non Observed,"River, Lake and Ocean",6,9,1.0
2009 to 2010,Non Observed,Urban Infrastructure,6,10,0.0
2009 to 2010,Non Observed,Wetland,6,11,0.0
2009 to 2010,Other Non Vegetated Area,Pasture,7,8,0.0
2009 to 2010,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2009 to 2010,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2009 to 2010,Other Non Vegetated Area,Wetland,7,11,0.0
2009 to 2010,Pasture,"River, Lake and Ocean",8,9,10.0
2009 to 2010,Pasture,Urban Infrastructure,8,10,0.0
2009 to 2010,Pasture,Wetland,8,11,0.0
2009 to 2010,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2009 to 2010,"River, Lake and Ocean",Wetland,9,11,0.0
2009 to 2010,Urban Infrastructure,Wetland,10,11,0.0
2010 to 2011,Agriculture,Forest Plantation,0,1,0.0
2010 to 2011,Agriculture,Grassland,0,2,49.0
2010 to 2011,Agriculture,Mining,0,3,0.0
2010 to 2011,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2010 to 2011,Agriculture,Natural Forest,0,5,0.0
2010 to 2011,Agriculture,Non Observed,0,6,0.0
2010 to 2011,Agriculture,Other Non Vegetated Area,0,7,0.0
2010 to 2011,Agriculture,Pasture,0,8,736.0
2010 to 2011,Agriculture,"River, Lake and Ocean",0,9,0.0
2010 to 2011,Agriculture,Urban Infrastructure,0,10,0.0
2010 to 2011,Agriculture,Wetland,0,11,2.0
2010 to 2011,Forest Plantation,Grassland,1,2,0.0
2010 to 2011,Forest Plantation,Mining,1,3,0.0
2010 to 2011,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2010 to 2011,Forest Plantation,Natural Forest,1,5,0.0
2010 to 2011,Forest Plantation,Non Observed,1,6,0.0
2010 to 2011,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2010 to 2011,Forest Plantation,Pasture,1,8,0.0
2010 to 2011,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2010 to 2011,Forest Plantation,Urban Infrastructure,1,10,0.0
2010 to 2011,Forest Plantation,Wetland,1,11,0.0
2010 to 2011,Grassland,Mining,2,3,0.0
2010 to 2011,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2010 to 2011,Grassland,Natural Forest,2,5,0.0
2010 to 2011,Grassland,Non Observed,2,6,6.0
2010 to 2011,Grassland,Other Non Vegetated Area,2,7,0.0
2010 to 2011,Grassland,Pasture,2,8,0.0
2010 to 2011,Grassland,"River, Lake and Ocean",2,9,109.0
2010 to 2011,Grassland,Urban Infrastructure,2,10,0.0
2010 to 2011,Grassland,Wetland,2,11,0.0
2010 to 2011,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2010 to 2011,Mining,Natural Forest,3,5,0.0
2010 to 2011,Mining,Non Observed,3,6,0.0
2010 to 2011,Mining,Other Non Vegetated Area,3,7,0.0
2010 to 2011,Mining,Pasture,3,8,0.0
2010 to 2011,Mining,"River, Lake and Ocean",3,9,0.0
2010 to 2011,Mining,Urban Infrastructure,3,10,0.0
2010 to 2011,Mining,Wetland,3,11,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2010 to 2011,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2010 to 2011,Natural Forest,Non Observed,5,6,1.0
2010 to 2011,Natural Forest,Other Non Vegetated Area,5,7,0.0
2010 to 2011,Natural Forest,Pasture,5,8,0.0
2010 to 2011,Natural Forest,"River, Lake and Ocean",5,9,5.0
2010 to 2011,Natural Forest,Urban Infrastructure,5,10,0.0
2010 to 2011,Natural Forest,Wetland,5,11,0.0
2010 to 2011,Non Observed,Other Non Vegetated Area,6,7,0.0
2010 to 2011,Non Observed,Pasture,6,8,0.0
2010 to 2011,Non Observed,"River, Lake and Ocean",6,9,0.0
2010 to 2011,Non Observed,Urban Infrastructure,6,10,0.0
2010 to 2011,Non Observed,Wetland,6,11,0.0
2010 to 2011,Other Non Vegetated Area,Pasture,7,8,0.0
2010 to 2011,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2010 to 2011,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2010 to 2011,Other Non Vegetated Area,Wetland,7,11,0.0
2010 to 2011,Pasture,"River, Lake and Ocean",8,9,24.0
2010 to 2011,Pasture,Urban Infrastructure,8,10,0.0
2010 to 2011,Pasture,Wetland,8,11,0.0
2010 to 2011,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2010 to 2011,"River, Lake and Ocean",Wetland,9,11,0.0
2010 to 2011,Urban Infrastructure,Wetland,10,11,0.0
2011 to 2012,Agriculture,Forest Plantation,0,1,0.0
2011 to 2012,Agriculture,Grassland,0,2,9.0
2011 to 2012,Agriculture,Mining,0,3,0.0
2011 to 2012,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2011 to 2012,Agriculture,Natural Forest,0,5,1.0
2011 to 2012,Agriculture,Non Observed,0,6,0.0
2011 to 2012,Agriculture,Other Non Vegetated Area,0,7,0.0
2011 to 2012,Agriculture,Pasture,0,8,910.0
2011 to 2012,Agriculture,"River, Lake and Ocean",0,9,4.0
2011 to 2012,Agriculture,Urban Infrastructure,0,10,0.0
2011 to 2012,Agriculture,Wetland,0,11,10.0
2011 to 2012,Forest Plantation,Grassland,1,2,1.0
2011 to 2012,Forest Plantation,Mining,1,3,0.0
2011 to 2012,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2011 to 2012,Forest Plantation,Natural Forest,1,5,0.0
2011 to 2012,Forest Plantation,Non Observed,1,6,0.0
2011 to 2012,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2011 to 2012,Forest Plantation,Pasture,1,8,0.0
2011 to 2012,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2011 to 2012,Forest Plantation,Urban Infrastructure,1,10,0.0
2011 to 2012,Forest Plantation,Wetland,1,11,0.0
2011 to 2012,Grassland,Mining,2,3,0.0
2011 to 2012,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2011 to 2012,Grassland,Natural Forest,2,5,0.0
2011 to 2012,Grassland,Non Observed,2,6,14.0
2011 to 2012,Grassland,Other Non Vegetated Area,2,7,0.0
2011 to 2012,Grassland,Pasture,2,8,0.0
2011 to 2012,Grassland,"River, Lake and Ocean",2,9,212.0
2011 to 2012,Grassland,Urban Infrastructure,2,10,0.0
2011 to 2012,Grassland,Wetland,2,11,0.0
2011 to 2012,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2011 to 2012,Mining,Natural Forest,3,5,0.0
2011 to 2012,Mining,Non Observed,3,6,0.0
2011 to 2012,Mining,Other Non Vegetated Area,3,7,0.0
2011 to 2012,Mining,Pasture,3,8,0.0
2011 to 2012,Mining,"River, Lake and Ocean",3,9,0.0
2011 to 2012,Mining,Urban Infrastructure,3,10,0.0
2011 to 2012,Mining,Wetland,3,11,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2011 to 2012,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2011 to 2012,Natural Forest,Non Observed,5,6,1.0
2011 to 2012,Natural Forest,Other Non Vegetated Area,5,7,0.0
2011 to 2012,Natural Forest,Pasture,5,8,0.0
2011 to 2012,Natural Forest,"River, Lake and Ocean",5,9,1.0
2011 to 2012,Natural Forest,Urban Infrastructure,5,10,0.0
2011 to 2012,Natural Forest,Wetland,5,11,0.0
2011 to 2012,Non Observed,Other Non Vegetated Area,6,7,0.0
2011 to 2012,Non Observed,Pasture,6,8,0.0
2011 to 2012,Non Observed,"River, Lake and Ocean",6,9,0.0
2011 to 2012,Non Observed,Urban Infrastructure,6,10,0.0
2011 to 2012,Non Observed,Wetland,6,11,0.0
2011 to 2012,Other Non Vegetated Area,Pasture,7,8,0.0
2011 to 2012,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2011 to 2012,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2011 to 2012,Other Non Vegetated Area,Wetland,7,11,0.0
2011 to 2012,Pasture,"River, Lake and Ocean",8,9,55.0
2011 to 2012,Pasture,Urban Infrastructure,8,10,0.0
2011 to 2012,Pasture,Wetland,8,11,0.0
2011 to 2012,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2011 to 2012,"River, Lake and Ocean",Wetland,9,11,0.0
2011 to 2012,Urban Infrastructure,Wetland,10,11,0.0
2012 to 2013,Agriculture,Forest Plantation,0,1,0.0
2012 to 2013,Agriculture,Grassland,0,2,74.0
2012 to 2013,Agriculture,Mining,0,3,0.0
2012 to 2013,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2012 to 2013,Agriculture,Natural Forest,0,5,0.0
2012 to 2013,Agriculture,Non Observed,0,6,0.0
2012 to 2013,Agriculture,Other Non Vegetated Area,0,7,0.0
2012 to 2013,Agriculture,Pasture,0,8,468.0
2012 to 2013,Agriculture,"River, Lake and Ocean",0,9,2.0
2012 to 2013,Agriculture,Urban Infrastructure,0,10,0.0
2012 to 2013,Agriculture,Wetland,0,11,5.0
2012 to 2013,Forest Plantation,Grassland,1,2,0.0
2012 to 2013,Forest Plantation,Mining,1,3,0.0
2012 to 2013,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2012 to 2013,Forest Plantation,Natural Forest,1,5,0.0
2012 to 2013,Forest Plantation,Non Observed,1,6,0.0
2012 to 2013,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2012 to 2013,Forest Plantation,Pasture,1,8,0.0
2012 to 2013,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2012 to 2013,Forest Plantation,Urban Infrastructure,1,10,0.0
2012 to 2013,Forest Plantation,Wetland,1,11,0.0
2012 to 2013,Grassland,Mining,2,3,0.0
2012 to 2013,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2012 to 2013,Grassland,Natural Forest,2,5,0.0
2012 to 2013,Grassland,Non Observed,2,6,13.0
2012 to 2013,Grassland,Other Non Vegetated Area,2,7,0.0
2012 to 2013,Grassland,Pasture,2,8,0.0
2012 to 2013,Grassland,"River, Lake and Ocean",2,9,60.0
2012 to 2013,Grassland,Urban Infrastructure,2,10,0.0
2012 to 2013,Grassland,Wetland,2,11,0.0
2012 to 2013,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2012 to 2013,Mining,Natural Forest,3,5,0.0
2012 to 2013,Mining,Non Observed,3,6,0.0
2012 to 2013,Mining,Other Non Vegetated Area,3,7,0.0
2012 to 2013,Mining,Pasture,3,8,0.0
2012 to 2013,Mining,"River, Lake and Ocean",3,9,0.0
2012 to 2013,Mining,Urban Infrastructure,3,10,0.0
2012 to 2013,Mining,Wetland,3,11,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2012 to 2013,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2012 to 2013,Natural Forest,Non Observed,5,6,1.0
2012 to 2013,Natural Forest,Other Non Vegetated Area,5,7,0.0
2012 to 2013,Natural Forest,Pasture,5,8,0.0
2012 to 2013,Natural Forest,"River, Lake and Ocean",5,9,10.0
2012 to 2013,Natural Forest,Urban Infrastructure,5,10,0.0
2012 to 2013,Natural Forest,Wetland,5,11,0.0
2012 to 2013,Non Observed,Other Non Vegetated Area,6,7,0.0
2012 to 2013,Non Observed,Pasture,6,8,0.0
2012 to 2013,Non Observed,"River, Lake and Ocean",6,9,0.0
2012 to 2013,Non Observed,Urban Infrastructure,6,10,0.0
2012 to 2013,Non Observed,Wetland,6,11,0.0
2012 to 2013,Other Non Vegetated Area,Pasture,7,8,0.0
2012 to 2013,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2012 to 2013,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2012 to 2013,Other Non Vegetated Area,Wetland,7,11,0.0
2012 to 2013,Pasture,"River, Lake and Ocean",8,9,37.0
2012 to 2013,Pasture,Urban Infrastructure,8,10,0.0
2012 to 2013,Pasture,Wetland,8,11,0.0
2012 to 2013,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2012 to 2013,"River, Lake and Ocean",Wetland,9,11,0.0
2012 to 2013,Urban Infrastructure,Wetland,10,11,0.0
2013 to 2014,Agriculture,Forest Plantation,0,1,0.0
2013 to 2014,Agriculture,Grassland,0,2,75.0
2013 to 2014,Agriculture,Mining,0,3,0.0
2013 to 2014,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2013 to 2014,Agriculture,Natural Forest,0,5,40.0
2013 to 2014,Agriculture,Non Observed,0,6,0.0
2013 to 2014,Agriculture,Other Non Vegetated Area,0,7,0.0
2013 to 2014,Agriculture,Pasture,0,8,5359.0
2013 to 2014,Agriculture,"River, Lake and Ocean",0,9,9.0
2013 to 2014,Agriculture,Urban Infrastructure,0,10,0.0
2013 to 2014,Agriculture,Wetland,0,11,31.0
2013 to 2014,Forest Plantation,Grassland,1,2,0.0
2013 to 2014,Forest Plantation,Mining,1,3,0.0
2013 to 2014,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2013 to 2014,Forest Plantation,Natural Forest,1,5,0.0
2013 to 2014,Forest Plantation,Non Observed,1,6,0.0
2013 to 2014,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2013 to 2014,Forest Plantation,Pasture,1,8,0.0
2013 to 2014,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2013 to 2014,Forest Plantation,Urban Infrastructure,1,10,0.0
2013 to 2014,Forest Plantation,Wetland,1,11,0.0
2013 to 2014,Grassland,Mining,2,3,0.0
2013 to 2014,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2013 to 2014,Grassland,Natural Forest,2,5,0.0
2013 to 2014,Grassland,Non Observed,2,6,5.0
2013 to 2014,Grassland,Other Non Vegetated Area,2,7,0.0
2013 to 2014,Grassland,Pasture,2,8,0.0
2013 to 2014,Grassland,"River, Lake and Ocean",2,9,47.0
2013 to 2014,Grassland,Urban Infrastructure,2,10,0.0
2013 to 2014,Grassland,Wetland,2,11,0.0
2013 to 2014,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2013 to 2014,Mining,Natural Forest,3,5,0.0
2013 to 2014,Mining,Non Observed,3,6,0.0
2013 to 2014,Mining,Other Non Vegetated Area,3,7,0.0
2013 to 2014,Mining,Pasture,3,8,0.0
2013 to 2014,Mining,"River, Lake and Ocean",3,9,0.0
2013 to 2014,Mining,Urban Infrastructure,3,10,0.0
2013 to 2014,Mining,Wetland,3,11,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2013 to 2014,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2013 to 2014,Natural Forest,Non Observed,5,6,1.0
2013 to 2014,Natural Forest,Other Non Vegetated Area,5,7,0.0
2013 to 2014,Natural Forest,Pasture,5,8,0.0
2013 to 2014,Natural Forest,"River, Lake and Ocean",5,9,9.0
2013 to 2014,Natural Forest,Urban Infrastructure,5,10,0.0
2013 to 2014,Natural Forest,Wetland,5,11,0.0
2013 to 2014,Non Observed,Other Non Vegetated Area,6,7,0.0
2013 to 2014,Non Observed,Pasture,6,8,0.0
2013 to 2014,Non Observed,"River, Lake and Ocean",6,9,1.0
2013 to 2014,Non Observed,Urban Infrastructure,6,10,0.0
2013 to 2014,Non Observed,Wetland,6,11,0.0
2013 to 2014,Other Non Vegetated Area,Pasture,7,8,0.0
2013 to 2014,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2013 to 2014,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2013 to 2014,Other Non Vegetated Area,Wetland,7,11,0.0
2013 to 2014,Pasture,"River, Lake and Ocean",8,9,7.0
2013 to 2014,Pasture,Urban Infrastructure,8,10,0.0
2013 to 2014,Pasture,Wetland,8,11,0.0
2013 to 2014,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2013 to 2014,"River, Lake and Ocean",Wetland,9,11,0.0
2013 to 2014,Urban Infrastructure,Wetland,10,11,0.0
2014 to 2015,Agriculture,Forest Plantation,0,1,0.0
2014 to 2015,Agriculture,Grassland,0,2,30.0
2014 to 2015,Agriculture,Mining,0,3,0.0
2014 to 2015,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2014 to 2015,Agriculture,Natural Forest,0,5,4.0
2014 to 2015,Agriculture,Non Observed,0,6,0.0
2014 to 2015,Agriculture,Other Non Vegetated Area,0,7,0.0
2014 to 2015,Agriculture,Pasture,0,8,1385.0
2014 to 2015,Agriculture,"River, Lake and Ocean",0,9,4.0
2014 to 2015,Agriculture,Urban Infrastructure,0,10,0.0
2014 to 2015,Agriculture,Wetland,0,11,20.0
2014 to 2015,Forest Plantation,Grassland,1,2,0.0
2014 to 2015,Forest Plantation,Mining,1,3,0.0
2014 to 2015,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2014 to 2015,Forest Plantation,Natural Forest,1,5,0.0
2014 to 2015,Forest Plantation,Non Observed,1,6,0.0
2014 to 2015,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2014 to 2015,Forest Plantation,Pasture,1,8,0.0
2014 to 2015,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2014 to 2015,Forest Plantation,Urban Infrastructure,1,10,0.0
2014 to 2015,Forest Plantation,Wetland,1,11,0.0
2014 to 2015,Grassland,Mining,2,3,0.0
2014 to 2015,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2014 to 2015,Grassland,Natural Forest,2,5,0.0
2014 to 2015,Grassland,Non Observed,2,6,8.0
2014 to 2015,Grassland,Other Non Vegetated Area,2,7,0.0
2014 to 2015,Grassland,Pasture,2,8,0.0
2014 to 2015,Grassland,"River, Lake and Ocean",2,9,51.0
2014 to 2015,Grassland,Urban Infrastructure,2,10,0.0
2014 to 2015,Grassland,Wetland,2,11,0.0
2014 to 2015,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2014 to 2015,Mining,Natural Forest,3,5,0.0
2014 to 2015,Mining,Non Observed,3,6,0.0
2014 to 2015,Mining,Other Non Vegetated Area,3,7,0.0
2014 to 2015,Mining,Pasture,3,8,0.0
2014 to 2015,Mining,"River, Lake and Ocean",3,9,0.0
2014 to 2015,Mining,Urban Infrastructure,3,10,0.0
2014 to 2015,Mining,Wetland,3,11,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2014 to 2015,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2014 to 2015,Natural Forest,Non Observed,5,6,1.0
2014 to 2015,Natural Forest,Other Non Vegetated Area,5,7,0.0
2014 to 2015,Natural Forest,Pasture,5,8,0.0
2014 to 2015,Natural Forest,"River, Lake and Ocean",5,9,3.0
2014 to 2015,Natural Forest,Urban Infrastructure,5,10,0.0
2014 to 2015,Natural Forest,Wetland,5,11,0.0
2014 to 2015,Non Observed,Other Non Vegetated Area,6,7,0.0
2014 to 2015,Non Observed,Pasture,6,8,0.0
2014 to 2015,Non Observed,"River, Lake and Ocean",6,9,0.0
2014 to 2015,Non Observed,Urban Infrastructure,6,10,0.0
2014 to 2015,Non Observed,Wetland,6,11,0.0
2014 to 2015,Other Non Vegetated Area,Pasture,7,8,0.0
2014 to 2015,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2014 to 2015,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2014 to 2015,Other Non Vegetated Area,Wetland,7,11,0.0
