year,category1,category2,category1_index,category2_index,exchange
2001 to 2002,Natural Forest,Wetland,5,11,0.0
2001 to 2002,Non Observed,Other Non Vegetated Area,6,7,0.0
2001 to 2002,Non Observed,Pasture,6,8,0.0
2001 to 2002,Non Observed,"River, Lake and Ocean",6,9,0.0
2001 to 2002,Non Observed,Urban Infrastructure,6,10,0.0
2001 to 2002,Non Observed,Wetland,6,11,0.0
2001 to 2002,Other Non Vegetated Area,Pasture,7,8,0.0
2001 to 2002,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2001 to 2002,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2001 to 2002,Other Non Vegetated Area,Wetland,7,11,0.0
2001 to 2002,Pasture,"River, Lake and Ocean",8,9,7.0
2001 to 2002,Pasture,Urban Infrastructure,8,10,0.0
2001 to 2002,Pasture,Wetland,8,11,0.0
2001 to 2002,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2001 to 2002,"River, Lake and Ocean",Wetland,9,11,0.0
2001 to 2002,Urban Infrastructure,Wetland,10,11,0.0
2002 to 2003,Agriculture,Forest Plantation,0,1,0.0
2002 to 2003,Agriculture,Grassland,0,2,77.0
2002 to 2003,Agriculture,Mining,0,3,0.0
2002 to 2003,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2002 to 2003,Agriculture,Natural Forest,0,5,0.0
2002 to 2003,Agriculture,Non Observed,0,6,0.0
2002 to 2003,Agriculture,Other Non Vegetated Area,0,7,0.0
2002 to 2003,Agriculture,Pasture,0,8,169.0
2002 to 2003,Agriculture,"River, Lake and Ocean",0,9,1.0
2002 to 2003,Agriculture,Urban Infrastructure,0,10,0.0
2002 to 2003,Agriculture,Wetland,0,11,0.0
2002 to 2003,Forest Plantation,Grassland,1,2,0.0
2002 to 2003,Forest Plantation,Mining,1,3,0.0
2002 to 2003,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2002 to 2003,Forest Plantation,Natural Forest,1,5,0.0
2002 to 2003,Forest Plantation,Non Observed,1,6,0.0
2002 to 2003,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2002 to 2003,Forest Plantation,Pasture,1,8,0.0
2002 to 2003,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2002 to 2003,Forest Plantation,Urban Infrastructure,1,10,0.0
2002 to 2003,Forest Plantation,Wetland,1,11,0.0
2002 to 2003,Grassland,Mining,2,3,0.0
2002 to 2003,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2002 to 2003,Grassland,Natural Forest,2,5,0.0
2002 to 2003,Grassland,Non Observed,2,6,9.0
2002 to 2003,Grassland,Other Non Vegetated Area,2,7,0.0
2002 to 2003,Grassland,Pasture,2,8,0.0
2002 to 2003,Grassland,"River, Lake and Ocean",2,9,311.0
2002 to 2003,Grassland,Urban Infrastructure,2,10,0.0
2002 to 2003,Grassland,Wetland,2,11,0.0
2002 to 2003,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2002 to 2003,Mining,Natural Forest,3,5,0.0
2002 to 2003,Mining,Non Observed,3,6,0.0
2002 to 2003,Mining,Other Non Vegetated Area,3,7,0.0
2002 to 2003,Mining,Pasture,3,8,0.0
2002 to 2003,Mining,"River, Lake and Ocean",3,9,0.0
2002 to 2003,Mining,Urban Infrastructure,3,10,0.0
2002 to 2003,Mining,Wetland,3,11,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2002 to 2003,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2002 to 2003,Natural Forest,Non Observed,5,6,2.0
2002 to 2003,Natural Forest,Other Non Vegetated Area,5,7,0.0
2002 to 2003,Natural Forest,Pasture,5,8,0.0
2002 to 2003,Natural Forest,"River, Lake and Ocean",5,9,126.0
2002 to 2003,Natural Forest,Urban Infrastructure,5,10,0.0
2002 to 2003,Natural Forest,Wetland,5,11,0.0
2002 to 2003,Non Observed,Other Non Vegetated Area,6,7,0.0
2002 to 2003,Non Observed,Pasture,6,8,0.0
2002 to 2003,Non Observed,"River, Lake and Ocean",6,9,0.0
2002 to 2003,Non Observed,Urban Infrastructure,6,10,0.0
2002 to 2003,Non Observed,Wetland,6,11,0.0
2002 to 2003,Other Non Vegetated Area,Pasture,7,8,0.0
2002 to 2003,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2002 to 2003,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2002 to 2003,Other Non Vegetated Area,Wetland,7,11,0.0
2002 to 2003,Pasture,"River, Lake and Ocean",8,9,5.0
2002 to 2003,Pasture,Urban Infrastructure,8,10,0.0
2002 to 2003,Pasture,Wetland,8,11,0.0
2002 to 2003,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2002 to 2003,"River, Lake and Ocean",Wetland,9,11,0.0
2002 to 2003,Urban Infrastructure,Wetland,10,11,0.0
2003 to 2004,Agriculture,Forest Plantation,0,1,0.0
2003 to 2004,Agriculture,Grassland,0,2,52.0
2003 to 2004,Agriculture,Mining,0,3,0.0
2003 to 2004,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2003 to 2004,Agriculture,Natural Forest,0,5,0.0
2003 to 2004,Agriculture,Non Observed,0,6,0.0
2003 to 2004,Agriculture,Other Non Vegetated Area,0,7,0.0
2003 to 2004,Agriculture,Pasture,0,8,404.0
2003 to 2004,Agriculture,"River, Lake and Ocean",0,9,1.0
2003 to 2004,Agriculture,Urban Infrastructure,0,10,0.0
2003 to 2004,Agriculture,Wetland,0,11,13.0
2003 to 2004,Forest Plantation,Grassland,1,2,0.0
2003 to 2004,Forest Plantation,Mining,1,3,0.0
2003 to 2004,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2003 to 2004,Forest Plantation,Natural Forest,1,5,0.0
2003 to 2004,Forest Plantation,Non Observed,1,6,0.0
2003 to 2004,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2003 to 2004,Forest Plantation,Pasture,1,8,0.0
2003 to 2004,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2003 to 2004,Forest Plantation,Urban Infrastructure,1,10,0.0
2003 to 2004,Forest Plantation,Wetland,1,11,0.0
2003 to 2004,Grassland,Mining,2,3,0.0
2003 to 2004,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2003 to 2004,Grassland,Natural Forest,2,5,0.0
2003 to 2004,Grassland,Non Observed,2,6,19.0
2003 to 2004,Grassland,Other Non Vegetated Area,2,7,0.0
2003 to 2004,Grassland,Pasture,2,8,0.0
2003 to 2004,Grassland,"River, Lake and Ocean",2,9,48.0
2003 to 2004,Grassland,Urban Infrastructure,2,10,0.0
2003 to 2004,Grassland,Wetland,2,11,0.0
2003 to 2004,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2003 to 2004,Mining,Natural Forest,3,5,0.0
2003 to 2004,Mining,Non Observed,3,6,0.0
2003 to 2004,Mining,Other Non Vegetated Area,3,7,0.0
2003 to 2004,Mining,Pasture,3,8,0.0
2003 to 2004,Mining,"River, Lake and Ocean",3,9,0.0
2003 to 2004,Mining,Urban Infrastructure,3,10,0.0
2003 to 2004,Mining,Wetland,3,11,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2003 to 2004,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2003 to 2004,Natural Forest,Non Observed,5,6,0.0
2003 to 2004,Natural Forest,Other Non Vegetated Area,5,7,0.0
2003 to 2004,Natural Forest,Pasture,5,8,0.0
2003 to 2004,Natural Forest,"River, Lake and Ocean",5,9,12.0
2003 to 2004,Natural Forest,Urban Infrastructure,5,10,0.0
2003 to 2004,Natural Forest,Wetland,5,11,0.0
2003 to 2004,Non Observed,Other Non Vegetated Area,6,7,0.0
2003 to 2004,Non Observed,Pasture,6,8,0.0
2003 to 2004,Non Observed,"River, Lake and Ocean",6,9,0.0
2003 to 2004,Non Observed,Urban Infrastructure,6,10,0.0
2003 to 2004,Non Observed,Wetland,6,11,0.0
2003 to 2004,Other Non Vegetated Area,Pasture,7,8,0.0
2003 to 2004,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2003 to 2004,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2003 to 2004,Other Non Vegetated Area,Wetland,7,11,0.0
2003 to 2004,Pasture,"River, Lake and Ocean",8,9,1.0
2003 to 2004,Pasture,Urban Infrastructure,8,10,0.0
2003 to 2004,Pasture,Wetland,8,11,0.0
2003 to 2004,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2003 to 2004,"River, Lake and Ocean",Wetland,9,11,0.0
2003 to 2004,Urban Infrastructure,Wetland,10,11,0.0
2004 to 2005,Agriculture,Forest Plantation,0,1,0.0
2004 to 2005,Agriculture,Grassland,0,2,30.0
2004 to 2005,Agriculture,Mining,0,3,0.0
2004 to 2005,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2004 to 2005,Agriculture,Natural Forest,0,5,2.0
2004 to 2005,Agriculture,Non Observed,0,6,0.0
2004 to 2005,Agriculture,Other Non Vegetated Area,0,7,0.0
2004 to 2005,Agriculture,Pasture,0,8,849.0
2004 to 2005,Agriculture,"River, Lake and Ocean",0,9,0.0
2004 to 2005,Agriculture,Urban Infrastructure,0,10,0.0
2004 to 2005,Agriculture,Wetland,0,11,7.0
2004 to 2005,Forest Plantation,Grassland,1,2,0.0
2004 to 2005,Forest Plantation,Mining,1,3,0.0
2004 to 2005,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2004 to 2005,Forest Plantation,Natural Forest,1,5,0.0
2004 to 2005,Forest Plantation,Non Observed,1,6,0.0
2004 to 2005,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2004 to 2005,Forest Plantation,Pasture,1,8,0.0
2004 to 2005,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2004 to 2005,Forest Plantation,Urban Infrastructure,1,10,0.0
2004 to 2005,Forest Plantation,Wetland,1,11,0.0
2004 to 2005,Grassland,Mining,2,3,0.0
2004 to 2005,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2004 to 2005,Grassland,Natural Forest,2,5,0.0
2004 to 2005,Grassland,Non Observed,2,6,10.0
2004 to 2005,Grassland,Other Non Vegetated Area,2,7,0.0
2004 to 2005,Grassland,Pasture,2,8,0.0
2004 to 2005,Grassland,"River, Lake and Ocean",2,9,53.0
2004 to 2005,Grassland,Urban Infrastructure,2,10,0.0
2004 to 2005,Grassland,Wetland,2,11,0.0
2004 to 2005,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2004 to 2005,Mining,Natural Forest,3,5,0.0
2004 to 2005,Mining,Non Observed,3,6,0.0
2004 to 2005,Mining,Other Non Vegetated Area,3,7,0.0
2004 to 2005,Mining,Pasture,3,8,0.0
2004 to 2005,Mining,"River, Lake and Ocean",3,9,0.0
2004 to 2005,Mining,Urban Infrastructure,3,10,0.0
2004 to 2005,Mining,Wetland,3,11,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2004 to 2005,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2004 to 2005,Natural Forest,Non Observed,5,6,1.0
2004 to 2005,Natural Forest,Other Non Vegetated Area,5,7,0.0
2004 to 2005,Natural Forest,Pasture,5,8,0.0
2004 to 2005,Natural Forest,"River, Lake and Ocean",5,9,8.0
2004 to 2005,Natural Forest,Urban Infrastructure,5,10,0.0
2004 to 2005,Natural Forest,Wetland,5,11,0.0
2004 to 2005,Non Observed,Other Non Vegetated Area,6,7,0.0
2004 to 2005,Non Observed,Pasture,6,8,0.0
2004 to 2005,Non Observed,"River, Lake and Ocean",6,9,0.0
2004 to 2005,Non Observed,Urban Infrastructure,6,10,0.0
2004 to 2005,Non Observed,Wetland,6,11,0.0
2004 to 2005,Other Non Vegetated Area,Pasture,7,8,0.0
2004 to 2005,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2004 to 2005,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2004 to 2005,Other Non Vegetated Area,Wetland,7,11,0.0
2004 to 2005,Pasture,"River, Lake and Ocean",8,9,17.0
2004 to 2005,Pasture,Urban Infrastructure,8,10,0.0
2004 to 2005,Pasture,Wetland,8,11,0.0
2004 to 2005,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2004 to 2005,"River, Lake and Ocean",Wetland,9,11,0.0
2004 to 2005,Urban Infrastructure,Wetland,10,11,0.0
2005 to 2006,Agriculture,Forest Plantation,0,1,0.0
2005 to 2006,Agriculture,Grassland,0,2,152.0
2005 to 2006,Agriculture,Mining,0,3,0.0
2005 to 2006,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2005 to 2006,Agriculture,Natural Forest,0,5,0.0
2005 to 2006,Agriculture,Non Observed,0,6,0.0
2005 to 2006,Agriculture,Other Non Vegetated Area,0,7,0.0
2005 to 2006,Agriculture,Pasture,0,8,789.0
2005 to 2006,Agriculture,"River, Lake and Ocean",0,9,0.0
2005 to 2006,Agriculture,Urban Infrastructure,0,10,0.0
2005 to 2006,Agriculture,Wetland,0,11,3.0
2005 to 2006,Forest Plantation,Grassland,1,2,0.0
2005 to 2006,Forest Plantation,Mining,1,3,0.0
2005 to 2006,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2005 to 2006,Forest Plantation,Natural Forest,1,5,0.0
2005 to 2006,Forest Plantation,Non Observed,1,6,0.0
2005 to 2006,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2005 to 2006,Forest Plantation,Pasture,1,8,0.0
2005 to 2006,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2005 to 2006,Forest Plantation,Urban Infrastructure,1,10,0.0
2005 to 2006,Forest Plantation,Wetland,1,11,0.0
2005 to 2006,Grassland,Mining,2,3,0.0
2005 to 2006,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2005 to 2006,Grassland,Natural Forest,2,5,0.0
2005 to 2006,Grassland,Non Observed,2,6,10.0
2005 to 2006,Grassland,Other Non Vegetated Area,2,7,0.0
2005 to 2006,Grassland,Pasture,2,8,0.0
2005 to 2006,Grassland,"River, Lake and Ocean",2,9,50.0
2005 to 2006,Grassland,Urban Infrastructure,2,10,0.0
2005 to 2006,Grassland,Wetland,2,11,0.0
2005 to 2006,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2005 to 2006,Mining,Natural Forest,3,5,0.0
2005 to 2006,Mining,Non Observed,3,6,0.0
2005 to 2006,Mining,Other Non Vegetated Area,3,7,0.0
2005 to 2006,Mining,Pasture,3,8,0.0
2005 to 2006,Mining,"River, Lake and Ocean",3,9,0.0
2005 to 2006,Mining,Urban Infrastructure,3,10,0.0
2005 to 2006,Mining,Wetland,3,11,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2005 to 2006,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2005 to 2006,Natural Forest,Non Observed,5,6,1.0
2005 to 2006,Natural Forest,Other Non Vegetated Area,5,7,0.0
2005 to 2006,Natural Forest,Pasture,5,8,0.0
2005 to 2006,Natural Forest,"River, Lake and Ocean",5,9,38.0
2005 to 2006,Natural Forest,Urban Infrastructure,5,10,0.0
2005 to 2006,Natural Forest,Wetland,5,11,0.0
2005 to 2006,Non Observed,Other Non Vegetated Area,6,7,0.0
2005 to 2006,Non Observed,Pasture,6,8,0.0
2005 to 2006,Non Observed,"River, Lake and Ocean",6,9,0.0
2005 to 2006,Non Observed,Urban Infrastructure,6,10,0.0
2005 to 2006,Non Observed,Wetland,6,11,0.0
2005 to 2006,Other Non Vegetated Area,Pasture,7,8,0.0
2005 to 2006,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2005 to 2006,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2005 to 2006,Other Non Vegetated Area,Wetland,7,11,0.0
2005 to 2006,Pasture,"River, Lake and Ocean",8,9,36.0
2005 to 2006,Pasture,Urban Infrastructure,8,10,0.0
2005 to 2006,Pasture,Wetland,8,11,0.0
2005 to 2006,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2005 to 2006,"River, Lake and Ocean",Wetland,9,11,0.0
2005 to 2006,Urban Infrastructure,Wetland,10,11,0.0
2006 to 2007,Agriculture,Forest Plantation,0,1,0.0
2006 to 2007,Agriculture,Grassland,0,2,42.0
2006 to 2007,Agriculture,Mining,0,3,0.0
2006 to 2007,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2006 to 2007,Agriculture,Natural Forest,0,5,12.0
2006 to 2007,Agriculture,Non Observed,0,6,0.0
2006 to 2007,Agriculture,Other Non Vegetated Area,0,7,0.0
2006 to 2007,Agriculture,Pasture,0,8,848.0
2006 to 2007,Agriculture,"River, Lake and Ocean",0,9,0.0
2006 to 2007,Agriculture,Urban Infrastructure,0,10,0.0
2006 to 2007,Agriculture,Wetland,0,11,0.0
2006 to 2007,Forest Plantation,Grassland,1,2,0.0
2006 to 2007,Forest Plantation,Mining,1,3,0.0
2006 to 2007,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2006 to 2007,Forest Plantation,Natural Forest,1,5,0.0
2006 to 2007,Forest Plantation,Non Observed,1,6,0.0
2006 to 2007,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2006 to 2007,Forest Plantation,Pasture,1,8,0.0
2006 to 2007,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2006 to 2007,Forest Plantation,Urban Infrastructure,1,10,0.0
2006 to 2007,Forest Plantation,Wetland,1,11,0.0
2006 to 2007,Grassland,Mining,2,3,0.0
2006 to 2007,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2006 to 2007,Grassland,Natural Forest,2,5,0.0
2006 to 2007,Grassland,Non Observed,2,6,7.0
2006 to 2007,Grassland,Other Non Vegetated Area,2,7,0.0
2006 to 2007,Grassland,Pasture,2,8,0.0
2006 to 2007,Grassland,"River, Lake and Ocean",2,9,100.0
2006 to 2007,Grassland,Urban Infrastructure,2,10,0.0
2006 to 2007,Grassland,Wetland,2,11,0.0
2006 to 2007,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2006 to 2007,Mining,Natural Forest,3,5,0.0
2006 to 2007,Mining,Non Observed,3,6,0.0
2006 to 2007,Mining,Other Non Vegetated Area,3,7,0.0
2006 to 2007,Mining,Pasture,3,8,0.0
2006 to 2007,Mining,"River, Lake and Ocean",3,9,0.0
2006 to 2007,Mining,Urban Infrastructure,3,10,0.0
2006 to 2007,Mining,Wetland,3,11,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2006 to 2007,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2006 to 2007,Natural Forest,Non Observed,5,6,2.0
2006 to 2007,Natural Forest,Other Non Vegetated Area,5,7,0.0
2006 to 2007,Natural Forest,Pasture,5,8,0.0
2006 to 2007,Natural Forest,"River, Lake and Ocean",5,9,10.0
2006 to 2007,Natural Forest,Urban Infrastructure,5,10,0.0
2006 to 2007,Natural Forest,Wetland,5,11,0.0
2006 to 2007,Non Observed,Other Non Vegetated Area,6,7,0.0
2006 to 2007,Non Observed,Pasture,6,8,0.0
2006 to 2007,Non Observed,"River, Lake and Ocean",6,9,0.0
2006 to 2007,Non Observed,Urban Infrastructure,6,10,0.0
2006 to 2007,Non Observed,Wetland,6,11,0.0
2006 to 2007,Other Non Vegetated Area,Pasture,7,8,0.0
2006 to 2007,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2006 to 2007,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2006 to 2007,Other Non Vegetated Area,Wetland,7,11,0.0
2006 to 2007,Pasture,"River, Lake and Ocean",8,9,1.0
2006 to 2007,Pasture,Urban Infrastructure,8,10,0.0
2006 to 2007,Pasture,Wetland,8,11,0.0
2006 to 2007,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2006 to 2007,"River, Lake and Ocean",Wetland,9,11,0.0
2006 to 2007,Urban Infrastructure,Wetland,10,11,0.0
2007 to 2008,Agriculture,Forest Plantation,0,1,0.0
2007 to 2008,Agriculture,Grassland,0,2,18.0
2007 to 2008,Agriculture,Mining,0,3,0.0
2007 to 2008,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2007 to 2008,Agriculture,Natural Forest,0,5,3.0
2007 to 2008,Agriculture,Non Observed,0,6,0.0
2007 to 2008,Agriculture,Other Non Vegetated Area,0,7,0.0
2007 to 2008,Agriculture,Pasture,0,8,672.0
2007 to 2008,Agriculture,"River, Lake and Ocean",0,9,1.0
2007 to 2008,Agriculture,Urban Infrastructure,0,10,0.0
2007 to 2008,Agriculture,Wetland,0,11,0.0
2007 to 2008,Forest Plantation,Grassland,1,2,0.0
2007 to 2008,Forest Plantation,Mining,1,3,0.0
2007 to 2008,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2007 to 2008,Forest Plantation,Natural Forest,1,5,0.0
2007 to 2008,Forest Plantation,Non Observed,1,6,0.0
2007 to 2008,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2007 to 2008,Forest Plantation,Pasture,1,8,0.0
2007 to 2008,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2007 to 2008,Forest Plantation,Urban Infrastructure,1,10,0.0
2007 to 2008,Forest Plantation,Wetland,1,11,0.0
2007 to 2008,Grassland,Mining,2,3,0.0
2007 to 2008,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
2007 to 2008,Grassland,Natural Forest,2,5,0.0
2007 to 2008,Grassland,Non Observed,2,6,11.0
2007 to 2008,Grassland,Other Non Vegetated Area,2,7,0.0
2007 to 2008,Grassland,Pasture,2,8,0.0
2007 to 2008,Grassland,"River, Lake and Ocean",2,9,81.0
2007 to 2008,Grassland,Urban Infrastructure,2,10,0.0
2007 to 2008,Grassland,Wetland,2,11,0.0
2007 to 2008,Mining,Mosaic of Agriculture and Pasture,3,4,0.0
2007 to 2008,Mining,Natural Forest,3,5,0.0
2007 to 2008,Mining,Non Observed,3,6,0.0
2007 to 2008,Mining,Other Non Vegetated Area,3,7,0.0
2007 to 2008,Mining,Pasture,3,8,0.0
2007 to 2008,Mining,"River, Lake and Ocean",3,9,0.0
2007 to 2008,Mining,Urban Infrastructure,3,10,0.0
2007 to 2008,Mining,Wetland,3,11,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Natural Forest,4,5,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Non Observed,4,6,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Other Non Vegetated Area,4,7,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Pasture,4,8,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,"River, Lake and Ocean",4,9,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Urban Infrastructure,4,10,0.0
2007 to 2008,Mosaic of Agriculture and Pasture,Wetland,4,11,0.0
2007 to 2008,Natural Forest,Non Observed,5,6,1.0
2007 to 2008,Natural Forest,Other Non Vegetated Area,5,7,0.0
2007 to 2008,Natural Forest,Pasture,5,8,0.0
2007 to 2008,Natural Forest,"River, Lake and Ocean",5,9,10.0
2007 to 2008,Natural Forest,Urban Infrastructure,5,10,0.0
2007 to 2008,Natural Forest,Wetland,5,11,0.0
2007 to 2008,Non Observed,Other Non Vegetated Area,6,7,0.0
2007 to 2008,Non Observed,Pasture,6,8,0.0
2007 to 2008,Non Observed,"River, Lake and Ocean",6,9,0.0
2007 to 2008,Non Observed,Urban Infrastructure,6,10,0.0
2007 to 2008,Non Observed,Wetland,6,11,0.0
2007 to 2008,Other Non Vegetated Area,Pasture,7,8,0.0
2007 to 2008,Other Non Vegetated Area,"River, Lake and Ocean",7,9,0.0
2007 to 2008,Other Non Vegetated Area,Urban Infrastructure,7,10,0.0
2007 to 2008,Other Non Vegetated Area,Wetland,7,11,0.0
2007 to 2008,Pasture,"River, Lake and Ocean",8,9,8.0
2007 to 2008,Pasture,Urban Infrastructure,8,10,0.0
2007 to 2008,Pasture,Wetland,8,11,0.0
2007 to 2008,"River, Lake and Ocean",Urban Infrastructure,9,10,0.0
2007 to 2008,"River, Lake and Ocean",Wetland,9,11,0.0
2007 to 2008,Urban Infrastructure,Wetland,10,11,0.0
2008 to 2009,Agriculture,Forest Plantation,0,1,0.0
2008 to 2009,Agriculture,Grassland,0,2,5.0
2008 to 2009,Agriculture,Mining,0,3,0.0
2008 to 2009,Agriculture,Mosaic of Agriculture and Pasture,0,4,0.0
2008 to 2009,Agriculture,Natural Forest,0,5,0.0
2008 to 2009,Agriculture,Non Observed,0,6,0.0
2008 to 2009,Agriculture,Other Non Vegetated Area,0,7,0.0
2008 to 2009,Agriculture,Pasture,0,8,572.0
2008 to 2009,Agriculture,"River, Lake and Ocean",0,9,0.0
2008 to 2009,Agriculture,Urban Infrastructure,0,10,0.0
2008 to 2009,Agriculture,Wetland,0,11,0.0
2008 to 2009,Forest Plantation,Grassland,1,2,0.0
2008 to 2009,Forest Plantation,Mining,1,3,0.0
2008 to 2009,Forest Plantation,Mosaic of Agriculture and Pasture,1,4,0.0
2008 to 2009,Forest Plantation,Natural Forest,1,5,0.0
2008 to 2009,Forest Plantation,Non Observed,1,6,0.0
2008 to 2009,Forest Plantation,Other Non Vegetated Area,1,7,0.0
2008 to 2009,Forest Plantation,Pasture,1,8,0.0
2008 to 2009,Forest Plantation,"River, Lake and Ocean",1,9,0.0
2008 to 2009,Forest Plantation,Urban Infrastructure,1,10,0.0
2008 to 2009,Forest Plantation,Wetland,1,11,0.0
2008 to 2009,Grassland,Mining,2,3,0.0
2008 to 2009,Grassland,Mosaic of Agriculture and Pasture,2,4,0.0
