,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,17216086.16631291,0.0,54737.241896166015,18457.611433868995,4.400499761,2.4218264400000002,40832.06763229699,0.082368024,,10673.984750156998,596615.3351953637,2242.222014907,,0.0,11096.255076286,0.0
Beach and Dune,0.5358058170000001,100582.36994254,,242.631927956,,,174.682519331,10.27063246,,4832.143936,78.142641701,1102.555126,,9.555306238,4.018399432,
Forest Plantation,66304.11615506599,,2158709.3704143,133.13096402099998,3.204355188,0.0,2357.897237946999,,,20.656079117,1121.740759767,0.610886176,,,473.1812381,0.0
Grassland,505031.032355392,252.0213374,19163.642675739997,16381744.902438,153.73903039799998,0.0,33701.613466538,0.165915491,,50634.62450116,579429.8154798001,5401.377326162001,,36.080582799999995,3381.024992748001,0.5960120179999999
Mining,82.435935645,,0.41869370100000003,83.74811928199999,11503.640256869998,,33.87940604,,,270.98965844,673.449244672,155.532451167,,,221.674310078,
Mosaic of Agriculture and Pasture,13.514292652,,0.247509222,0.0,,144.468354313,4.007269012,,0.0,0.083973749,2.509447303,0.083673151,0.0,,0.502176007,0.332426813
Natural Forest,1508556.1288926508,183.353033867,197833.21458782002,72011.540384795,433.75528422699995,2.101988892,88732552.20109445,10.485186652,0.0,59411.02211587,4905767.0861956,36788.388589582995,0.0,64.11624832,11545.821083128001,0.082907776
Non Observed,0.49506486299999997,1.2504165040000002,,0.33169248,,,2.404878675,9.153074823,,7.283884680000001,2.032342285,25.816983539,,0.178597632,0.24820361300000002,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.083141229,,0.49629819299999994,,0.0,,,,,
Other Non Vegetated Area,61725.117287171015,259.34086740000004,2076.8262144610003,13297.304535061003,107.88826220000001,0.0,9368.968753954001,0.089298926,,357687.70164683997,28953.682703134,1931.5757868189999,,35.09506467,5229.181229078999,
Pasture,6004485.12153991,182.1885658,641059.3459428999,193466.0738373,673.161364056,10.764088385,1381363.2926012,1.8352071840000002,0.0,50111.92160085001,54255381.25001999,20560.263610964,,3.6618702639999996,56122.49133092999,0.0
"River, Lake and Ocean",1788.5667899620005,989.4786813999999,28.587783193,10188.96548219,302.46442973700005,0.0,27485.141069134002,3.291284668,,23030.590373819996,90632.022902754,1216697.60623105,,22.23619994,265.425987216,
Rocky outcrop,,,,,,,0.0,,,,,,1.189786176,,,
Salt flat,0.0,9.555821143,,101.3638255,,,68.050248572,0.625100726,,102.6216146,0.893034784,36.34979479,,6324.366281426001,0.0,
Urban Infrastructure,0.8402741210000001,0.0,0.0,0.42647905899999994,38.620347413999994,,1.2058558519999998,,,1.047437341,5.889010718,0.0,,0.0,590134.614562,
Wetland,,,,0.601716888,,0.0,0.167185547,,,,0.0,0.0,,,,7.641672668
