,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,12403043.255920544,0.535819617,1160.120776821,10212.964170645,0.084209595,0.664757983,7131.282096540999,0.247251147,,11153.546036044001,166396.4263507029,333.134253247,,0.0,414.712729653,0.0
Beach and Dune,0.0,104930.228515625,,0.0,,,3.8404861269999997,8.573871185,,117.88827260000001,3.2150871759999995,94.22083027,,0.26793887899999996,0.08929649699999999,
Forest Plantation,3190.084951803,,1449247.7387834801,304.89855502,0.08505133699999999,0.0,4436.8121579240005,,,74.03497953099999,855.120989088,0.420517706,,,17.136486452,0.0
Grassland,77862.81876981197,1.786260168,1212.180883641,18133754.690062,2.559707898,0.0,9769.234789088,0.0,,61259.68300711902,55901.133898600005,1278.497254295,,4.733198895,72.782240671,0.256118402
Mining,0.925759668,,0.0,0.606797198,12554.919684089999,,2.681946246,,,6.048144616,3.165071131,0.34792721600000004,,,1.6912300530000002,
Mosaic of Agriculture and Pasture,3.167655121,,0.0,0.0,,160.143610879,0.502867566,,0.0,0.0,0.338423053,0.16439715,0.0,,0.0,0.0
Natural Forest,176241.50382691002,8.573709766,16420.728363521,51150.49756319801,28.315484223999995,0.414295685,99227523.11475678,1.588231165,0.0,59010.482416941995,886804.3590344299,4335.588445169999,0.0,7.94893158,111.534773669,0.0
Non Observed,0.329748004,1.9647653809999999,,0.0,,,1.275574103,24.842601961000003,,0.975913696,1.4894702640000002,4.440064556,,0.178602972,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,1.4535046569999999,,0.43023075,,,,,
Other Non Vegetated Area,32298.458182928996,161.11064219999997,493.68873178900003,6032.569763526001,1.021765533,0.16724245599999998,2192.033695563,0.758535169,,513785.6085936,26907.275117249992,1335.3192248739997,,7.680686359,298.454994972,
Pasture,550103.1706194162,14.913332987,17481.795834303,58445.4763673,23.205360499999998,3.350079547,130639.209706636,0.827749725,0.0,20543.905151828,62445828.1261,6633.46880147,,0.0,2436.725574416,0.0
"River, Lake and Ocean",14.539709539999999,60.37210358,0.353868836,333.602600746,12.14089838,0.0,704.690664922,1.326898212,,724.314981391,119.110988505,1203765.45731202,,35.99302708,0.859945446,
Rocky outcrop,,,,,,,0.0,,,,,,0.850786499,,,
Salt flat,0.0,1.3396104,,9.556392302999999,,,7.233367426000001,0.714398743,,8.573128625,0.0,4.3760239069999995,,6295.142044541,0.0,
Urban Infrastructure,0.503287183,0.0,0.082708807,0.7746268000000001,0.589016925,,0.7904974180000001,,,3.620402855,3.6818702879999994,0.089031421,,0.0,490148.46270900004,
Wetland,,,,0.858873468,,0.0,0.0,,,,0.0,0.0,,,,7.376048279
