,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10780920.81463625,0.0,31076.249536320996,16519.39102705099,11.120508996000002,2.505608795,41970.95676837099,0.0,,14172.259484433,493416.1713776989,1632.398994699,,0.0,21348.798624999,0.0
Beach and Dune,0.446505286,95349.263690751,,388.1045966,,,353.29042079699997,12.68202998,,4605.001354999999,193.7912645,1447.553507936,,28.57656174,3.2146911869999997,
Forest Plantation,91582.166461945,,1307161.68882067,895.877240692,3.878298511,0.0,4564.747979057,,,78.630683247,5545.128060198999,0.676548444,,,694.23341133,0.0
Grassland,1277343.2783479188,451.52175300000005,43423.99238869,16254396.897245003,70.41789033399999,0.08666748,38055.162324380006,0.0,,62278.83677577,811909.1986958999,11511.946044494,,25.27419058,9928.125109730001,0.340117346
Mining,65.679669135,,0.503751568,227.41191516599997,10130.97871482,,98.013248952,,,258.21530265599995,806.38920737,143.32791061,,,285.69062910699995,
Mosaic of Agriculture and Pasture,22.182750935999998,,0.6638034780000001,0.0,,128.482518788,7.582037292000001,,0.0,0.083973749,3.51760044,0.0,0.0,,1.168863074,0.0
Natural Forest,3888940.054952292,989.925918515,526331.1026423901,107752.44384799803,1460.928912763,1.8497553409999998,87721787.95402277,9.988019042000001,0.0,78118.364089411,9843945.107452743,185592.594786663,0.084975946,119.838586775,32143.314459989,0.0
Non Observed,1.2368440920000001,0.625247168,,0.169208374,,,1.543754223,5.891678357000001,,3.4827055789999997,1.415990881,13.702854224000001,,0.44649791899999997,0.330910046,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.936877826,,0.0,,,,,
Other Non Vegetated Area,63653.86464485299,1103.212155036,3038.6941992189995,18681.759281680996,134.180489312,0.0,13675.494656638999,0.344438165,,372905.7768256,56749.152859625,3167.3558694949998,,25.53983866,12180.679403789,
Pasture,9189378.177850071,398.6590657,1165397.4353251269,243678.42596700002,1589.596490747,24.505068570000002,2213227.6337202103,1.32380365,0.0,46451.62871971,49441033.160525,69919.98081113899,,0.08929683199999999,131382.0252557,0.33250658
"River, Lake and Ocean",1625.4731828140002,2010.129709,17.563322657,9959.3067354,297.3303524820001,0.0,27354.494096354,4.777567804,,21697.212263168003,64622.179204529995,989767.29907265,,47.77791523,338.174828002,
Rocky outcrop,,,,,,,0.0,,,,,,0.51031944,,,
Salt flat,0.0,91.89684756,,350.52869039999996,,,513.0140785000001,0.803705927,,174.5144095,42.50617695,58.67179235,,7482.075758894,0.26788930699999997,
Urban Infrastructure,0.167946735,0.17859932899999997,0.165421405,0.5964943909999999,14.557816876,,0.519989563,,,0.171295026,1.4648346250000002,0.0,,0.0,459546.4457880001,
Wetland,,,,0.0,,0.0,0.0,,,,0.0,0.0,,,,6.707671655
