,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,24041957.9029576,0.0,896.555914891,1348.9364938370002,0.170483619,0.0,2955.3046443410008,0.0,,5327.161297825001,54233.25852905501,24.077904669000002,,0.0,803.8319189340001,0.0
Beach and Dune,0.0,104736.800879028,,0.17862493899999998,,,0.9824610109999999,0.089323297,,94.75958641,0.982344397,2.2326869019999998,,0.089301746,0.0,
Forest Plantation,11150.387649047,,3095688.60440112,12.327389948,0.0,0.0,4350.118847694,,,2.79747608,28940.741793262,0.0,,,36.515800309999996,0.0
Grassland,35374.01640985101,0.535821558,34.07599849,16572711.758167,37.35682421,0.0,8106.634113110001,0.08293096900000001,,30820.122952561003,67617.73969257,368.294056065,,1.160980182,37.426322027000005,0.59781709
Mining,8.600310792,,0.0,1.8668376779999998,14632.612628289999,,2.2369387880000002,,,22.796963498999997,180.40345995,9.842786359,,,8.235156506,
Mosaic of Agriculture and Pasture,1.923579266,,0.0,0.0,,162.75318995299997,0.0,,0.0,0.0,0.0,0.0,0.0,,0.583677106,0.0
Natural Forest,70579.012764992,0.625200647,313.33345643100006,2209.8444557229996,7.600448626,0.41460443700000005,90221143.77656156,1.6649302,0.0,18997.423046187,389658.98702049,362.74975177700003,0.0,0.7145164239999999,218.063599994,0.0
Non Observed,0.24727386399999998,0.0,,0.165784521,,,0.331681555,29.137517457,,0.7015268429999999,1.490859241,1.856126978,,0.0,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.413679987,,0.0,,,,,
Other Non Vegetated Area,18119.267021231997,27.68617806,2.568119727,10325.108973566003,5.141586145,0.0,2431.8269802,1.6967416380000002,,503277.18220810004,20863.74059604699,351.17022119899997,,1.16099519,384.787421169,
Pasture,682602.0610385451,0.8930452879999999,165.329133015,35114.81917018,3.603047509,1.011379663,134937.17843136,0.248718658,0.0,31809.710163183998,60247953.35091,70.18339457,,0.0,2604.449678743,0.0
"River, Lake and Ocean",131.05373232600002,19.91667238,0.0,183.10974305300002,0.7758253290000001,0.0,709.3916150919999,0.7973341310000001,,1613.701227507,442.575213759,1271667.19025168,,0.89306972,4.626124787,
Rocky outcrop,,,,,,,0.0,,,,,,0.678792273,,,
Salt flat,0.0,0.0,,0.446514374,,,0.357231836,0.0,,0.44655042100000003,0.0,5.269732941,,6496.896493,0.0,
Urban Infrastructure,0.927078241,0.0,0.0,0.6034144770000001,12.910057065,,1.571193213,,,2.60015827,4.3772821650000004,0.0,,0.0,698007.1464800001,
Wetland,,,,0.25404906,,0.083018689,0.0,,,,0.0,0.0,,,,6.6347563659999995
