,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,15933640.348432291,0.0,3047.1542587389995,19198.134198547,0.08461865800000001,0.418731213,13112.337493692005,0.082460504,,7342.123101401,251344.71395205,506.40933267299994,,0.08929594099999999,700.9886760540002,0.0
Beach and Dune,0.625097595,105227.0208284,,1.518208636,,,6.34124339,10.8960386,,128.8699315,11.96660352,206.667768,,1.786000421,0.17861079100000002,
Forest Plantation,9384.170993579,,1651601.5194962001,44.499951668,0.0,0.0,1095.603089406,,,4.118178346,265.634401763,0.594925787,,,108.66885687999999,0.0
Grassland,52739.99802974701,0.893030469,980.380507282,17748819.787855,1.363719373,0.0,9670.622311775001,0.082974438,,18250.149537180998,37184.948142650006,574.318930374,,64.74613207,134.118135688,0.343773059
Mining,3.1204651360000004,,0.0,1.286584887,13257.60930262,,0.7717033570000001,,,11.472416931000001,4.863343511,2.232159174,,,1.8616641600000001,
Mosaic of Agriculture and Pasture,5.182916961,,0.0,0.0,,168.063118479,0.499874573,,0.0,0.083406238,0.251502601,0.0,0.0,,0.0,0.083096777
Natural Forest,68219.09959603305,6.341140881,20357.20369465,15273.803498115001,19.633505782999997,0.166656903,96425193.2266984,1.205372229,0.0,17010.716889860996,396976.404421543,6549.948435501001,0.0,42.240301822,230.506170151,0.0
Non Observed,0.494677252,2.500747589,,0.165959875,,,1.332984619,36.262445783,,0.433783216,0.497530566,10.532628635,,0.089301611,0.082711017,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.41483087799999996,,0.0,,,,,
Other Non Vegetated Area,21403.534030087998,68.32204396,663.161379586,11026.331347780997,0.862554205,0.0,3084.574161192,0.701550079,,440457.2879867,27528.704176301006,562.520782195,,14.914577300000001,1290.8187153570002,
Pasture,461309.813913493,6.429985352,60424.569310827,41521.254756970004,41.503989395,1.744316468,130391.29806884998,0.744325336,0.0,12362.440347312999,62544168.00136,720.2823296829998,,0.892984448,3061.069477559,0.0
"River, Lake and Ocean",59.0975998,45.10220017,0.08453834800000001,212.441348203,10.690897240000002,0.0,1002.251167053,4.229584381,,456.594293926,151.39973891,1323849.63851404,,6.96639104,0.08898916,
Rocky outcrop,,,,,,,0.0,,,,,,1.188620172,,,
Salt flat,0.0,0.982331689,,3.6616816219999997,,,2.857630041,0.35720591399999996,,1.696786554,0.089297205,2.9470477660000003,,9456.348358775,0.0,
Urban Infrastructure,0.769442883,0.08929704599999999,0.08170174,0.9532535080000001,0.8458504280000001,,0.6042557070000001,,,2.15334768,3.672877984,0.0,,1.160925403,532399.2949590001,
Wetland,,,,0.33819175999999995,,0.0,0.0,,,,0.0,0.0,,,,7.972353168
