,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10613337.772672059,0.0,771.046576849,18824.876342902004,0.769346069,1.746464459,11698.417941675,0.329857928,,21471.352172823998,243326.35705725892,215.77974722799996,,0.0,977.849595335,0.0
Beach and Dune,0.0,102794.96980874,,0.089324658,,,4.10841925,5.627055219,,182.460014422,11.252144181,73.59347263,,0.714510822,0.0,
Forest Plantation,2439.140944435,,1390873.2174966899,159.53122896399998,0.170120081,0.0,5208.759273458999,,,28.962718706,892.9979968389999,0.0,,,4.561782764,0.0
Grassland,107779.21961416998,0.357274445,387.60735504900003,18347316.830399998,1.80263902,0.0,16395.619868488997,0.086218445,,28073.099499318,44331.59026261,906.294311042,,8.127141503999999,638.2894247559998,0.17190246
Mining,0.086059894,,0.0,0.686736316,11830.92827934,,1.7202758850000002,,,1.805370948,1.195440729,0.6026426269999999,,,0.420786176,
Mosaic of Agriculture and Pasture,2.166228646,,0.0,0.17552211899999998,,153.739281492,0.0,,0.0,0.0,0.41841704700000004,0.0,0.0,,0.0,0.0
Natural Forest,174777.26902861902,3.57255448,7595.470357435,27220.420354747992,6.863705016000001,0.337049787,102533037.88826363,1.5562613650000001,0.0,30749.005979673,742495.88545519,15835.570604044,0.0,3.571943615,885.1467730349999,0.0
Non Observed,0.082423938,1.69687442,,0.0,,,1.786419892,18.239568433,,0.880317761,1.007148871,3.871942316,,0.535801251,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.082984973,0.0,,0.331372913,,0.0,,,,,
Other Non Vegetated Area,21355.999722537992,49.83562902,446.065612512,9359.925646625,0.257153186,0.085250305,2014.348584174,0.33163967899999997,,391760.063581,25162.694650434,860.1018341280001,,8.126847949,3397.893436401,
Pasture,443377.9891573401,4.465501361,7473.9215104410005,77966.70688047,9.210803088,1.509181555,125008.13738904902,1.340751849,0.0,24062.922510769997,61271793.83973,3194.51576373,,0.62507359,3924.983878844,0.0
"River, Lake and Ocean",57.553440609,52.15568941,0.086827325,369.23120532799993,3.248372266,0.0,706.026898491,1.4991281920000001,,1666.8468268569998,498.50060938499996,1089028.95017545,,13.93246812,4.668719889999999,
Rocky outcrop,,,,,,,0.0,,,,,,0.6831911620000001,,,
Salt flat,0.982258234,2.768534851,,277.7268166,,,618.045063546,0.357199396,,88.22732372,257.7073504,42.245321538,,10339.817403241,32.59308256,
Urban Infrastructure,0.42251911,0.0,0.0,0.43600231400000006,0.507225501,,0.952881281,,,3.3678030870000004,4.85943424,0.166983155,,0.0,437507.7967360001,
Wetland,,,,0.17194942600000002,,0.08307926,0.0,,,,0.0,0.0,,,,5.348915515000001
