,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,22651675.020362932,0.0,7442.496435921999,7092.682384848003,5.107331995,0.838052337,7597.929120005999,0.164882483,,3560.4091356820013,130194.44926079399,310.655049281,,0.0,3530.3561096549993,0.0
Beach and Dune,0.267903589,102197.995964349,,148.953157799,,,68.406912798,3.4831091610000002,,3404.43759,19.110673171,107.2592645,,0.535835266,0.0,
Forest Plantation,39797.39292049101,,2899924.7221581205,112.330143452,0.252827386,0.0,185.96603423099995,,,4.929429931,385.490687109,0.17051618699999999,,,177.021743451,0.0
Grassland,134951.689150663,5.179869922,4571.350832730001,16410894.739540001,139.351881312,0.0,24481.029368425003,0.829289154,,36104.067082693,344703.12370840006,2348.098157194,,13.48605342,456.784477774,0.340152612
Mining,57.395194827,,0.41869370100000003,32.297916483,13350.26842247,,17.576174937999998,,,244.82046828,592.408591122,91.219282765,,,138.290009481,
Mosaic of Agriculture and Pasture,7.422998938,,0.08524591699999999,0.0,,158.238119819,1.0008461180000001,,0.0,0.167886884,1.1657194770000001,0.0,0.0,,0.747060431,0.0
Natural Forest,307259.9916104919,12.325441835,78681.57050623499,48801.11194771299,41.890272476999996,0.670908777,89459785.10401163,3.511957788,0.0,43685.64148085601,2069952.4647257999,5409.434796746999,0.0,5.447355626999999,1470.2574616930003,0.0
Non Observed,0.577626807,0.8930860290000001,,0.0,,,3.948348163,16.084243291,,7.577848938,2.185669018,4.432812384,,0.0,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.083141229,,0.166051587,,0.0,,,,,
Other Non Vegetated Area,39013.730951745005,264.8893659,307.980038621,18015.334973297,320.51599428199995,0.0,6049.991632438001,0.803716675,,435987.74985329993,27176.460148555998,2187.2013325870003,,14.46689479,2147.171131966,
Pasture,2271034.259238933,63.048718356,127418.423211797,119908.204583,69.86340394,2.773264013,675347.07718559,1.698747527,0.0,47227.480742240004,57820215.08815999,5894.810353496,,0.357184351,12384.254668776,0.0
"River, Lake and Ocean",738.9503634639999,281.6923787,8.80509074,5201.213840952001,32.982652408,0.0,9971.326022617,9.064168902999999,,10712.822299340001,14397.330842959002,1276343.20341077,,0.8037025999999999,91.48474361699999,
Rocky outcrop,,,,,,,0.0,,,,,,0.7633263790000001,,,
Salt flat,0.0,0.6251097529999999,,49.47921094,,,8.840639894,0.26789804100000003,,61.98466933,0.089317773,20.71683021,,6285.421394769,0.0,
Urban Infrastructure,1.1833380569999998,0.089299664,0.0,1.200726496,113.40918472300001,,2.696705396,,,3.2794701340000008,6.584283729000001,0.084290167,,0.0,674738.2110380002,
Wetland,,,,0.171914709,,0.0,0.0,,,,0.0,0.0,,,,8.208504639
