,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,10251628.831005294,0.0,2221.6171215800005,33583.787454042,0.083687067,1.5867218810000001,20770.886554963996,0.082423938,,7742.668364010001,307790.41625409597,137.65319809,,0.0,1465.621541284,0.0
Beach and Dune,0.0,104029.92593731999,,0.26793916,,,5.001458246,2.32214502,,152.6249773,6.69806153,53.140190000000004,,1.696836377,0.0,
Forest Plantation,1956.9878010390003,,1369571.5930365801,222.244968493,0.17012123399999998,0.0,5387.976332018001,,,231.26776075100003,1836.1254311569999,0.08272334,,,40.255226721,0.0
Grassland,124905.92900242802,0.535887646,277.70169516600004,18406238.591283005,0.9479396179999999,0.0,15566.221132801005,0.172289148,,14323.059820777002,37732.24765141,521.550365743,,17.05869791,169.374570913,0.0
Mining,0.171934515,,0.0,1.465915973,11710.20234329,,0.948027838,,,0.6851146539999999,1.962768329,0.171841333,,,0.513141974,
Mosaic of Agriculture and Pasture,4.276026856,,0.0,0.0,,159.756614858,0.335550915,,0.0,0.0,0.166242218,0.16829505600000003,0.0,,0.0,0.0
Natural Forest,124068.28331555,1.161092896,14154.465884939,19255.835796753,7.299858601,0.341749133,103565850.86774582,1.3393641480000003,0.0,19219.406690556003,618631.609717762,2708.003594317,0.0,5.893758581,285.53416681399995,0.0
Non Observed,0.168710492,2.768740942,,0.0,,,0.924837666,20.175301368,,0.261563428,0.581976203,1.945721466,,0.0,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.248730951,,0.0,,,,,
Other Non Vegetated Area,26291.299083477,53.407516099999995,162.316174213,4641.487475764001,0.855666174,0.0,2676.65929293,0.26789706399999996,,387327.1177169,34894.97966629399,615.9516050860001,,4.464924451,2405.590332274,
Pasture,371871.28876598086,1.1609458129999999,8028.478826657,64892.6450366,8.650938739,0.9985628179999999,134159.866964296,0.758444867,0.0,21642.156840784,60786571.14799,295.443218583,,0.535790955,6695.214535675,0.0
"River, Lake and Ocean",155.030655882,26.07790547,0.085743524,546.0043709159999,3.374688422,0.0,814.3135963299998,3.151099426,,441.68740400799993,2806.62826932,1086685.69100978,,16.87805042,39.049493602,
Rocky outcrop,,,,,,,0.0,,,,,,0.254756622,,,
Salt flat,0.0,0.535844611,,17.41554648,,,7.055500091,0.0,,1.607463312,0.5357718020000001,29.02730633,,11471.259293933,0.9822662659999999,
Urban Infrastructure,0.605058502,0.0,0.0,0.765098407,0.25626695499999996,,1.04970329,,,2.4957130810000003,3.3452222659999995,0.0,,0.0,415587.6000309999,
Wetland,,,,0.255927124,,0.0,0.0,,,,0.0,0.0,,,,5.720115241
