,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,11083181.37980849,0.17859301100000002,32826.428693578,27053.454865255,8.339337657999998,3.830083069,48550.32998134702,0.082560858,,7298.658635483998,583770.4368228682,1702.778995403,,0.0,15474.541907948,0.0
Beach and Dune,5.09008548,99414.890366677,,302.4790675,,,274.889468426,13.75319504,,1116.997438,203.97041030000003,2157.8410005469996,,30.00542648,1.518076569,
Forest Plantation,67226.95337663798,,1348155.374102081,808.166711993,5.142858942,0.0,5322.365702456001,,,69.84382814700001,4831.891248197,0.5883105040000001,,,611.00711604,0.0
Grassland,1075476.239589364,577.2557716,38951.12433058001,16564521.071714,107.787868027,0.08666748,44771.82810809801,0.082974438,,47523.674492244005,653707.5548241,10632.346165587001,,27.50717161,7806.68630949,0.085939575
Mining,42.285758139,,0.16879693,274.05978731,10657.36544783,,145.23689023699998,,,421.95167032,398.718572758,129.992342005,,,156.243430494,
Mosaic of Agriculture and Pasture,21.539496332000002,,0.587052575,0.0,,129.302669659,7.672395478,,0.083141229,0.0,2.3448897960000004,0.0,0.0,,1.835272638,0.0
Natural Forest,3063317.940413613,786.8117234939999,475719.29965585,122985.626283431,1453.4902131630001,1.830551477,89305983.3676971,9.636967615,0.0,89303.57743508801,8295896.558945015,161996.62221167603,0.0,128.589119075,24453.699099584002,0.177067542
Non Observed,1.164386841,1.071871552,,0.165959875,,,2.7682692810000002,7.614840625,,0.625093243,1.255335645,17.625870085,,0.35719690600000004,0.16548833,
Other Non Forest Natural Formation,0.256256561,,,0.086093451,,0.0,0.0,,1.451575464,,0.165883539,,,,,
Other Non Vegetated Area,91522.75738980698,1759.033107,3341.5572342619994,25327.542704571,134.93963257299998,0.0,17871.007113395997,0.6946093879999999,,407520.9098693999,67117.86211067,5129.349948179,,44.02653952,9810.80304677,
Pasture,7563905.935510704,262.9130845,1044069.39890425,254505.242108,1740.083349091,20.920186217,2370589.2709146403,1.407634534,0.0,26889.5559106,51447594.859079994,80179.163849843,,0.0,108457.9053019,0.25023299600000004
"River, Lake and Ocean",757.2443517920001,1782.7418882040001,10.025746588999999,5730.067619324999,449.20632284,0.0,23979.461534109003,4.146058796,,18385.744192724,45751.179307592996,1018574.5826568699,,56.7994049,215.25585800199997,
Rocky outcrop,,,,,,,0.0,,,,,,0.7643827940000001,,,
Salt flat,0.0,76.89124023,,124.32122749999999,,,314.86164443999996,1.250205176,,103.86067340000001,4.643515601,41.25928497,,6801.262837116,0.0,
Urban Infrastructure,0.083542139,0.089299664,0.082708807,0.427180664,18.616593122,,1.291218641,,,0.255967823,2.380547828,0.0,,0.0,476622.76858900004,
Wetland,,,,0.257655389,,0.0,0.083744305,,,,0.0,0.16629882199999999,,,,7.032224554000001
