,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,25020136.912178554,0.0,425.068691888,1345.5858475799996,0.424471863,0.0,2036.4588016220005,0.082514459,,5873.426031169,19858.732420062,187.70025303399999,,0.0,666.9850990600002,0.0
Beach and Dune,0.35719986600000003,103373.497493427,,42.50720737,,,22.772659621,1.160963202,,1239.528658,14.377574190999999,6.876666595,,0.089298419,0.0,
Forest Plantation,17811.095435490002,,3077437.86356312,23.820394777999997,0.0,0.0,90.07990395699998,,,6.123558521,150.308474491,0.0,,,29.241576621000004,0.0
Grassland,34694.13818431299,0.178612579,863.422805857,16421489.508210998,0.766990191,0.0,15695.130156941996,0.829307971,,15540.985057094,29158.67396583,1090.3386434810002,,5.447901251,39.624067593,0.168085254
Mining,5.2109344790000005,,0.0,12.654558423000001,14415.787606869999,,4.099581958,,,21.740053698,39.813495482,25.315771034999997,,,19.015258615999997,
Mosaic of Agriculture and Pasture,1.5878628909999999,,0.082207007,0.0,,164.01215790999998,0.0,,0.0,0.0,0.0,0.0,0.0,,0.08424487900000001,0.0
Natural Forest,61561.29714811299,2.679492145,33116.609683548,21453.300817079995,1.293767639,0.42567161899999995,89774765.26804945,2.183616974,0.0,6845.857302060001,176165.32523481004,3750.57672377,0.0,3.1256636529999997,50.125584612000004,0.0
Non Observed,0.082433289,0.535822162,,0.165923395,,,2.481234046,22.087086499999998,,6.417060858,0.8354346009999999,1.435263678,,0.446495184,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.083141229,,0.412638379,,0.0,,,,,
Other Non Vegetated Area,26248.637688954997,60.28311338,18.075630019000002,10154.923160035,2.6655291500000002,0.0,2899.788891407,0.886626587,,565089.3222948001,26368.712055271004,1641.615866265,,6.429553876,906.7284879480001,
Pasture,514526.8617085701,1.42895304,60570.66198575899,20707.985422015005,0.7756043029999999,0.0,21250.256381951003,1.685482916,0.0,28447.134077521,60325426.438470006,3874.957314845,,0.17859672199999999,1303.5802774529998,0.0
"River, Lake and Ocean",343.64653312099995,39.92446801,3.724839044,1128.386586051,1.810739038,0.0,1515.9845810329998,7.5908127930000004,,2643.55796723,2163.340928717,1263397.27932739,,0.535830267,21.966583613999997,
Rocky outcrop,,,,,,,0.0,,,,,,0.6778475159999999,,,
Salt flat,0.0,0.62509856,,36.97548986,,,3.839988678,0.17859931,,40.63822142,0.0,14.019341199999998,,6440.450332,0.0,
Urban Infrastructure,1.099463715,0.0,0.0,0.6922989150000001,4.036480157,,1.566925952,,,4.681170507000001,5.386889612,0.089054309,,0.0,707439.9620679999,
Wetland,,,,0.8559716559999999,,0.0,0.0,,,,0.0,0.0,,,,8.141680835
