,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,8874335.64466976,0.0,998.7688695470001,41660.538621979,0.343838556,0.33315175199999997,16831.978991436,0.0,,5180.008353485,301275.65122502204,207.538175365,,0.0,1058.854508637,0.0
Beach and Dune,0.0,100614.13049539001,,4.0190239199999995,,,10.984781930999999,5.180289043999999,,70.64353533,39.20374089,31.169396947000003,,0.714419342,0.0,
Forest Plantation,874.641074763,,1254429.476894737,114.54558491,0.0,0.0,7176.321676541,,,107.20241221100001,1035.527128132,0.0,,,8.854002954,0.0
Grassland,112421.52487699201,26.16613661,923.9042306919999,18585027.439289,1.899212707,0.0,32944.455880760994,0.0,,17268.42483515,44507.346879799996,1115.809238618,,5.447696326,601.6031516060001,0.171803717
Mining,0.344167609,,0.083735565,0.259468945,11189.10245461,,2.3303081180000005,,,1.106019153,1.448860284,12.827790713999999,,,0.597407879,
Mosaic of Agriculture and Pasture,1.830835198,,0.16594259,0.0,,146.512004365,0.332844318,,0.0,0.0,0.668625769,0.0,0.0,,0.0,0.0
Natural Forest,195927.33211436,37.061231185000004,25444.991709534,13572.194743944998,6.999754926,0.167683118,107131334.4670055,1.773221565,0.0,26190.011291306997,947462.02279488,7757.036951549999,0.0,3.661207862,227.418836447,0.0
Non Observed,0.247351855,3.1258801939999996,,0.089299219,,,1.5050578,19.808799831,,0.0,0.082668121,2.564438977,,0.0,0.081915613,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,1.711360778,,0.34436238399999997,,,,,
Other Non Vegetated Area,16470.187928404997,111.10072209999998,317.925658006,6648.35166026,1.3720715700000001,0.0,4302.406869963,0.5358896360000001,,386376.00701455,46925.525701871986,377.005829274,,3.125421265,3715.4321717719995,
Pasture,289414.827996962,25.27283148,4840.510785287999,67583.18194652,5.798752088,1.252852551,148049.25978607,0.5849436889999999,0.0,15294.425250679998,58335509.49781,1274.5190756919997,,0.5357538820000001,6302.727061101,0.0
"River, Lake and Ocean",186.733516368,222.913361401,0.0,660.8480860989999,0.170281079,0.0,4194.557973491002,3.623016968,,1295.026533894,700.9285284299999,994859.96527096,,69.11701719,0.8555235409999999,
Rocky outcrop,,,,,,,0.0,,,,,,0.42424531299999996,,,
Salt flat,0.0,1.964722205,,14.20001533,,,68.3111598,0.535796344,,4.197398962,0.7143821109999999,27.05947292,,8272.076477787,0.08929596599999999,
Urban Infrastructure,0.931572596,0.0,0.0,0.5110817619999999,0.0,,0.955882947,,,1.289097295,1.8017239250000001,0.0,,0.0,352186.51269430004,
Wetland,,,,0.34029250499999997,,0.0,0.083165082,,,,0.0,0.0,,,,7.519210601999999
