,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,17260512.362807617,0.0,8249.823462352,14875.693453521002,3.130915393,1.4999446600000002,18873.18363322801,0.16499682599999999,,10395.07801735,320409.85051297984,997.9180561909999,,0.0,710.929683105,0.0
Beach and Dune,0.0,106174.975868942,,3.390746423,,,2.4114416870000004,7.234033771,,67.15895759,8.573545673,113.8695344,,0.7144092590000001,0.0,
Forest Plantation,5006.703337323001,,2063399.2181633997,30.580925829,0.0,0.0,1067.938462067,,,24.188510243,294.53086126899996,0.7577381040000001,,,33.866642733,0.0
Grassland,81009.269304083,0.267917181,1941.886320293,17527809.194679003,0.9424657240000001,0.0,13320.13576955,0.0,,24290.867692732998,46174.021341479995,2432.3995525640003,,8.39420968,254.89807835400003,0.340160254
Mining,0.34212768600000004,,0.0,5.254215411000001,12805.31194367,,5.5540405029999995,,,34.531454969,6.332202006999999,5.877503187,,,3.395418213,
Mosaic of Agriculture and Pasture,3.8434511899999997,,0.0,0.0,,168.657195184,0.16576607699999998,,0.0,0.0,0.417496765,0.084787073,0.0,,0.0,0.0
Natural Forest,65768.30776024397,3.304605005,25485.845936846996,25899.757295633,49.760854506,0.926479016,95434139.71849889,4.100946289,0.0,21916.181042602002,354480.70511370705,8867.608709726002,0.0,1.964582215,603.2142877960001,0.0
Non Observed,0.082447302,7.85992077,,0.082974591,,,1.282346357,30.985171602,,0.08929706400000001,2.818656195,12.170899485,,0.178598297,0.0,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.0,,0.414511646,,0.0,,,,,
Other Non Vegetated Area,27164.516924589,108.86732129299999,738.5442225889999,6635.771236672999,3.094430584,0.0,4081.481708419001,0.350611743,,391261.00767500006,19897.935234565004,961.9681963979999,,1.428916022,653.630695256,
Pasture,459971.283730622,4.286551422,84128.392560577,45298.83786253,59.902026011,0.7564002320000001,132543.62748211998,0.248455603,0.0,17433.612116530003,61855420.38763,12273.794855477001,,0.0,4382.446484014999,0.0
"River, Lake and Ocean",29.500570389000004,97.88628378,0.775337182,741.8848867899998,59.375658173,0.0,1327.2262947170002,5.658424274,,578.2045467849999,3042.537948394,1345102.00317024,,4.554527008,0.9359611090000001,
Rocky outcrop,,,,,,,0.0,,,,,,0.93341084,,,
Salt flat,0.2678888,3.0362551939999998,,267.9190454,,,207.36509759300003,0.446500409,,142.60688190000002,248.5998712,13.93304492,,8157.3458532,39.20169594,
Urban Infrastructure,0.6812622690000001,0.089300146,0.0,0.609287091,0.8448549439999999,,1.4911130120000002,,,1.704277674,2.836406098,0.262397259,,0.0,574663.119888,
Wetland,,,,0.25571194500000005,,0.0,0.0,,,,0.0,0.0,,,,8.657037506
