,Agriculture,Beach and Dune,Forest Plantation,Grassland,Mining,Mosaic of Agriculture and Pasture,Natural Forest,Non Observed,Other Non Forest Natural Formation,Other Non Vegetated Area,Pasture,"River, Lake and Ocean",Rocky outcrop,Salt flat,Urban Infrastructure,Wetland
Agriculture,7735989.979254137,0.0,6221.195658075,141564.59045353002,1.1899681279999998,5.501771808,73166.88094212899,0.247351892,,21481.129069072995,1253803.0876275199,1043.016587515,,0.0,8272.841011486,0.0
Beach and Dune,0.17860091600000003,98588.70893067999,,161.371703099,,,134.40511453600004,11.61093149,,941.8428652999999,72.68836124399999,849.432135847,,15.80705662,0.0,
Forest Plantation,14446.791781673,,1205532.1580287372,2599.0588136449996,0.6778350650000001,0.082422485,25074.313721679002,,,319.33332956199996,15675.872909015001,10.277818004999999,,,88.002111651,0.0
Grassland,661872.525144217,287.5618124,7212.683099088999,17625523.750829004,27.533433524,0.26307395,68069.90796257001,0.082915723,,51537.012267399994,367020.4827195,6976.667741217001,,10.09114752,6305.63260956,0.0
Mining,0.842685992,,0.0,4.6844961,11139.000705370001,,4.401401087,,,40.61230093,14.128715651000002,2.3055386659999995,,,2.1243702090000003,
Mosaic of Agriculture and Pasture,13.601980168999999,,0.330062402,0.0,,126.572096249,2.3379380359999997,,0.0,0.0,6.250294836,0.0,0.0,,0.334985357,0.082895154
Natural Forest,1454987.9995049383,883.336277363,138631.88170576797,221019.87092311104,387.937897281,1.9284548160000001,99002129.20932728,3.8119853519999998,0.0,82899.045515298,7243417.7225734005,190638.81058816897,0.0,64.56060618800001,12899.037013946,0.0
Non Observed,0.334274914,5.358557642,,0.165551575,,,3.750317242,9.185692517,,0.261506854,0.584901953,7.157597406000001,,0.625095892,0.081915613,
Other Non Forest Natural Formation,0.0,,,0.0,,0.0,0.086155743,,1.283528643,,0.686038776,,,,,
Other Non Vegetated Area,22990.438911239,364.9044938,943.3694156420001,13921.657953680002,4.760132158,0.0,8951.748586947999,0.082454224,,337306.28837923997,66114.65643850599,2359.9772617920003,,27.68156581,12263.41134454,
Pasture,2569403.7223580074,87.42844722,80616.850296343,303833.1895085,435.06953082000007,16.576345292,1632867.8205384426,1.815604675,0.4302776,34050.20938184,54153421.847559996,30829.030390590004,,0.17858212899999998,62738.238862930004,0.0
"River, Lake and Ocean",419.90818155999995,2794.5652520179997,0.332617065,4109.950554879001,29.502813859,0.0,12136.20872861,7.514021448000001,,5046.774719394,21480.294266037996,955903.0892089498,,158.32987419999998,108.268708437,
Rocky outcrop,,,,,,,0.0,,,,,,0.42424531299999996,,,
Salt flat,3.661152887,37.95410355,,296.15452630000004,,,174.130966,0.893013837,,207.8899756,5.3577526980000005,115.48132720000001,,7541.910911787,5.714991437,
Urban Infrastructure,0.168887891,0.0,0.0,0.340712946,0.935841052,,0.696165907,,,1.1913082830000001,2.0533017449999997,0.0,,0.0,352186.61583429994,
Wetland,,,,0.5083060119999999,,0.0,0.166632751,,,,0.0,0.085946442,,,,7.181782983
